Time Bucket (America/New_York),30 Bellevue-Mains_A (kWatts),30 Bellevue-Mains_B (kWatts),30 Bellevue-Electric Vehicle/RV-Tesla Charger (kWatts),30 Bellevue-Heat Pump-Heat Pump Attic (kWatts),30 Bellevue-Heat Pump-Heat Pump Basement (kWatts),30 Bellevue-Cooktop/Range/Oven/Stove-Oven (kWatts)
1/26/23 0:45,2.0534,1.9634,0,2.7873,0.0346,0.01
1/26/23 1:00,1.8923,1.7252,0,2.4461,0.0216,0.0086
1/26/23 1:15,0.6749,0.6855,0,0.3318,0.0014,0.0053
1/26/23 1:30,0.5453,0.6191,0,0.106,0.0011,0.0057
1/26/23 1:45,1.1856,1.1977,0,1.2589,0.0015,0.0065
1/26/23 2:00,1.9984,2.1203,0,2.7427,0.0025,0.0097
1/26/23 2:15,4.8692,5.1047,6.1924,2.1119,0.0055,0.0149
1/26/23 2:30,10.455,10.3531,17.0043,1.9179,0.0101,0.0235
1/26/23 2:45,9.9445,9.9482,16.6948,1.0423,0.0094,0.0231
1/26/23 3:00,9.35,9.288,16.5116,0.0042,0.008,0.0222
1/26/23 3:15,9.9419,10.1416,16.3666,1.0639,0.0086,0.0235
1/26/23 3:30,7.112,7.3178,10.3342,2.1262,0.0062,0.0183
1/26/23 3:45,1.7105,2.0011,0,2.1792,0.001,0.0101
1/26/23 4:00,0.9981,1.1821,0,0.9415,0.001,0.0067
1/26/23 4:15,0.8337,1.0522,0,0.6885,0.0009,0.0065
1/26/23 4:30,0.6295,1.4977,0.0002,0.2963,0.0013,0.0122
1/26/23 4:45,1.3216,2.1526,0.0002,1.5268,0.0019,0.0133
1/26/23 5:00,1.4349,2.2421,0.0002,1.6288,0.0117,0.0131
1/26/23 5:15,0.4684,0.7489,0.0002,0.0056,0.0339,0.0066
1/26/23 5:30,0.8797,1.0215,0,0.0041,0.7266,0.0058
1/26/23 5:45,1.484,1.818,0.0001,0.005,1.8814,0.0073
1/26/23 6:00,1.3514,1.7549,0.0001,0.005,1.6051,0.0074
1/26/23 6:15,1.6013,2.1794,0.0002,0.0055,1.9937,0.0092
1/26/23 6:30,2.1928,2.1903,0,0.0036,2.3689,0.0063
1/26/23 6:45,2.3401,1.5718,0.0001,0.0039,0.3758,0.9709
1/26/23 7:00,2.6252,2.2291,2.586,0.0049,0.0031,0.0124
1/26/23 7:15,3.5374,2.701,1.3417,2.0219,0.0028,0.0094
1/26/23 7:30,2.6896,2.2397,2.6666,0.005,0.003,0.0092
1/26/23 7:45,1.6796,1.6468,1.5691,0.0045,0.0011,0.0082
1/26/23 8:00,0.5426,0.7916,0.0001,0.0057,0.0007,0.007
1/26/23 8:15,0.5267,0.7743,0.0001,0.006,0.0007,0.0064
1/26/23 8:30,1.4313,1.1859,0.0042,0.7892,0.4065,0.0053
1/26/23 8:45,3.4959,3.4403,0,2.89,2.5283,0.01
1/26/23 9:00,0.7779,1.0928,0,0.528,0.0695,0.0056
1/26/23 9:15,1.0185,0.5395,0,0.4446,0.0008,0.0027
1/26/23 9:30,1.074,1.0216,0,0.8906,0.0013,0.0053
1/26/23 9:45,1.6493,1.5556,0,1.8123,0.0014,0.007
1/26/23 10:00,0.719,0.4728,0,0.0033,0.0006,0.0025
1/26/23 10:15,1.4272,1.4187,0,1.6265,0.0011,0.0065
1/26/23 10:30,1.4012,1.4314,0,1.4579,0.0015,0.0075
1/26/23 10:45,0.5078,0.5379,0,0.0047,0.0008,0.0036
1/26/23 11:00,0.9327,0.6848,0,0.0034,0.0006,0.0045
1/26/23 11:15,0.4766,0.6021,0,0.0051,0.0009,0.0037
1/26/23 11:30,0.9918,1.1144,0,0.6069,0.0009,0.0057
1/26/23 11:45,1.3575,1.7597,0,1.5987,0.002,0.0083
1/26/23 12:00,1.1387,1.2039,0,1.2467,0.0333,0.0064
1/26/23 12:15,0.5946,0.4066,0,0.0045,0.0333,0.0027
1/26/23 12:30,0.4972,0.5131,0,0.0048,0.0334,0.0038
1/26/23 12:45,0.7211,0.6689,0,0.2694,0.0332,0.0038
1/26/23 13:00,1.7206,1.7853,0,2.156,0.0338,0.0082
1/26/23 13:15,0.4944,0.4031,0,0.0048,0.0333,0.0027
1/26/23 13:30,0.5899,0.5558,0,0.0047,0.0333,0.0036
1/26/23 13:45,0.4837,0.417,0,0.0041,0.0287,0.003
1/26/23 14:00,1.0672,0.9563,0,0.0701,0.957,0.0033
1/26/23 14:15,3.1238,2.8459,0,3.2683,1.4556,0.008
1/26/23 14:30,1.9394,1.9453,0,2.6608,0.0019,0.0085
1/26/23 14:45,3.0057,2.3647,0,2.3285,0.974,0.0084
1/26/23 15:00,2.4387,2.2072,0,2.3835,0.9363,0.0075
1/26/23 15:15,1.4195,1.3612,0,1.5383,0.0011,0.0059
1/26/23 15:30,1.6216,1.5729,0,0.429,1.6771,0.0041
1/26/23 15:45,0.8512,1.0374,0,0.005,0.6702,0.0046
1/26/23 16:00,3.8976,3.1736,0,0.2685,0.9485,3.7948
1/26/23 16:15,3.2067,2.4817,0,1.9562,0.5577,1.2544
1/26/23 16:30,1.5059,1.4083,0.0001,0.0072,0.0041,0.1276
1/26/23 16:45,1.8109,1.6185,0.0001,0.0063,0.0037,0.1259
1/26/23 17:00,1.5348,1.4116,0,0.0065,0.0037,0.1247
1/26/23 17:15,1.3678,1.0233,0,0.0236,0.0034,0.1242
1/26/23 17:30,3.1691,2.5912,0,3.0256,0.0063,0.1251
1/26/23 17:45,2.7245,2.1889,0,2.3831,0.0053,0.1252
1/26/23 18:00,1.4074,0.7981,0,0.0074,0.0037,0.1246
1/26/23 18:15,1.5644,1.0934,0,0.3032,0.004,0.1204
1/26/23 18:30,3.181,2.8421,0,3.3153,0.0059,0.01
1/26/23 18:45,2.3761,1.0731,0,0.0836,0.0045,0.0033
1/26/23 19:00,3.4519,1.9841,0.0001,1.6165,0.0078,0.0066
1/26/23 19:15,2.0857,1.2846,0,0.004,0.0285,0.0056
1/26/23 19:30,3.7739,2.147,0,2.1043,0.0361,0.0063
1/26/23 19:45,3.1867,2.4138,0,2.477,0.035,0.0076
1/26/23 20:00,1.6825,0.9786,0,0.0169,0.0343,0.004
1/26/23 20:15,1.5907,1.6039,0,0.9389,0.0339,0.0082
1/26/23 20:30,1.6559,2.32,0,1.9825,0.0335,0.0121
1/26/23 20:45,1.3188,1.7635,0,1.3336,0.0337,0.0096
1/26/23 21:00,2.592,2.8884,0,3.8274,0.0342,0.0125
1/26/23 21:15,2.4211,2.3753,0,3.4544,0.034,0.0108
1/26/23 21:30,2.2421,2.1985,0,3.0702,0.0338,0.0101
1/26/23 21:45,0.5795,0.3849,0,0.047,0.0326,0.0028
1/26/23 22:00,1.15,1.1507,0,1.0341,0.0332,0.006
1/26/23 22:15,2.4414,2.5067,0,3.4608,0.0339,0.0098
1/26/23 22:30,2.2209,2.3688,0,3.0608,0.0339,0.0103
1/26/23 22:45,1.7221,2.2352,0,2.189,0.0342,0.0095
1/26/23 23:00,0.9422,0.9011,0,0.7443,0.0336,0.0054
1/26/23 23:15,2.4683,2.6512,0,3.5747,0.0345,0.0111
1/26/23 23:30,2.3477,2.514,0,3.3279,0.0345,0.0102
1/26/23 23:45,1.7121,1.9509,0,2.1873,0.0341,0.0092
1/27/23 0:00,0.9446,1.2028,0,0.85,0.034,0.0065
1/27/23 0:15,0.9944,1.1698,0,0.852,0.0341,0.0068
1/27/23 0:30,1.6139,1.6334,0,1.9878,0.0343,0.008
1/27/23 0:45,1.311,1.3857,0,1.5435,0.0345,0.0079
1/27/23 1:00,0.9409,0.9223,0,0.7222,0.0344,0.0054
1/27/23 1:15,1.8657,2.0068,0,2.4245,0.0349,0.0099
1/27/23 1:30,1.3845,1.431,0,1.6783,0.0343,0.0078
1/27/23 1:45,1.4098,1.4761,0,1.6867,0.0345,0.0081
1/27/23 2:00,2.3265,2.5457,0,3.3394,0.0348,0.0115
1/27/23 2:15,4.971,5.1365,4.9168,3.5708,0.0355,0.0158
1/27/23 2:30,11.2176,11.3277,17.0223,3.4211,0.0371,0.0252
1/27/23 2:45,11.1802,11.1287,16.6597,3.3964,0.0369,0.0246
1/27/23 3:00,11.2029,11.1834,16.4288,3.5053,0.0367,0.0246
1/27/23 3:15,11.1442,11.1302,16.3019,3.3975,0.0367,0.0245
1/27/23 3:30,5.789,5.7806,8.2062,1.6324,0.035,0.0142
1/27/23 3:45,1.4716,1.4734,0,1.8638,0.0339,0.0069
1/27/23 4:00,2.0935,2.0994,0,2.907,0.0341,0.0085
1/27/23 4:15,2.4547,2.6046,0,3.627,0.0343,0.011
1/27/23 4:30,2.7689,3.6525,0.0001,3.9645,0.0348,0.0152
1/27/23 4:45,2.708,3.6159,0.0001,4.1139,0.0346,0.0151
1/27/23 5:00,2.7704,3.5502,0.0001,4.2371,0.0346,0.0146
1/27/23 5:15,1.5261,2.1533,0.0002,1.4694,0.4892,0.0108
1/27/23 5:30,3.285,3.6216,0,2.8579,2.4198,0.0113
1/27/23 5:45,2.9307,3.2899,0,1.8359,2.6845,0.0096
1/27/23 6:00,2.339,2.8604,0.0003,0.642,2.7561,0.0101
1/27/23 6:15,3.3325,3.3411,0,3.3008,0.4412,0.0117
1/27/23 6:30,1.9945,1.8763,0,0.0079,0.0059,0.0073
1/27/23 6:45,2.1979,1.4292,0,0.006,0.0058,0.0044
1/27/23 7:00,1.7011,1.027,0,0.006,0.0058,0.0031
1/27/23 7:15,3.6866,3.0512,3.7206,0.0077,0.0093,0.0094
1/27/23 7:30,2.9562,3.1989,2.7177,0.0102,0.008,0.0129
1/27/23 7:45,1.0548,1.0479,0,0.0076,0.0029,0.0038
1/27/23 8:00,0.7604,0.8683,0,0.0082,0.003,0.004
1/27/23 8:15,2.105,0.9708,0.0043,0.0024,0.0052,0.0031
1/27/23 8:30,0.6859,0.7536,0,0.0052,0.0009,0.0043
1/27/23 8:45,1.7921,0.5864,0,0.0015,0.0034,0.0026
1/27/23 9:00,0.5253,0.5119,0,0.0051,0.001,0.0038
1/27/23 9:15,0.564,0.6059,0,0.0303,0.0287,0.0047
1/27/23 9:30,2.1808,2.4128,0,3.1423,0.0344,0.0108
1/27/23 9:45,0.749,0.754,0,0.0055,0.0338,0.0051
1/27/23 10:00,0.696,0.6664,0,0.0051,0.0336,0.005
1/27/23 10:15,0.7097,0.6588,0,0.0048,0.0335,0.0043
1/27/23 10:30,2.1764,2.2638,0,3.0179,0.0345,0.0099
1/27/23 10:45,0.4813,0.4042,0,0.0057,0.0336,0.0031
1/27/23 11:00,0.8876,0.8227,0,0.7221,0.0338,0.0046
1/27/23 11:15,0.4838,0.2317,0,0.0061,0.0336,0.003
1/27/23 11:30,2.4271,2.3904,0,3.5668,0.0347,0.0108
1/27/23 11:45,0.6073,0.4452,0,0.1849,0.0339,0.0044
1/27/23 12:00,0.4668,0.4148,0,0.0055,0.031,0.0039
1/27/23 12:15,0.4614,0.3917,0,0.0057,0.001,0.0035
1/27/23 12:30,1.3369,1.4871,0,1.2987,0.0018,0.007
1/27/23 12:45,2.1733,2.3078,0,3.2475,0.002,0.0106
1/27/23 13:00,1.93,2.0305,0,2.6806,0.0076,0.0099
1/27/23 13:15,2.3323,2.3381,0,2.826,0.0344,0.0097
1/27/23 13:30,1.0484,1.9633,0,0.8265,0.0347,0.0104
1/27/23 13:45,0.8,0.7305,0,0.0047,0.0339,0.0055
1/27/23 14:00,1.188,1.3585,0.0012,0.0071,0.0344,0.0072
1/27/23 14:15,2.2304,0.7122,0,0.0039,0.035,0.0012
1/27/23 14:30,2.6953,1.1637,0,0.0044,0.0284,0.0016
1/27/23 14:45,2.0756,1.5649,0,0.0068,0.0057,0.0042
1/27/23 15:00,1.6291,0.9531,0,0.0045,0.0032,0.0024
1/27/23 15:15,2.0042,0.7122,0.0042,0.0014,0.0009,0.0009
1/27/23 15:30,1.6217,0.5459,0,0.0026,0.0012,0.0008
1/27/23 15:45,0.9358,0.5052,0,0.0043,0.0183,0.0015
1/27/23 16:00,3.2925,2.6906,0,1.5191,2.1456,0.0062
1/27/23 16:15,4.2275,3.2441,0,2.1863,1.5782,0.007
1/27/23 16:30,2.7732,2.0959,0.0001,0.0017,1.2785,0.0082
1/27/23 16:45,2.5892,2.4193,0,0.0045,1.754,0.0094
1/27/23 17:00,1.6431,1.3635,0,0.0063,0.0036,0.0078
1/27/23 17:15,1.5461,1.1326,0.0001,0.0055,0.0037,0.0058
1/27/23 17:30,2.0608,1.6747,0,1.2126,0.0039,0.0073
1/27/23 17:45,3.6482,3.3088,0,4.1736,0.0068,0.0119
1/27/23 18:00,1.7274,0.8823,0,0.1838,0.004,0.003
1/27/23 18:15,2.4462,1.5636,0,1.4772,0.0049,0.0045
1/27/23 18:30,1.5982,1.4735,0,0.4516,0.0016,0.0059
1/27/23 18:45,1.2737,1.5079,0,0.011,0.0016,0.0073
1/27/23 19:00,3.3686,3.5964,0,3.6905,0.0034,0.0124
1/27/23 19:15,3.3832,3.6238,0,3.8023,0.004,0.0124
1/27/23 19:30,1.3852,1.0785,0,0.1974,0.0016,0.0043
1/27/23 19:45,2.4329,2.0473,0,1.7074,0.0142,0.0078
1/27/23 20:00,1.3182,1.2302,0,0.0047,0.3978,0.0058
1/27/23 20:15,2.7664,2.9627,0,0.7609,2.3715,0.0086
1/27/23 20:30,3.6911,4.2087,0,2.9718,2.6122,0.0115
1/27/23 20:45,0.8047,1.0576,0,0.2627,0.2714,0.0059
1/27/23 21:00,1.4992,1.7845,0,1.9669,0.0015,0.0081
1/27/23 21:15,0.9745,1.1328,0,0.8579,0.001,0.0059
1/27/23 21:30,0.6999,0.8631,0,0.2892,0.0009,0.0049
1/27/23 21:45,1.2376,1.3954,0,1.3952,0.0014,0.007
1/27/23 22:00,0.508,0.585,0,0.0049,0.0007,0.0041
1/27/23 22:15,0.5245,0.5837,0,0.0048,0.0008,0.0036
1/27/23 22:30,0.9303,1.0012,0,0.822,0.001,0.0051
1/27/23 22:45,1.3403,1.5293,0,1.6117,0.0016,0.0077
1/27/23 23:00,0.8506,0.9213,0,0.5809,0.0011,0.0052
1/27/23 23:15,0.4833,0.6476,0,0.0054,0.001,0.0048
1/27/23 23:30,0.4759,0.5801,0,0.0057,0.0009,0.0049
1/27/23 23:45,0.5238,0.6786,0,0.0057,0.0308,0.006
1/28/23 0:00,0.5086,0.5819,0,0.0056,0.0334,0.0053
1/28/23 0:15,0.4884,0.6146,0,0.0055,0.0336,0.0057
1/28/23 0:30,0.5166,0.5823,0,0.0056,0.0337,0.0051
1/28/23 0:45,0.5358,0.7304,0,0.0059,0.0337,0.0054
1/28/23 1:00,0.5055,0.8242,0,0.0072,0.034,0.0069
1/28/23 1:15,0.4962,0.6858,0,0.006,0.0338,0.0057
1/28/23 1:30,0.5283,0.7092,0,0.006,0.034,0.0059
1/28/23 1:45,0.5328,0.6528,0,0.037,0.034,0.006
1/28/23 2:00,0.5144,0.7781,0,0.0434,0.034,0.0067
1/28/23 2:15,0.53,0.9055,0,0.0436,0.0341,0.008
1/28/23 2:30,6.0986,6.2615,10.7938,0.0425,0.0354,0.0169
1/28/23 2:45,9.3848,9.3603,16.9472,0.0419,0.0362,0.0227
1/28/23 3:00,9.3862,9.3719,16.6626,0.0419,0.0362,0.0227
1/28/23 3:15,9.4198,9.3831,16.4761,0.0417,0.0362,0.0225
1/28/23 3:30,6.0719,6.2026,10.6057,0.0423,0.0352,0.0169
1/28/23 3:45,0.5213,0.8856,0,0.043,0.0337,0.0068
1/28/23 4:00,0.5178,0.9868,0,0.0431,0.0338,0.0069
1/28/23 4:15,0.4938,1.0386,0,0.0396,0.0309,0.0065
1/28/23 4:30,0.4132,0.5729,0,0.0328,0.0258,0.0045
1/28/23 4:45,0.5094,0.8658,0,0.0432,0.0338,0.0062
1/28/23 5:00,0.5409,0.7484,0,0.0428,0.0337,0.0051
1/28/23 5:15,0.5339,0.8418,0.0001,0.0431,0.0338,0.006
1/28/23 5:30,0.6585,1.5257,0.0005,0.0438,0.034,0.0121
1/28/23 5:45,0.5976,1.5053,0.0004,0.0439,0.034,0.0121
1/28/23 6:00,0.6074,1.3977,0.0004,0.0434,0.0337,0.011
1/28/23 6:15,0.5729,1.3793,0.0011,0.0433,0.0336,0.0105
1/28/23 6:30,1.4074,1.9078,0.0003,0.0423,1.5572,0.0088
1/28/23 6:45,4.0949,4.2901,0.0012,0.0419,2.3897,3.2185
1/28/23 7:00,1.7823,2.0586,0.0004,0.0436,0.0053,1.1519
1/28/23 7:15,1.5037,1.2659,0.0001,0.0427,0.0048,0.2855
1/28/23 7:30,2.19,1.731,0.0001,0.0417,1.3401,0.1253
1/28/23 7:45,1.7834,1.5282,0,0.0417,1.2475,0.1258
1/28/23 8:00,1.2105,0.9879,0,0.0427,0.004,0.1261
1/28/23 8:15,2.9181,2.7452,0,3.0204,0.0078,0.1275
1/28/23 8:30,2.4794,1.5883,0,1.9284,0.0055,0.1238
1/28/23 8:45,3.8538,2.3726,0,2.543,0.0086,0.1251
1/28/23 9:00,2.2301,1.349,0.5393,0.0037,0.0026,0.0899
1/28/23 9:15,2.7315,1.0939,0,0.1134,0.0037,0.0029
1/28/23 9:30,2.8896,2.6316,0,3.622,0.0033,0.0094
1/28/23 9:45,1.5621,1.0664,0,0.7863,0.002,0.0035
1/28/23 10:00,2.2441,1.4918,0,1.4929,0.0027,0.0044
1/28/23 10:15,6.0123,5.1893,8.6373,0.0036,0.0057,0.0121
1/28/23 10:30,3.4509,3.2776,2.3512,0.0077,0.0048,2.4387
1/28/23 10:45,3.2122,3.5515,0,2.7413,0.0182,1.6451
1/28/23 11:00,1.9475,2.5712,0,0.0075,0.0345,2.5856
1/28/23 11:15,1.3186,1.5962,0,0.6926,0.0338,0.7287
1/28/23 11:30,1.8907,1.8814,0,1.4051,0.0336,0.4309
1/28/23 11:45,0.8627,0.6553,0,0.005,0.0331,0.1253
1/28/23 12:00,0.6931,0.9386,0,0.0073,0.0064,0.1273
1/28/23 12:15,0.7021,0.8538,0,0.0064,0.0015,0.1278
1/28/23 12:30,0.5286,0.7633,0,0.0065,0.0012,0.1284
1/28/23 12:45,0.9896,1.0331,0,0.3804,0.0013,0.127
1/28/23 13:00,0.8075,0.7168,0,0.2317,0.0012,0.1265
1/28/23 13:15,2.0389,0.8948,0,0.0018,0.0045,0.1148
1/28/23 13:30,0.9984,0.7211,0,0.0038,0.0015,0.0035
1/28/23 13:45,1.9312,0.6715,0,0.0014,0.0046,0.0031
1/28/23 14:00,0.9042,0.6166,0,0.0039,0.0339,0.0036
1/28/23 14:15,0.516,0.4956,0,0.0044,0.0336,0.0036
1/28/23 14:30,0.6184,0.73,0,0.0053,0.0335,0.0049
1/28/23 14:45,0.7529,0.6464,0,0.0044,0.0105,0.0037
1/28/23 15:00,1.0487,0.6896,0,0.0031,0.0006,0.0038
1/28/23 15:15,1.4901,0.8146,0,0.0023,0.0005,0.0027
1/28/23 15:30,0.6469,0.4923,0,0.0038,0.0006,0.0029
1/28/23 15:45,1.0875,0.5395,0,0.0022,0.0008,0.0022
1/28/23 16:00,1.7562,1.6111,0,0.4138,1.8564,0.0041
1/28/23 16:15,0.8875,0.6652,0,0.1783,0.0103,0.0033
1/28/23 16:30,1.1676,0.9619,0,0.67,0.0009,0.0036
1/28/23 16:45,1.1305,0.9598,0.0044,0.3326,0.3608,0.0035
1/28/23 17:00,3.0621,1.8425,0,0.2768,1.4388,0.0022
1/28/23 17:15,2.1398,1.2984,0,0.4757,0.0031,0.0029
1/28/23 17:30,1.901,1.5033,0,1.0675,0.0038,0.0043
1/28/23 17:45,2.376,1.9088,0,1.3162,0.0046,0.0049
1/28/23 18:00,1.5441,1.6349,0.0001,0.3041,0.0041,0.0097
1/28/23 18:15,2.4653,2.7419,0.0001,1.2857,0.0058,0.0123
1/28/23 18:30,2.208,1.8472,0,1.2106,0.0045,0.0076
1/28/23 18:45,2.9448,1.889,0.0002,0.0178,0.0033,0.0092
1/28/23 19:00,1.2657,1.4058,0.0011,0.0059,0.0025,0.009
1/28/23 19:15,1.5354,1.2068,0.0001,0.0042,0.0012,0.0055
1/28/23 19:30,3.2047,2.0873,0,1.5987,0.0055,0.0067
1/28/23 19:45,3.4497,3.2332,0,4.2762,0.0032,0.0098
1/28/23 20:00,3.0131,2.4641,0,2.911,0.0165,0.0069
1/28/23 20:15,1.9654,1.1083,0,0.6625,0.0336,0.0026
1/28/23 20:30,1.7099,0.9755,0,0.7718,0.0338,0.0019
1/28/23 20:45,0.5524,0.5806,0,0.0048,0.0332,0.0042
1/28/23 21:00,0.5279,0.4987,0,0.0038,0.033,0.0033
1/28/23 21:15,0.9953,1.0575,0,0.5924,0.3027,0.005
1/28/23 21:30,2.4027,2.4866,0,1.0098,2.5204,0.0062
1/28/23 21:45,0.9849,1.1064,0,0.7578,0.1872,0.0056
1/28/23 22:00,0.4787,0.6321,0,0.0048,0.0005,0.0048
1/28/23 22:15,0.8441,0.9606,0,0.6679,0.0008,0.0055
1/28/23 22:30,0.4791,0.5132,0,0.0049,0.0006,0.0045
1/28/23 22:45,0.8737,0.831,0,0.6483,0.0008,0.0055
1/28/23 23:00,0.9191,0.8638,0,0.7814,0.0008,0.0056
1/28/23 23:15,0.7337,0.82,0,0.4631,0.0009,0.0056
1/28/23 23:30,0.5873,0.7081,0,0.1925,0.0007,0.0048
1/28/23 23:45,1.2442,1.5532,0,1.3942,0.0019,0.0083
1/29/23 0:00,0.851,1.064,0,0.6521,0.001,0.0065
1/29/23 0:15,0.5128,0.7161,0,0.0459,0.0011,0.0057
1/29/23 0:30,1.1969,1.7607,0,1.3642,0.0023,0.0095
1/29/23 0:45,0.965,0.9422,0,0.8608,0.0323,0.0067
1/29/23 1:00,0.5337,0.666,0,0.0058,0.0342,0.0053
1/29/23 1:15,0.5026,0.6468,0,0.0051,0.0341,0.0058
1/29/23 1:30,1.1408,1.3786,0,1.212,0.0344,0.0092
1/29/23 1:45,1.4145,1.6752,0,1.7964,0.0345,0.0092
1/29/23 2:00,0.5063,0.6919,0,0.0059,0.0342,0.0065
1/29/23 2:15,0.5357,0.7318,0,0.006,0.0342,0.0068
1/29/23 2:30,0.5025,0.6308,0,0.0058,0.0343,0.0058
1/29/23 2:45,0.4992,0.6161,0,0.0056,0.0343,0.0058
1/29/23 3:00,6.0463,6.2108,10.8167,0.0054,0.0357,0.017
1/29/23 3:15,9.3735,9.4628,17.0086,0.0053,0.0366,0.023
1/29/23 3:30,7.8294,8.006,14.5492,0.0048,0.0358,0.0209
1/29/23 3:45,0.4982,0.6739,0,0.0052,0.034,0.0063
1/29/23 4:00,0.5042,0.5194,0,0.0048,0.034,0.0054
1/29/23 4:15,0.5273,0.4651,0,0.0049,0.0087,0.0051
1/29/23 4:30,0.4989,0.3562,0,0.0046,0.0008,0.0047
1/29/23 4:45,0.4943,0.4194,0,0.016,0.0063,0.0052
1/29/23 5:00,0.5231,0.6802,0,0.0432,0.0338,0.0058
1/29/23 5:15,0.5484,0.7752,0.0001,0.043,0.0339,0.0065
1/29/23 5:30,0.5789,1.6098,0.0008,0.0444,0.0341,0.0128
1/29/23 5:45,0.5682,1.5243,0.0009,0.0441,0.034,0.0123
1/29/23 6:00,0.5908,1.6055,0.0014,0.0442,0.034,0.0125
1/29/23 6:15,0.6091,1.1833,0.0004,0.0437,0.034,0.0093
1/29/23 6:30,0.5242,1.1254,0.0002,0.0436,0.034,0.0094
1/29/23 6:45,0.663,1.2661,0.0005,0.0437,0.0343,0.0099
1/29/23 7:00,1.8431,1.255,0.0003,0.0423,0.034,0.007
1/29/23 7:15,1.3528,1.0624,0,0.0429,0.0348,0.0055
1/29/23 7:30,1.3434,0.8915,0,0.0425,0.0346,0.0051
1/29/23 7:45,1.3224,1.2107,0.0001,0.0427,0.0342,0.0067
1/29/23 8:00,1.0991,1.4074,0.0005,0.0433,0.0341,0.0088
1/29/23 8:15,0.9856,1.369,0.0006,0.0433,0.0259,0.0093
1/29/23 8:30,1.0553,0.6814,0,0.0419,0.0009,0.004
1/29/23 8:45,1.03,0.7344,0,0.0426,0.0012,0.004
1/29/23 9:00,0.7578,1.1196,0.0015,0.0436,0.0017,0.0073
1/29/23 9:15,0.6537,0.64,0,0.0427,0.0048,0.0041
1/29/23 9:30,1.03,0.726,0,0.0183,0.0338,0.0033
1/29/23 9:45,0.9095,0.6531,0,0.0071,0.0345,0.0023
1/29/23 10:00,0.7991,0.7053,0,0.0896,0.0346,0.0026
1/29/23 10:15,1.371,1.3094,0,1.2289,0.0192,0.0043
1/29/23 10:30,0.9537,0.9039,0,0.4366,0.0025,0.0031
1/29/23 10:45,2.2133,2.43,0,3.1844,0.0021,0.0101
1/29/23 11:00,1.7239,1.6984,0,2.0112,0.0016,0.0066
1/29/23 11:15,0.4412,0.403,0,0.0059,0.0009,0.0032
1/29/23 11:30,0.4466,0.3442,0,0.0056,0.001,0.0027
1/29/23 11:45,0.4403,0.4885,0,0.0051,0.0007,0.0035
1/29/23 12:00,0.7568,0.6959,0,0.5177,0.0007,0.0039
1/29/23 12:15,1.933,2.0194,0,2.6841,0.0014,0.0083
1/29/23 12:30,0.4429,0.4875,0,0.004,0.0006,0.0036
1/29/23 12:45,0.4435,0.3398,0,0.0032,0.0006,0.003
1/29/23 13:00,0.4395,0.3759,0,0.0041,0.0007,0.0037
1/29/23 13:15,0.4463,0.2932,0,0.0038,0.0007,0.0031
1/29/23 13:30,0.6777,0.558,0.0547,0.1716,0.0026,0.0033
1/29/23 13:45,2.4599,2.4246,0,2.809,0.7421,0.0087
1/29/23 14:00,2.6577,2.6744,0,2.0793,2.0885,0.0073
1/29/23 14:15,1.5991,1.5911,0,1.9976,0.0066,0.0068
1/29/23 14:30,1.7214,1.7064,0,2.0406,0.0016,0.2054
1/29/23 14:45,3.5185,3.5496,0,2.4213,0.9402,2.3629
1/29/23 15:00,1.4224,1.5905,0,0.0114,0.0018,1.3456
1/29/23 15:15,0.8056,0.5116,0,0.2639,0.0008,0.1256
1/29/23 15:30,1.742,1.1939,0,0.7705,0.003,0.124
1/29/23 15:45,2.1999,1.1037,0,0.8328,0.0022,0.1231
1/29/23 16:00,2.307,0.805,0,0.0014,0.2574,0.1221
1/29/23 16:15,3.7915,1.9381,0,0.0005,2.2622,0.1205
1/29/23 16:30,3.4923,1.9491,0,0.001,2.1558,0.1214
1/29/23 16:45,2.6747,1.1815,0,0.0013,0.7947,0.1205
1/29/23 17:00,2.8493,0.5882,0,0.0006,0.0024,0.0215
1/29/23 17:15,3.7508,1.2173,0,1.2417,0.0035,0.0012
1/29/23 17:30,1.41,0.6261,0,0.0029,0.0026,0.0014
1/29/23 17:45,1.9583,1.3217,0,1.0359,0.0034,0.0042
1/29/23 18:00,1.4185,1.6584,0.0003,0.0082,0.0042,0.0105
1/29/23 18:15,1.4306,1.521,0.0002,0.0075,0.004,0.0097
1/29/23 18:30,1.9455,2.2196,0.0006,0.7348,0.0049,0.0115
1/29/23 18:45,2.2644,2.3489,0,1.9717,0.0034,0.0107
1/29/23 19:00,2.0903,1.873,0,1.1448,0.0034,0.0093
1/29/23 19:15,1.9088,1.1951,0.0002,0.0029,0.0037,0.0065
1/29/23 19:30,1.3066,1.1966,0,0.6525,0.0018,0.0065
1/29/23 19:45,1.6722,0.9075,0.0001,0.0018,0.003,0.0049
1/29/23 20:00,0.5233,0.9487,0.0001,0.0061,0.0006,0.0071
1/29/23 20:15,0.5666,1.0617,0.0003,0.0061,0.0009,0.0078
1/29/23 20:30,0.8655,1.3327,0,0.5993,0.001,0.0091
1/29/23 20:45,0.7899,0.9359,0,0.4768,0.0027,0.0053
1/29/23 21:00,3.6414,3.777,0,3.0612,2.2391,0.0106
1/29/23 21:15,0.9989,1.0203,0,0.003,0.5885,0.0039
