Time Bucket (America/New_York),30 Bellevue-Mains_A (kWatts),30 Bellevue-Mains_B (kWatts),30 Bellevue-Electric Vehicle/RV-Tesla Charger (kWatts),30 Bellevue-Heat Pump-Heat Pump Attic (kWatts),30 Bellevue-Heat Pump-Heat Pump Basement (kWatts),30 Bellevue-Cooktop/Range/Oven/Stove-Oven (kWatts)
2/2/23 17:45,4.3035,3.4672,0,1.332,1.1379,0.0086
2/2/23 18:00,1.9608,1.7203,0.0001,0.0037,0.0013,0.0068
2/2/23 18:15,2.7828,2.9051,0,1.6146,0.047,0.0107
2/2/23 18:30,2.9539,2.7334,0,0.0025,2.2419,0.0067
2/2/23 18:45,2.0812,2.0572,0,0.0031,0.4708,0.0071
2/2/23 19:00,2.0613,2.349,0.0001,0.0036,1.2029,0.0078
2/2/23 19:15,1.8642,2.3857,0.0002,0.005,0.6755,0.0096
2/2/23 19:30,1.4757,1.5685,0,0.0039,0.0007,0.0059
2/2/23 19:45,2.2627,2.0451,0,0.5657,0.0021,0.0084
2/2/23 20:00,2.97,2.582,0.0002,1.2486,0.0043,0.0111
2/2/23 20:15,1.7617,2.0105,0.0004,0.0093,0.0021,0.0108
2/2/23 20:30,2.7108,1.9995,0,0.8219,0.0035,0.0084
2/2/23 20:45,2.0885,2.0085,0,1.3055,0.0013,0.0093
2/2/23 21:00,1.4356,1.3038,0,0.0917,0.0007,0.0066
2/2/23 21:15,3.3151,3.3001,0,3.6869,0.0032,0.0127
2/2/23 21:30,2.2833,2.1548,0,1.1216,0.4162,0.0077
2/2/23 21:45,2.825,3.0835,0,0.7613,2.4087,0.0095
2/2/23 22:00,2.4196,3.0843,0,2.2421,0.0635,0.0114
2/2/23 22:15,1.4171,1.411,0,0.5808,0.0014,0.007
2/2/23 22:30,2.4001,2.59,0,2.185,0.0029,0.01
2/2/23 22:45,1.2988,1.3307,0,0.005,0.0015,0.0061
2/2/23 23:00,1.3117,1.177,0,0.0037,0.0011,0.0047
2/2/23 23:15,1.2934,1.3101,0,0.0048,0.0012,0.006
2/2/23 23:30,1.7411,1.7631,0,0.8783,0.0018,0.0082
2/2/23 23:45,3.5212,3.6777,0,4.29,0.0042,0.0133
2/3/23 0:00,1.4715,1.6091,0,0.4835,0.0023,0.0085
2/3/23 0:15,1.2759,1.4049,0,0.0061,0.0017,0.0078
2/3/23 0:30,1.1433,1.2626,0,0.0054,0.0015,0.0075
2/3/23 0:45,1.2833,1.4685,0,0.0066,0.0018,0.0084
2/3/23 1:00,1.1727,1.316,0,0.0063,0.0338,0.0074
2/3/23 1:15,1.2896,1.4855,0,0.0063,0.0344,0.0085
2/3/23 1:30,1.1422,1.2626,0,0.0062,0.0345,0.0075
2/3/23 1:45,1.354,1.4842,0,0.0064,0.0344,0.0085
2/3/23 2:00,1.0884,1.3179,0,0.0059,0.0344,0.0081
2/3/23 2:15,1.3704,1.396,0,0.006,0.0347,0.0084
2/3/23 2:30,1.1116,1.0827,0,0.0059,0.0344,0.007
2/3/23 2:45,1.3834,1.3415,0,0.0059,0.0347,0.0081
2/3/23 3:00,1.1012,1.1081,0,0.0391,0.0345,0.0066
2/3/23 3:15,1.3408,1.612,0,0.0435,0.0346,0.0085
2/3/23 3:30,1.1295,1.3448,0,0.0432,0.0342,0.0068
2/3/23 3:45,2.037,1.8074,0,0.6742,0.034,0.0074
2/3/23 4:00,2.3504,2.3475,0,1.4186,0.0339,0.0105
2/3/23 4:15,1.3465,1.8148,0,0.0069,0.0342,0.0097
2/3/23 4:30,1.1062,2.163,0.0003,0.0101,0.0343,0.0133
2/3/23 4:45,1.3383,2.4947,0.0004,0.0103,0.0344,0.0141
2/3/23 5:00,1.1534,2.2111,0.0002,0.0103,0.0343,0.0127
2/3/23 5:15,1.4317,1.6984,0,0.0063,0.034,0.0087
2/3/23 5:30,1.1733,1.4923,0,0.0062,0.0337,0.0078
2/3/23 5:45,1.4658,1.9603,0.0002,0.0074,0.034,0.0106
2/3/23 6:00,1.3215,1.8355,0.0001,0.0073,0.0336,0.0105
2/3/23 6:15,1.9954,1.8514,0,0.0057,0.0341,0.0068
2/3/23 6:30,1.7729,1.585,0,0.0059,0.0344,0.0068
2/3/23 6:45,2.5123,2.0096,0,0.0048,0.0344,0.0063
2/3/23 7:00,3.2943,2.916,2.5952,0.0291,0.0344,0.0105
2/3/23 7:15,5.0308,4.7514,5.8568,0.0412,0.0351,0.0145
2/3/23 7:30,3.4513,3.1973,2.5631,0.0422,0.0352,0.0111
2/3/23 7:45,2.5717,2.4267,1.3406,0.0416,0.0338,0.0095
2/3/23 8:00,1.7231,1.9318,0.3829,0.0424,0.0338,0.0091
2/3/23 8:15,2.0261,1.8974,0,0.0419,0.0337,0.008
2/3/23 8:30,1.7629,1.8955,0,0.0424,0.0338,0.0087
2/3/23 8:45,1.9366,1.9428,0,0.0423,0.0339,0.0092
2/3/23 9:00,1.7571,1.3671,0,0.0416,0.0337,0.0048
2/3/23 9:15,2.0233,1.5583,0,0.0419,0.0343,0.0042
2/3/23 9:30,2.8145,1.6813,0,0.0412,0.0341,0.0043
2/3/23 9:45,1.8947,1.2501,0,0.0423,0.0346,0.0023
2/3/23 10:00,1.8876,1.6544,0,0.042,0.0339,0.0066
2/3/23 10:15,1.7185,1.334,0,0.0414,0.0334,0.0056
2/3/23 10:30,1.854,1.6343,0,0.0409,0.0329,0.0057
2/3/23 10:45,1.6214,1.5289,0,0.0412,0.0331,0.0052
2/3/23 11:00,2.0591,2.0421,0,0.0412,0.0332,0.0074
2/3/23 11:15,1.8964,1.7794,0,0.0416,0.0333,0.0072
2/3/23 11:30,2.3698,2.5268,0.0007,0.0414,0.0333,0.0091
2/3/23 11:45,2.7584,1.8887,0,0.0414,0.0348,0.0032
2/3/23 12:00,3.6816,2.203,0.0002,0.0413,0.0362,0.0019
2/3/23 12:15,3.5756,2.3085,0,0.0411,0.0359,0.0019
2/3/23 12:30,2.9541,1.7828,0,0.0408,0.0344,0.0034
2/3/23 12:45,3.3553,2.1374,0,0.0397,0.0335,0.0056
2/3/23 13:00,2.8336,1.59,0,0.0398,0.0335,0.0024
2/3/23 13:15,1.8196,1.6329,0,0.0409,0.0329,0.0057
2/3/23 13:30,1.6355,1.6063,0,0.0411,0.0331,0.0062
2/3/23 13:45,2.1726,1.5936,0,0.0402,0.0331,0.0044
2/3/23 14:00,2.9936,1.4634,0,0.0402,0.0354,0.0019
2/3/23 14:15,2.6316,1.5978,0,0.0403,0.0339,0.0017
2/3/23 14:30,3.0177,1.4898,0,0.0401,0.0352,0.0015
2/3/23 14:45,1.8701,1.4744,0,0.0417,0.0339,0.0029
2/3/23 15:00,2.2715,1.6335,0,0.041,0.0336,0.0031
2/3/23 15:15,2.1989,1.8812,0,0.0406,0.0329,0.0069
2/3/23 15:30,2.6818,2.0918,0,0.0401,0.0326,0.007
2/3/23 15:45,2.4485,1.8357,0,0.0399,0.0324,0.0056
2/3/23 16:00,2.6951,2.227,0,0.0397,0.0322,0.0056
2/3/23 16:15,2.6662,2.4583,0,0.0399,0.0326,0.0056
2/3/23 16:30,2.3186,2.8355,0,0.041,0.0328,0.0116
2/3/23 16:45,2.8188,3.0686,0,0.0407,0.0328,0.0116
2/3/23 17:00,4.1878,2.6511,0,0.0385,0.0329,0.0059
2/3/23 17:15,3.1367,2.2327,0,0.0392,0.033,0.0049
2/3/23 17:30,3.3815,2.4022,0,0.0392,0.0336,0.0052
2/3/23 17:45,3.4575,2.9215,0,0.0404,0.0343,0.0074
2/3/23 18:00,3.2794,2.2746,0,0.0398,0.0341,0.0061
2/3/23 18:15,2.8045,2.6869,0.0001,0.0404,0.0327,0.0097
2/3/23 18:30,2.3869,2.291,0,0.0404,0.0327,0.0081
2/3/23 18:45,2.3087,2.4347,0,0.0404,0.0325,0.0093
2/3/23 19:00,1.9286,2.0596,0,0.0405,0.0324,0.0074
2/3/23 19:15,2.3057,2.5258,0,0.0408,0.0326,0.0106
2/3/23 19:30,3.3952,2.9653,0.0002,0.0399,0.0344,0.0122
2/3/23 19:45,2.0438,2.5003,0,0.0416,0.0331,0.0118
2/3/23 20:00,3.4726,2.4432,0,0.0396,0.0346,0.0086
2/3/23 20:15,2.3594,2.4513,0,0.0412,0.0331,0.0093
2/3/23 20:30,2.2249,2.1052,0,0.0408,0.0329,0.0077
2/3/23 20:45,2.2027,2.1745,0,0.0409,0.033,0.0077
2/3/23 21:00,2.0995,2.1884,0,0.0415,0.0333,0.0083
2/3/23 21:15,2.0977,2.1377,0,0.0415,0.0333,0.0081
2/3/23 21:30,2.1638,2.2005,0,0.0412,0.0333,0.0086
2/3/23 21:45,2.4018,2.4491,0,0.0415,0.0333,0.0094
2/3/23 22:00,2.0921,2.0099,0,0.0411,0.0332,0.0078
2/3/23 22:15,2.2781,2.2385,0,0.0415,0.0334,0.0093
2/3/23 22:30,1.926,1.9434,0,0.0415,0.0333,0.0081
2/3/23 22:45,1.8819,1.8473,0,0.0416,0.0333,0.0084
2/3/23 23:00,1.8991,1.9253,0,0.0417,0.0334,0.0091
2/3/23 23:15,1.8106,1.7895,0,0.0418,0.0334,0.0083
2/3/23 23:30,1.7809,1.8591,0,0.0418,0.0334,0.0082
2/3/23 23:45,1.7813,1.8869,0,0.0421,0.0336,0.008
2/4/23 0:00,1.7969,1.8335,0,0.042,0.0335,0.0079
2/4/23 0:15,1.7034,1.7879,0,0.0422,0.0337,0.0084
2/4/23 0:30,1.6788,1.9701,0,0.0428,0.034,0.0089
2/4/23 0:45,1.7012,1.8402,0,0.0425,0.034,0.0085
2/4/23 1:00,1.6908,1.8029,0,0.0428,0.0341,0.0091
2/4/23 1:15,1.6927,1.7778,0,0.0427,0.0339,0.0081
2/4/23 1:30,1.689,1.7576,0,0.0425,0.0339,0.0079
2/4/23 1:45,1.705,1.8042,0,0.0424,0.0339,0.0089
2/4/23 2:00,1.6964,1.7276,0,0.0424,0.0339,0.0079
2/4/23 2:15,1.6853,1.8393,0,0.0424,0.0338,0.0087
2/4/23 2:30,1.6819,1.8349,0,0.0424,0.0338,0.009
2/4/23 2:45,1.6824,1.7939,0,0.0424,0.0338,0.0083
2/4/23 3:00,1.7563,2.0036,0,0.0425,0.0338,0.0099
2/4/23 3:15,1.7348,1.8685,0,0.0426,0.0338,0.0089
2/4/23 3:30,1.6548,1.7006,0,0.0425,0.0338,0.0082
2/4/23 3:45,1.6839,1.63,0,0.0423,0.0338,0.0079
2/4/23 4:00,1.6789,1.5295,0,0.042,0.0338,0.0068
2/4/23 4:15,1.6807,1.5614,0,0.0423,0.034,0.0074
2/4/23 4:30,1.6814,1.6827,0,0.0424,0.034,0.0079
2/4/23 4:45,1.6798,1.7156,0,0.0423,0.0336,0.0077
2/4/23 5:00,1.6739,1.8327,0,0.0422,0.0338,0.0078
2/4/23 5:15,1.6729,1.9184,0,0.0426,0.0338,0.0083
2/4/23 5:30,1.7305,2.6983,0.0001,0.0436,0.0341,0.0136
2/4/23 5:45,1.7173,2.7541,0.0002,0.0435,0.0339,0.0136
2/4/23 6:00,1.7307,2.5481,0.0002,0.0429,0.0337,0.0128
2/4/23 6:15,1.7947,2.6963,0.0001,0.0429,0.0336,0.0133
2/4/23 6:30,1.69,2.7158,0.0002,0.0425,0.0333,0.0125
2/4/23 6:45,2.7192,4.4498,0,0.042,0.0323,1.1784
2/4/23 7:00,3.3387,4.5645,0.0004,0.0415,0.0324,2.3465
2/4/23 7:15,2.6022,4.003,0.0001,0.0419,0.0324,0.9671
2/4/23 7:30,2.491,3.2511,0,0.0412,0.0324,0.1263
2/4/23 7:45,2.7108,3.6639,0,0.0413,0.0327,0.1267
2/4/23 8:00,2.8741,3.6497,0,0.0411,0.0324,0.1263
2/4/23 8:15,2.2394,3.6269,0,0.0413,0.0318,0.1275
2/4/23 8:30,2.2592,3.7772,0,0.0419,0.032,0.1279
2/4/23 8:45,2.15,3.4015,0,0.0411,0.0316,0.1272
2/4/23 9:00,2.1841,3.4486,0,0.0412,0.0318,0.1278
2/4/23 9:15,2.0945,3.6764,0,0.0411,0.0316,0.0742
2/4/23 9:30,2.0213,3.5519,0,0.0413,0.0317,0.0134
2/4/23 9:45,2.046,3.6254,0,0.0414,0.0317,0.0134
2/4/23 10:00,1.997,3.657,0,0.0418,0.0318,0.0135
2/4/23 10:15,2.0198,3.475,0,0.0417,0.0318,0.0131
2/4/23 10:30,2.7559,4.3199,0,0.0419,0.0322,1.4679
2/4/23 10:45,2.8752,4.3567,0,0.0416,0.0322,1.834
2/4/23 11:00,2.604,3.7692,0,0.0411,0.0323,0.9588
2/4/23 11:15,2.7926,3.9486,0,0.0409,0.0319,0.9612
2/4/23 11:30,2.7074,3.7347,0,0.0407,0.0319,0.9534
2/4/23 11:45,2.3167,3.8843,0,0.0412,0.0319,0.6717
2/4/23 12:00,2.0148,3.2533,0,0.0413,0.032,0.1266
2/4/23 12:15,2.095,3.3982,0,0.0411,0.0321,0.1271
2/4/23 12:30,2.0376,3.3833,0,0.0418,0.0324,0.1284
2/4/23 12:45,2.4244,3.4686,0,0.0412,0.0325,0.1283
2/4/23 13:00,3.443,3.0894,0,0.0391,0.0335,0.1257
2/4/23 13:15,2.4727,2.9404,0,0.0411,0.033,0.128
2/4/23 13:30,3.1055,2.3198,0,0.0391,0.0339,0.1237
2/4/23 13:45,2.098,2.7563,0,0.0411,0.0323,0.0237
2/4/23 14:00,2.0868,2.8294,0,0.0415,0.0324,0.0111
2/4/23 14:15,1.7089,2.5354,0,0.0417,0.0324,0.0107
2/4/23 14:30,2.2486,2.7118,0,0.0411,0.0326,0.0097
2/4/23 14:45,2.0017,2.1958,0,0.0418,0.0333,0.0092
2/4/23 15:00,1.6662,1.6933,0,0.0415,0.0333,0.006
2/4/23 15:15,1.9537,2.2835,0,0.0419,0.0335,0.0091
2/4/23 15:30,1.8085,1.7942,0,0.0411,0.0329,0.0075
2/4/23 15:45,2.1136,2.0874,0,0.0411,0.033,0.0082
2/4/23 16:00,2.5192,1.7952,0,0.0407,0.0341,0.0041
2/4/23 16:15,3.7218,1.8703,0,0.0387,0.0328,0.0034
2/4/23 16:30,3.4729,2.0657,0,0.0393,0.0333,0.0037
2/4/23 16:45,3.658,2.2001,0,0.0389,0.0334,0.0033
2/4/23 17:00,3.0659,1.8523,0,0.0392,0.0331,0.0023
2/4/23 17:15,3.0511,2.066,0,0.0392,0.0332,0.0027
2/4/23 17:30,3.0291,2.2316,0,0.0395,0.0333,0.0042
2/4/23 17:45,2.7869,2.0297,0,0.039,0.0323,0.0037
2/4/23 18:00,2.5586,3.2042,0,0.0409,0.0325,0.0132
2/4/23 18:15,1.6982,2.737,0.0002,0.0408,0.0317,0.0125
2/4/23 18:30,1.6882,3.1687,0.0001,0.0414,0.0319,0.0137
2/4/23 18:45,1.3381,2.4704,0,0.0409,0.0317,0.0114
2/4/23 19:00,2.9051,3.8358,0.0003,0.0406,0.0321,2.1928
2/4/23 19:15,2.1334,3.1163,0.0002,0.0409,0.0318,1.0835
2/4/23 19:30,1.9996,2.8547,0.0002,0.0414,0.0322,0.1265
2/4/23 19:45,1.6658,2.2755,0,0.041,0.032,0.1254
2/4/23 20:00,2.4184,2.6287,0,0.0406,0.0323,0.1253
2/4/23 20:15,2.0757,2.2414,0,0.0407,0.0323,0.1252
2/4/23 20:30,2.4351,2.356,0,0.0402,0.0321,0.1242
2/4/23 20:45,1.5547,2.133,0,0.0415,0.0323,0.1267
2/4/23 21:00,1.7078,2.1774,0,0.0413,0.0326,0.1269
2/4/23 21:15,1.3475,1.9484,0,0.0416,0.0324,0.0465
2/4/23 21:30,1.6692,2.2866,0,0.0419,0.0329,0.0104
2/4/23 21:45,1.3759,1.7999,0,0.0417,0.0327,0.0079
2/4/23 22:00,1.6449,1.4224,0,0.0417,0.0333,0.0063
2/4/23 22:15,1.2983,1.1517,0,0.0418,0.0334,0.0058
2/4/23 22:30,1.6712,1.4465,0,0.0418,0.0335,0.0068
2/4/23 22:45,1.3212,1.3189,0,0.0418,0.0332,0.0061
2/4/23 23:00,1.6462,1.9541,0,0.0421,0.0335,0.0085
2/4/23 23:15,1.3375,1.3617,0,0.0416,0.0332,0.0056
2/4/23 23:30,1.634,1.6802,0,0.0419,0.0333,0.0076
2/4/23 23:45,1.336,1.5307,0,0.0419,0.0331,0.0071
2/5/23 0:00,1.6041,1.7858,0,0.0421,0.0335,0.0077
2/5/23 0:15,1.3838,1.5385,0,0.0421,0.0334,0.007
2/5/23 0:30,1.588,1.7075,0,0.0421,0.0335,0.0072
2/5/23 0:45,1.3244,1.4689,0,0.0423,0.0336,0.0069
2/5/23 1:00,1.5747,1.7086,0,0.0423,0.0336,0.0076
2/5/23 1:15,1.3478,1.3616,0,0.0423,0.0335,0.0066
2/5/23 1:30,1.5396,1.602,0,0.0423,0.0335,0.0083
2/5/23 1:45,1.3485,1.3372,0,0.0423,0.0336,0.0066
2/5/23 2:00,1.5658,1.5553,0,0.042,0.0336,0.0075
2/5/23 2:15,1.3215,1.3514,0,0.0422,0.0336,0.0065
2/5/23 2:30,1.5353,1.6044,0,0.0422,0.0335,0.0076
2/5/23 2:45,1.3437,1.2755,0,0.0419,0.0332,0.0062
2/5/23 3:00,1.5335,1.4207,0,0.0418,0.0334,0.0068
2/5/23 3:15,1.3325,1.2552,0,0.0419,0.0332,0.0066
2/5/23 3:30,1.4919,1.5614,0,0.0421,0.0335,0.0084
2/5/23 3:45,1.3432,1.4426,0,0.0422,0.0335,0.007
2/5/23 4:00,1.5257,1.5371,0,0.0423,0.0337,0.0073
2/5/23 4:15,1.3311,1.3671,0,0.0421,0.0336,0.0067
2/5/23 4:30,1.5101,1.4806,0,0.0423,0.0337,0.0065
2/5/23 4:45,1.3746,1.3766,0,0.0422,0.0335,0.0064
2/5/23 5:00,1.475,1.4672,0,0.0421,0.0335,0.0067
2/5/23 5:15,1.358,1.3199,0,0.0422,0.0335,0.0063
2/5/23 5:30,1.5444,2.1515,0.0001,0.0434,0.034,0.0129
2/5/23 5:45,1.4284,2.0106,0.0001,0.0434,0.034,0.0123
2/5/23 6:00,1.5524,1.9531,0.0001,0.0427,0.0337,0.011
2/5/23 6:15,1.3908,1.7183,0,0.0426,0.0336,0.0089
2/5/23 6:30,1.4599,2.2545,0.0006,0.0432,0.0336,0.0122
2/5/23 6:45,1.7317,2.6774,0.0001,0.0437,0.0343,0.0109
2/5/23 7:00,3.3085,3.3582,0.0004,0.042,0.0345,2.5156
2/5/23 7:15,2.4868,2.3564,0.0002,0.042,0.0342,1.0128
2/5/23 7:30,2.5796,2.4307,0.0001,0.0423,0.0344,0.6817
2/5/23 7:45,2.7509,1.7974,0,0.0405,0.0337,0.1235
2/5/23 8:00,2.1264,1.7374,0,0.0415,0.0339,0.1241
2/5/23 8:15,1.4805,1.9252,0.0001,0.0427,0.0336,0.1272
2/5/23 8:30,1.8544,1.5367,0,0.0419,0.0339,0.1242
2/5/23 8:45,1.6953,1.3285,0,0.0421,0.0343,0.1244
2/5/23 9:00,1.7562,1.3633,0,0.0423,0.0344,0.1253
2/5/23 9:15,2.2349,1.3911,0,0.0414,0.0345,0.0702
2/5/23 9:30,2.9925,1.3008,0,0.0403,0.0354,0.0014
2/5/23 9:45,2.4897,1.7188,0,0.8138,0.0347,0.0035
2/5/23 10:00,3.5969,2.1641,0,1.5274,0.0359,0.0043
2/5/23 10:15,1.6892,1.3272,0,0.0055,0.0342,0.0029
2/5/23 10:30,1.8342,1.4845,0,0.1085,0.0343,0.0037
2/5/23 10:45,2.0425,1.5712,0,0.5619,0.0233,0.0048
2/5/23 11:00,1.543,1.243,0,0.0046,0.0017,0.0051
2/5/23 11:15,1.7558,1.1738,0,0.2999,0.0021,0.0025
2/5/23 11:30,3.3903,3.1318,0,3.348,0.0047,0.0092
2/5/23 11:45,1.5283,1.2657,0,0.0044,0.0023,0.0039
2/5/23 12:00,1.781,1.5762,0,0.714,0.0011,0.0067
2/5/23 12:15,2.5415,2.4121,0,2.0558,0.0016,0.0095
2/5/23 12:30,1.5295,1.1291,0,0.0031,0.021,0.0042
2/5/23 12:45,1.6413,1.2926,0,0.0035,0.0339,0.0046
2/5/23 13:00,2.9427,2.6322,0,2.6144,0.0196,0.0094
2/5/23 13:15,1.7538,1.7312,0,0.2241,0.0016,0.0077
2/5/23 13:30,1.0784,0.7945,0,0.0051,0.0025,0.0016
2/5/23 13:45,1.1873,1.1682,0,0.0076,0.0028,0.0026
2/5/23 14:00,0.8744,0.6826,0,0.0065,0.002,0.0018
2/5/23 14:15,1.056,0.8722,0,0.0043,0.0013,0.0029
2/5/23 14:30,2.3171,2.1482,0,2.3018,0.0016,0.0074
2/5/23 14:45,0.7399,0.8918,0,0.0058,0.0012,0.0045
2/5/23 15:00,0.9089,0.9288,0,0.0947,0.0011,0.0046
2/5/23 15:15,1.1496,0.9224,0,0.6959,0.0009,0.0037
2/5/23 15:30,2.4424,2.4769,0,3.2631,0.022,0.0101
