,Date,Valid,Installed_Charge_Capacity,Installed_Discharge_Capacity,Total_Charge,Total_Discharge,Hourly_Charging,Hourly_Discharging
36,01/10/2024,True,7662,5940,4214.1,3261.06,"[260.50800000000004, 183.888, 107.26799999999999, 229.85999999999999, 137.91600000000003, 107.26799999999999, 68.95800000000001, 99.60600000000001, 306.48, 229.85999999999999, 306.48, 383.1, 482.706, 283.494, 191.55, 214.53599999999997, 68.95800000000001, 61.296, 45.972, 68.95800000000001, 45.972, 99.60600000000001, 84.28200000000001, 145.578]","[77.22000000000001, 47.52, 29.7, 65.34, 41.58, 130.68, 279.18, 279.18, 166.32, 136.62, 154.44000000000003, 41.58, 83.16, 118.8, 118.8, 53.46000000000001, 178.2, 338.58, 267.3, 148.5, 142.56, 53.46000000000001, 65.34, 243.53999999999996]"
37,01/11/2024,True,7662,5940,5133.54,3932.28,"[153.24, 153.24, 107.26799999999999, 283.494, 168.56400000000002, 99.60600000000001, 107.26799999999999, 76.62, 206.87400000000002, 214.53599999999997, 306.48, 398.42400000000004, 237.522, 344.78999999999996, 536.34, 283.494, 191.55, 91.944, 168.56400000000002, 130.25400000000002, 68.95800000000001, 91.944, 344.78999999999996, 367.776]","[279.18, 196.02, 118.8, 53.46000000000001, 59.4, 154.44000000000003, 154.44000000000003, 397.98, 166.32, 142.56, 89.1, 100.98, 219.78000000000003, 41.58, 95.04, 59.4, 172.26, 267.3, 285.12, 142.56, 231.66, 178.2, 178.2, 148.5]"
38,01/12/2024,True,7662,5940,4535.904,6438.96,"[199.21200000000002, 168.56400000000002, 114.92999999999999, 84.28200000000001, 84.28200000000001, 137.91600000000003, 53.63399999999999, 91.944, 329.46599999999995, 199.21200000000002, 275.83200000000005, 291.156, 268.17, 183.888, 352.452, 306.48, 137.91600000000003, 45.972, 130.25400000000002, 61.296, 191.55, 76.62, 260.50800000000004, 490.368]","[148.5, 201.96, 142.56, 130.68, 243.53999999999996, 249.48000000000002, 368.28, 552.4200000000001, 225.72, 190.08, 178.2, 178.2, 148.5, 166.32, 154.44000000000003, 213.84000000000003, 267.3, 724.68, 736.56, 510.84, 350.46000000000004, 279.18, 41.58, 35.64]"
39,01/13/2024,True,7662,5940,4581.876,2197.8,"[176.226, 360.114, 482.706, 153.24, 145.578, 99.60600000000001, 99.60600000000001, 76.62, 252.846, 337.12800000000004, 329.46599999999995, 291.156, 237.522, 229.85999999999999, 314.14199999999994, 160.90200000000002, 145.578, 45.972, 114.92999999999999, 160.90200000000002, 114.92999999999999, 68.95800000000001, 91.944, 91.944]","[71.28, 35.64, 53.46000000000001, 83.16, 59.4, 95.04, 172.26, 172.26, 77.22000000000001, 124.74000000000001, 95.04, 190.08, 83.16, 83.16, 100.98, 53.46000000000001, 53.46000000000001, 178.2, 106.92000000000002, 65.34, 65.34, 77.22000000000001, 53.46000000000001, 47.52]"
40,01/14/2024,True,7662,5950,3493.8720000000003,2802.45,"[91.944, 84.28200000000001, 38.31, 38.31, 61.296, 76.62, 153.24, 30.648, 68.95800000000001, 130.25400000000002, 107.26799999999999, 153.24, 191.55, 513.354, 452.05800000000005, 183.888, 137.91600000000003, 76.62, 99.60600000000001, 114.92999999999999, 53.63399999999999, 122.592, 199.21200000000002, 314.14199999999994]","[53.550000000000004, 59.5, 71.4, 136.85, 41.65, 142.8, 172.54999999999998, 190.4, 148.75, 267.75, 178.5, 124.95, 83.3, 47.6, 71.4, 136.85, 119.0, 142.8, 107.10000000000001, 113.05, 113.05, 178.5, 71.4, 29.75]"
41,01/15/2024,True,7662,5950,4443.96,3308.2,"[298.818, 153.24, 91.944, 61.296, 91.944, 76.62, 53.63399999999999, 53.63399999999999, 30.648, 99.60600000000001, 145.578, 237.522, 291.156, 773.862, 950.088, 398.42400000000004, 122.592, 30.648, 22.986, 53.63399999999999, 91.944, 137.91600000000003, 61.296, 114.92999999999999]","[65.45, 47.6, 23.8, 23.8, 59.5, 95.2, 202.3, 708.0500000000001, 838.9499999999999, 267.75, 273.7, 83.3, 59.5, 23.8, 11.9, 5.95, 11.9, 17.85, 101.15, 214.20000000000002, 29.75, 29.75, 53.550000000000004, 59.5]"
42,01/16/2024,True,7662,5950,4451.622,5366.9,"[84.28200000000001, 91.944, 107.26799999999999, 107.26799999999999, 91.944, 61.296, 30.648, 15.324, 107.26799999999999, 91.944, 61.296, 153.24, 375.438, 666.5939999999999, 735.552, 467.382, 76.62, 38.31, 7.662, 22.986, 183.888, 91.944, 160.90200000000002, 620.6220000000001]","[53.550000000000004, 47.6, 47.6, 59.5, 83.3, 35.7, 333.2, 1023.3999999999999, 404.6, 148.75, 166.6, 47.6, 47.6, 11.9, 17.85, 35.7, 178.5, 755.65, 957.95, 553.35, 202.3, 119.0, 29.75, 5.95]"
43,01/17/2024,True,7662,5950,4053.198,1999.2,"[689.5799999999999, 459.71999999999997, 329.46599999999995, 176.226, 145.578, 122.592, 53.63399999999999, 22.986, 45.972, 183.888, 199.21200000000002, 252.846, 252.846, 91.944, 122.592, 107.26799999999999, 61.296, 22.986, 30.648, 84.28200000000001, 130.25400000000002, 68.95800000000001, 99.60600000000001, 298.818]","[5.95, 53.550000000000004, 23.8, 23.8, 29.75, 83.3, 101.15, 190.4, 238.0, 113.05, 47.6, 17.85, 23.8, 101.15, 65.45, 65.45, 47.6, 220.15000000000003, 243.94999999999996, 136.85, 77.35000000000001, 35.7, 11.9, 41.65]"
44,01/18/2024,True,7662,5950,3578.154,3129.7,"[199.21200000000002, 76.62, 68.95800000000001, 68.95800000000001, 68.95800000000001, 84.28200000000001, 22.986, 61.296, 237.522, 191.55, 122.592, 153.24, 130.25400000000002, 260.50800000000004, 574.65, 360.114, 53.63399999999999, 68.95800000000001, 122.592, 84.28200000000001, 130.25400000000002, 99.60600000000001, 229.85999999999999, 107.26799999999999]","[41.65, 35.7, 29.75, 89.25, 83.3, 291.55, 351.05, 368.9, 23.8, 83.3, 71.4, 41.65, 65.45, 35.7, 65.45, 113.05, 214.20000000000002, 452.2, 190.4, 71.4, 23.8, 59.5, 160.65, 166.6]"
45,01/19/2024,True,7662,5950,3654.774,3302.25,"[99.60600000000001, 38.31, 84.28200000000001, 176.226, 168.56400000000002, 91.944, 61.296, 38.31, 467.382, 429.07199999999995, 367.776, 245.184, 122.592, 107.26799999999999, 53.63399999999999, 176.226, 191.55, 61.296, 61.296, 84.28200000000001, 91.944, 84.28200000000001, 214.53599999999997, 137.91600000000003]","[351.05, 178.5, 71.4, 47.6, 35.7, 71.4, 220.15000000000003, 351.05, 41.65, 89.25, 53.550000000000004, 53.550000000000004, 35.7, 65.45, 53.550000000000004, 35.7, 71.4, 541.4499999999999, 279.65, 184.45, 184.45, 160.65, 41.65, 83.3]"
46,01/20/2024,True,7662,5950,3486.21,2927.4,"[168.56400000000002, 145.578, 145.578, 107.26799999999999, 130.25400000000002, 91.944, 53.63399999999999, 45.972, 229.85999999999999, 145.578, 99.60600000000001, 91.944, 84.28200000000001, 229.85999999999999, 398.42400000000004, 260.50800000000004, 137.91600000000003, 107.26799999999999, 91.944, 38.31, 68.95800000000001, 137.91600000000003, 291.156, 183.888]","[35.7, 77.35000000000001, 29.75, 41.65, 41.65, 35.7, 285.6, 571.2, 124.95, 89.25, 41.65, 29.75, 59.5, 23.8, 23.8, 41.65, 136.85, 612.85, 327.25, 142.8, 59.5, 29.75, 29.75, 35.7]"
47,01/21/2024,True,7662,5950,2995.842,3296.2999999999997,"[99.60600000000001, 45.972, 61.296, 114.92999999999999, 122.592, 68.95800000000001, 99.60600000000001, 68.95800000000001, 53.63399999999999, 99.60600000000001, 214.53599999999997, 99.60600000000001, 153.24, 122.592, 122.592, 130.25400000000002, 229.85999999999999, 45.972, 38.31, 107.26799999999999, 84.28200000000001, 107.26799999999999, 344.78999999999996, 360.114]","[5.95, 29.75, 23.8, 23.8, 11.9, 65.45, 65.45, 130.9, 65.45, 71.4, 124.95, 23.8, 23.8, 41.65, 83.3, 29.75, 59.5, 226.1, 487.8999999999999, 779.45, 600.9499999999999, 279.65, 11.9, 29.75]"
48,01/22/2024,True,7662,5950,5769.486000000001,3343.9,"[176.226, 160.90200000000002, 306.48, 153.24, 206.87400000000002, 168.56400000000002, 122.592, 91.944, 137.91600000000003, 206.87400000000002, 260.50800000000004, 421.41, 490.368, 498.03000000000003, 620.6220000000001, 260.50800000000004, 160.90200000000002, 107.26799999999999, 153.24, 130.25400000000002, 107.26799999999999, 245.184, 229.85999999999999, 352.452]","[124.95, 119.0, 101.15, 190.4, 83.3, 279.65, 226.1, 243.94999999999996, 172.54999999999998, 148.75, 107.10000000000001, 47.6, 29.75, 17.85, 95.2, 77.35000000000001, 83.3, 285.6, 315.34999999999997, 130.9, 142.8, 107.10000000000001, 154.70000000000002, 59.5]"
49,01/23/2024,True,7662,5950,4474.608,3581.9,"[245.184, 99.60600000000001, 114.92999999999999, 68.95800000000001, 168.56400000000002, 91.944, 30.648, 45.972, 153.24, 206.87400000000002, 344.78999999999996, 344.78999999999996, 398.42400000000004, 452.05800000000005, 367.776, 206.87400000000002, 291.156, 76.62, 53.63399999999999, 107.26799999999999, 137.91600000000003, 153.24, 137.91600000000003, 176.226]","[35.7, 29.75, 47.6, 154.70000000000002, 160.65, 136.85, 297.5, 505.75000000000006, 446.25, 172.54999999999998, 142.8, 101.15, 47.6, 83.3, 71.4, 154.70000000000002, 160.65, 166.6, 249.9, 119.0, 113.05, 89.25, 41.65, 53.550000000000004]"
50,01/24/2024,True,7662,5950,3470.8860000000004,3165.4,"[137.91600000000003, 114.92999999999999, 137.91600000000003, 107.26799999999999, 76.62, 122.592, 53.63399999999999, 84.28200000000001, 99.60600000000001, 275.83200000000005, 222.19799999999998, 275.83200000000005, 275.83200000000005, 153.24, 191.55, 153.24, 130.25400000000002, 53.63399999999999, 76.62, 91.944, 183.888, 137.91600000000003, 168.56400000000002, 145.578]","[17.85, 65.45, 71.4, 196.35000000000002, 142.8, 136.85, 238.0, 285.6, 184.45, 47.6, 160.65, 53.550000000000004, 17.85, 29.75, 71.4, 101.15, 83.3, 220.15000000000003, 267.75, 238.0, 297.5, 124.95, 47.6, 65.45]"
51,01/25/2024,True,7662,5950,3601.1400000000003,3010.7,"[176.226, 153.24, 84.28200000000001, 76.62, 76.62, 130.25400000000002, 38.31, 61.296, 260.50800000000004, 245.184, 153.24, 153.24, 268.17, 398.42400000000004, 413.74800000000005, 168.56400000000002, 84.28200000000001, 15.324, 99.60600000000001, 68.95800000000001, 68.95800000000001, 122.592, 137.91600000000003, 145.578]","[35.7, 41.65, 35.7, 29.75, 17.85, 89.25, 279.65, 339.15000000000003, 47.6, 77.35000000000001, 53.550000000000004, 35.7, 41.65, 83.3, 29.75, 35.7, 95.2, 511.69999999999993, 327.25, 339.15000000000003, 273.7, 89.25, 35.7, 65.45]"
52,01/26/2024,True,7662,5950,4842.384,3992.4500000000003,"[168.56400000000002, 245.184, 168.56400000000002, 114.92999999999999, 76.62, 84.28200000000001, 22.986, 38.31, 30.648, 352.452, 214.53599999999997, 153.24, 459.71999999999997, 459.71999999999997, 528.678, 475.044, 237.522, 38.31, 68.95800000000001, 130.25400000000002, 153.24, 321.80400000000003, 122.592, 176.226]","[35.7, 23.8, 17.85, 17.85, 47.6, 71.4, 398.65000000000003, 523.6, 357.0, 95.2, 101.15, 107.10000000000001, 23.8, 71.4, 89.25, 83.3, 208.25000000000003, 392.70000000000005, 803.25, 202.3, 47.6, 23.8, 154.70000000000002, 95.2]"
53,01/27/2024,True,7662,5950,3723.732,3391.5,"[214.53599999999997, 214.53599999999997, 168.56400000000002, 130.25400000000002, 160.90200000000002, 145.578, 76.62, 45.972, 145.578, 314.14199999999994, 183.888, 168.56400000000002, 314.14199999999994, 436.73400000000004, 329.46599999999995, 214.53599999999997, 99.60600000000001, 30.648, 84.28200000000001, 30.648, 45.972, 84.28200000000001, 38.31, 45.972]","[71.4, 53.550000000000004, 29.75, 89.25, 65.45, 59.5, 190.4, 297.5, 190.4, 53.550000000000004, 71.4, 178.5, 47.6, 65.45, 77.35000000000001, 59.5, 226.1, 529.5500000000001, 148.75, 255.84999999999997, 130.9, 267.75, 113.05, 119.0]"
54,01/28/2024,True,7662,5950,3693.0840000000003,2142.0,"[137.91600000000003, 84.28200000000001, 76.62, 107.26799999999999, 107.26799999999999, 176.226, 130.25400000000002, 84.28200000000001, 360.114, 191.55, 214.53599999999997, 122.592, 275.83200000000005, 383.1, 383.1, 229.85999999999999, 84.28200000000001, 61.296, 84.28200000000001, 45.972, 38.31, 68.95800000000001, 145.578, 99.60600000000001]","[89.25, 101.15, 107.10000000000001, 53.550000000000004, 65.45, 65.45, 77.35000000000001, 249.9, 17.85, 41.65, 53.550000000000004, 35.7, 41.65, 41.65, 29.75, 59.5, 130.9, 428.40000000000003, 172.54999999999998, 83.3, 29.75, 41.65, 41.65, 83.3]"
55,01/29/2024,True,7662,5950,3049.476,2130.1,"[84.28200000000001, 53.63399999999999, 53.63399999999999, 61.296, 61.296, 153.24, 15.324, 99.60600000000001, 268.17, 168.56400000000002, 168.56400000000002, 114.92999999999999, 176.226, 168.56400000000002, 252.846, 298.818, 107.26799999999999, 61.296, 76.62, 84.28200000000001, 145.578, 145.578, 160.90200000000002, 68.95800000000001]","[23.8, 35.7, 23.8, 11.9, 53.550000000000004, 89.25, 202.3, 214.20000000000002, 89.25, 136.85, 113.05, 77.35000000000001, 53.550000000000004, 47.6, 65.45, 41.65, 113.05, 374.85, 148.75, 89.25, 71.4, 11.9, 5.95, 35.7]"
56,01/30/2024,True,7662,5950,4076.184,3968.65,"[45.972, 68.95800000000001, 30.648, 30.648, 45.972, 122.592, 22.986, 53.63399999999999, 475.044, 260.50800000000004, 137.91600000000003, 168.56400000000002, 268.17, 268.17, 321.80400000000003, 222.19799999999998, 99.60600000000001, 76.62, 38.31, 122.592, 191.55, 268.17, 360.114, 375.438]","[17.85, 17.85, 17.85, 17.85, 47.6, 101.15, 345.09999999999997, 547.4, 35.7, 53.550000000000004, 65.45, 65.45, 71.4, 101.15, 53.550000000000004, 113.05, 208.25000000000003, 595.0, 719.9499999999999, 452.2, 238.0, 17.85, 23.8, 41.65]"
57,01/31/2024,True,7662,5950,4214.1,2653.7,"[283.494, 206.87400000000002, 68.95800000000001, 84.28200000000001, 176.226, 84.28200000000001, 76.62, 76.62, 314.14199999999994, 199.21200000000002, 268.17, 114.92999999999999, 191.55, 268.17, 482.706, 298.818, 160.90200000000002, 183.888, 91.944, 114.92999999999999, 99.60600000000001, 114.92999999999999, 114.92999999999999, 137.91600000000003]","[71.4, 17.85, 35.7, 29.75, 29.75, 107.10000000000001, 368.9, 321.3, 53.550000000000004, 77.35000000000001, 136.85, 95.2, 59.5, 59.5, 95.2, 124.95, 249.9, 243.94999999999996, 166.6, 59.5, 65.45, 59.5, 77.35000000000001, 47.6]"
58,02/01/2024,True,7662,5960,5018.61,4255.4400000000005,"[153.24, 145.578, 145.578, 137.91600000000003, 99.60600000000001, 91.944, 53.63399999999999, 84.28200000000001, 191.55, 329.46599999999995, 429.07199999999995, 337.12800000000004, 459.71999999999997, 383.1, 252.846, 199.21200000000002, 191.55, 22.986, 153.24, 107.26799999999999, 107.26799999999999, 176.226, 367.776, 398.42400000000004]","[119.2, 95.36, 53.64000000000001, 83.44, 65.56, 101.32000000000001, 429.12000000000006, 387.40000000000003, 160.92000000000002, 238.4, 208.60000000000002, 327.8, 83.44, 101.32000000000001, 137.07999999999998, 119.2, 95.36, 643.6800000000001, 405.28000000000003, 214.56000000000003, 65.56, 41.72, 35.76, 41.72]"
59,02/02/2024,True,7662,6460,3815.676,3863.08,"[344.78999999999996, 206.87400000000002, 160.90200000000002, 107.26799999999999, 61.296, 114.92999999999999, 53.63399999999999, 38.31, 229.85999999999999, 252.846, 114.92999999999999, 99.60600000000001, 176.226, 229.85999999999999, 191.55, 245.184, 298.818, 84.28200000000001, 168.56400000000002, 199.21200000000002, 76.62, 107.26799999999999, 84.28200000000001, 168.56400000000002]","[116.28000000000002, 90.44, 58.14000000000001, 51.68, 116.28000000000002, 77.52, 155.04, 239.02000000000004, 64.6, 116.28000000000002, 122.74, 90.44, 129.2, 155.04, 239.02000000000004, 109.82000000000001, 90.44, 413.44, 316.54, 251.94, 226.10000000000002, 180.88, 303.62, 148.57999999999998]"
60,02/03/2024,True,7662,6460,4681.482,3708.04,"[137.91600000000003, 237.522, 168.56400000000002, 160.90200000000002, 252.846, 99.60600000000001, 61.296, 53.63399999999999, 268.17, 268.17, 429.07199999999995, 237.522, 398.42400000000004, 321.80400000000003, 329.46599999999995, 252.846, 283.494, 38.31, 130.25400000000002, 68.95800000000001, 84.28200000000001, 91.944, 145.578, 160.90200000000002]","[258.4, 58.14000000000001, 142.12, 135.66, 38.76, 129.2, 206.72, 316.54, 96.89999999999999, 109.82000000000001, 38.76, 90.44, 96.89999999999999, 103.36, 219.64000000000001, 77.52, 129.2, 529.7199999999999, 432.82000000000005, 239.02000000000004, 90.44, 51.68, 64.6, 51.68]"
61,02/04/2024,True,7662,6460,3984.2400000000002,2377.2799999999997,"[245.184, 245.184, 283.494, 245.184, 99.60600000000001, 107.26799999999999, 91.944, 107.26799999999999, 229.85999999999999, 137.91600000000003, 252.846, 130.25400000000002, 260.50800000000004, 222.19799999999998, 237.522, 199.21200000000002, 291.156, 153.24, 53.63399999999999, 61.296, 68.95800000000001, 76.62, 68.95800000000001, 114.92999999999999]","[83.98, 38.76, 83.98, 58.14000000000001, 109.82000000000001, 38.76, 148.57999999999998, 400.52, 45.22, 122.74, 83.98, 83.98, 58.14000000000001, 135.66, 77.52, 45.22, 83.98, 122.74, 258.4, 142.12, 45.22, 25.84, 45.22, 38.76]"
62,02/05/2024,True,7662,6460,4367.34,4709.34,"[153.24, 199.21200000000002, 38.31, 160.90200000000002, 130.25400000000002, 45.972, 30.648, 30.648, 245.184, 222.19799999999998, 298.818, 199.21200000000002, 229.85999999999999, 291.156, 390.762, 344.78999999999996, 160.90200000000002, 68.95800000000001, 68.95800000000001, 114.92999999999999, 191.55, 275.83200000000005, 176.226, 298.818]","[83.98, 32.3, 58.14000000000001, 38.76, 83.98, 180.88, 419.90000000000003, 510.34000000000003, 58.14000000000001, 96.89999999999999, 129.2, 109.82000000000001, 58.14000000000001, 64.6, 109.82000000000001, 58.14000000000001, 206.72, 620.16, 749.3599999999999, 490.96, 368.22, 142.12, 25.84, 12.92]"
63,02/06/2024,True,7662,6460,6083.628,4489.7,"[306.48, 467.382, 528.678, 398.42400000000004, 114.92999999999999, 114.92999999999999, 61.296, 122.592, 283.494, 352.452, 214.53599999999997, 214.53599999999997, 229.85999999999999, 398.42400000000004, 475.044, 574.65, 222.19799999999998, 76.62, 61.296, 76.62, 122.592, 153.24, 199.21200000000002, 314.14199999999994]","[32.3, 32.3, 32.3, 25.84, 77.52, 187.33999999999997, 536.1800000000001, 497.42, 167.96, 167.96, 96.89999999999999, 200.26, 193.79999999999998, 206.72, 155.04, 51.68, 206.72, 406.98, 484.5, 335.92, 167.96, 96.89999999999999, 64.6, 64.6]"
64,02/07/2024,True,7662,6460,5639.232,5316.58,"[314.14199999999994, 214.53599999999997, 245.184, 114.92999999999999, 183.888, 183.888, 137.91600000000003, 114.92999999999999, 237.522, 229.85999999999999, 329.46599999999995, 229.85999999999999, 337.12800000000004, 360.114, 697.242, 490.368, 321.80400000000003, 61.296, 61.296, 91.944, 61.296, 137.91600000000003, 245.184, 237.522]","[90.44, 58.14000000000001, 71.06, 71.06, 77.52, 226.10000000000002, 549.1, 439.28000000000003, 187.33999999999997, 193.79999999999998, 148.57999999999998, 251.94, 83.98, 109.82000000000001, 109.82000000000001, 161.5, 129.2, 226.10000000000002, 555.56, 478.0400000000001, 762.2800000000001, 180.88, 90.44, 64.6]"
65,02/08/2024,True,7662,6460,5861.43,3643.44,"[160.90200000000002, 229.85999999999999, 528.678, 490.368, 298.818, 107.26799999999999, 22.986, 160.90200000000002, 237.522, 360.114, 122.592, 222.19799999999998, 199.21200000000002, 459.71999999999997, 620.6220000000001, 459.71999999999997, 283.494, 122.592, 99.60600000000001, 68.95800000000001, 107.26799999999999, 176.226, 206.87400000000002, 114.92999999999999]","[122.74, 51.68, 58.14000000000001, 58.14000000000001, 64.6, 116.28000000000002, 445.74, 381.14000000000004, 135.66, 129.2, 180.88, 122.74, 142.12, 116.28000000000002, 83.98, 83.98, 161.5, 155.04, 458.65999999999997, 226.10000000000002, 155.04, 64.6, 32.3, 96.89999999999999]"
66,02/09/2024,True,7662,6460,3922.944,4502.62,"[160.90200000000002, 206.87400000000002, 153.24, 76.62, 107.26799999999999, 114.92999999999999, 22.986, 38.31, 130.25400000000002, 268.17, 145.578, 337.12800000000004, 398.42400000000004, 160.90200000000002, 283.494, 214.53599999999997, 183.888, 153.24, 176.226, 53.63399999999999, 99.60600000000001, 145.578, 114.92999999999999, 176.226]","[96.89999999999999, 25.84, 45.22, 77.52, 83.98, 103.36, 226.10000000000002, 452.20000000000005, 167.96, 77.52, 200.26, 129.2, 51.68, 161.5, 109.82000000000001, 174.42000000000002, 290.7, 361.76, 549.1, 361.76, 303.62, 297.15999999999997, 103.36, 51.68]"
67,02/10/2024,True,7662,6460,5118.216,3346.28,"[145.578, 153.24, 153.24, 321.80400000000003, 321.80400000000003, 237.522, 160.90200000000002, 122.592, 107.26799999999999, 99.60600000000001, 214.53599999999997, 268.17, 321.80400000000003, 352.452, 329.46599999999995, 191.55, 114.92999999999999, 76.62, 122.592, 84.28200000000001, 114.92999999999999, 260.50800000000004, 329.46599999999995, 513.354]","[135.66, 25.84, 51.68, 58.14000000000001, 45.22, 38.76, 77.52, 71.06, 193.79999999999998, 103.36, 96.89999999999999, 103.36, 226.10000000000002, 103.36, 83.98, 83.98, 413.44, 523.26, 348.84000000000003, 142.12, 167.96, 90.44, 71.06, 90.44]"
68,02/11/2024,True,7662,6460,4581.876,3481.94,"[268.17, 183.888, 137.91600000000003, 84.28200000000001, 61.296, 61.296, 45.972, 76.62, 206.87400000000002, 268.17, 275.83200000000005, 360.114, 513.354, 589.974, 436.73400000000004, 252.846, 122.592, 84.28200000000001, 68.95800000000001, 99.60600000000001, 91.944, 91.944, 68.95800000000001, 130.25400000000002]","[64.6, 90.44, 96.89999999999999, 167.96, 213.18, 264.85999999999996, 439.28000000000003, 419.90000000000003, 135.66, 161.5, 64.6, 77.52, 90.44, 58.14000000000001, 90.44, 38.76, 109.82000000000001, 83.98, 129.2, 135.66, 180.88, 71.06, 109.82000000000001, 187.33999999999997]"
69,02/12/2024,True,7662,6460,3562.8300000000004,4438.02,"[99.60600000000001, 199.21200000000002, 160.90200000000002, 137.91600000000003, 153.24, 130.25400000000002, 38.31, 91.944, 206.87400000000002, 252.846, 153.24, 291.156, 268.17, 199.21200000000002, 199.21200000000002, 137.91600000000003, 107.26799999999999, 45.972, 229.85999999999999, 91.944, 53.63399999999999, 76.62, 107.26799999999999, 130.25400000000002]","[122.74, 103.36, 64.6, 64.6, 109.82000000000001, 180.88, 329.46, 323.0, 122.74, 64.6, 77.52, 77.52, 51.68, 90.44, 64.6, 58.14000000000001, 90.44, 497.42, 549.1, 568.48, 471.58, 232.56000000000003, 83.98, 38.76]"
70,02/13/2024,True,7662,6460,6106.6140000000005,4140.86,"[237.522, 383.1, 436.73400000000004, 406.086, 183.888, 99.60600000000001, 15.324, 176.226, 505.692, 168.56400000000002, 291.156, 467.382, 306.48, 252.846, 252.846, 291.156, 153.24, 130.25400000000002, 222.19799999999998, 183.888, 183.888, 191.55, 283.494, 283.494]","[51.68, 19.38, 38.76, 19.38, 38.76, 116.28000000000002, 503.88, 297.15999999999997, 83.98, 174.42000000000002, 116.28000000000002, 180.88, 116.28000000000002, 103.36, 135.66, 142.12, 90.44, 613.7, 781.66, 213.18, 109.82000000000001, 71.06, 71.06, 51.68]"
71,02/14/2024,True,7658,6460,4855.1720000000005,3727.42,"[359.926, 237.398, 206.76600000000002, 99.554, 191.45000000000002, 68.92200000000001, 38.29, 160.818, 467.138, 390.558, 413.53200000000004, 283.34600000000006, 206.76600000000002, 145.502, 291.004, 245.056, 206.76600000000002, 107.21199999999999, 114.86999999999999, 99.554, 91.896, 160.818, 137.84400000000002, 130.186]","[64.6, 38.76, 38.76, 45.22, 64.6, 129.2, 646.0, 400.52, 129.2, 103.36, 116.28000000000002, 116.28000000000002, 109.82000000000001, 142.12, 155.04, 71.06, 129.2, 310.08, 374.67999999999995, 161.5, 109.82000000000001, 45.22, 45.22, 180.88]"
