,period,subba-name,value,value-units
33325,2022-09-06T10,Dominion Virginia Power zone,12317,megawatthours
33324,2022-09-06T11,Dominion Virginia Power zone,13229,megawatthours
33323,2022-09-06T12,Dominion Virginia Power zone,13745,megawatthours
33322,2022-09-06T13,Dominion Virginia Power zone,14078,megawatthours
33321,2022-09-06T14,Dominion Virginia Power zone,14511,megawatthours
33320,2022-09-06T15,Dominion Virginia Power zone,15012,megawatthours
33319,2022-09-06T16,Dominion Virginia Power zone,15535,megawatthours
33318,2022-09-06T17,Dominion Virginia Power zone,16275,megawatthours
33317,2022-09-06T18,Dominion Virginia Power zone,17057,megawatthours
33316,2022-09-06T19,Dominion Virginia Power zone,17539,megawatthours
33315,2022-09-06T20,Dominion Virginia Power zone,17694,megawatthours
33314,2022-09-06T21,Dominion Virginia Power zone,17884,megawatthours
33313,2022-09-06T22,Dominion Virginia Power zone,17817,megawatthours
33312,2022-09-06T23,Dominion Virginia Power zone,17545,megawatthours
33311,2022-09-07T00,Dominion Virginia Power zone,17112,megawatthours
33310,2022-09-07T01,Dominion Virginia Power zone,16619,megawatthours
33309,2022-09-07T02,Dominion Virginia Power zone,15587,megawatthours
33308,2022-09-07T03,Dominion Virginia Power zone,14448,megawatthours
33307,2022-09-07T04,Dominion Virginia Power zone,13463,megawatthours
33306,2022-09-07T05,Dominion Virginia Power zone,12667,megawatthours
33305,2022-09-07T06,Dominion Virginia Power zone,12177,megawatthours
33304,2022-09-07T07,Dominion Virginia Power zone,11767,megawatthours
33303,2022-09-07T08,Dominion Virginia Power zone,11558,megawatthours
33302,2022-09-07T09,Dominion Virginia Power zone,11575,megawatthours
33301,2022-09-07T10,Dominion Virginia Power zone,12052,megawatthours
33300,2022-09-07T11,Dominion Virginia Power zone,12901,megawatthours
33299,2022-09-07T12,Dominion Virginia Power zone,13341,megawatthours
33298,2022-09-07T13,Dominion Virginia Power zone,13629,megawatthours
33297,2022-09-07T14,Dominion Virginia Power zone,13799,megawatthours
33296,2022-09-07T15,Dominion Virginia Power zone,14245,megawatthours
33295,2022-09-07T16,Dominion Virginia Power zone,14641,megawatthours
33294,2022-09-07T17,Dominion Virginia Power zone,15038,megawatthours
33293,2022-09-07T18,Dominion Virginia Power zone,15479,megawatthours
33292,2022-09-07T19,Dominion Virginia Power zone,15840,megawatthours
33291,2022-09-07T20,Dominion Virginia Power zone,16036,megawatthours
33290,2022-09-07T21,Dominion Virginia Power zone,16195,megawatthours
33289,2022-09-07T22,Dominion Virginia Power zone,15924,megawatthours
33288,2022-09-07T23,Dominion Virginia Power zone,15601,megawatthours
33287,2022-09-08T00,Dominion Virginia Power zone,15368,megawatthours
33286,2022-09-08T01,Dominion Virginia Power zone,14969,megawatthours
33285,2022-09-08T02,Dominion Virginia Power zone,14238,megawatthours
33284,2022-09-08T03,Dominion Virginia Power zone,13347,megawatthours
33283,2022-09-08T04,Dominion Virginia Power zone,12501,megawatthours
33282,2022-09-08T05,Dominion Virginia Power zone,11881,megawatthours
33281,2022-09-08T06,Dominion Virginia Power zone,11399,megawatthours
33280,2022-09-08T07,Dominion Virginia Power zone,11096,megawatthours
33279,2022-09-08T08,Dominion Virginia Power zone,10986,megawatthours
33278,2022-09-08T09,Dominion Virginia Power zone,11029,megawatthours
33277,2022-09-08T10,Dominion Virginia Power zone,11467,megawatthours
33276,2022-09-08T11,Dominion Virginia Power zone,12325,megawatthours
33275,2022-09-08T12,Dominion Virginia Power zone,12756,megawatthours
33274,2022-09-08T13,Dominion Virginia Power zone,12956,megawatthours
33273,2022-09-08T14,Dominion Virginia Power zone,13202,megawatthours
33272,2022-09-08T15,Dominion Virginia Power zone,13526,megawatthours
33271,2022-09-08T16,Dominion Virginia Power zone,14040,megawatthours
33270,2022-09-08T17,Dominion Virginia Power zone,14290,megawatthours
33269,2022-09-08T18,Dominion Virginia Power zone,14355,megawatthours
33268,2022-09-08T19,Dominion Virginia Power zone,14585,megawatthours
33267,2022-09-08T20,Dominion Virginia Power zone,14860,megawatthours
33266,2022-09-08T21,Dominion Virginia Power zone,15110,megawatthours
33265,2022-09-08T22,Dominion Virginia Power zone,15218,megawatthours
33264,2022-09-08T23,Dominion Virginia Power zone,14945,megawatthours
33263,2022-09-09T00,Dominion Virginia Power zone,14717,megawatthours
33262,2022-09-09T01,Dominion Virginia Power zone,14391,megawatthours
33261,2022-09-09T02,Dominion Virginia Power zone,13587,megawatthours
33260,2022-09-09T03,Dominion Virginia Power zone,12687,megawatthours
33259,2022-09-09T04,Dominion Virginia Power zone,11841,megawatthours
33258,2022-09-09T05,Dominion Virginia Power zone,11157,megawatthours
33257,2022-09-09T06,Dominion Virginia Power zone,10664,megawatthours
33256,2022-09-09T07,Dominion Virginia Power zone,10389,megawatthours
33255,2022-09-09T08,Dominion Virginia Power zone,10213,megawatthours
33254,2022-09-09T09,Dominion Virginia Power zone,10325,megawatthours
33253,2022-09-09T10,Dominion Virginia Power zone,10750,megawatthours
33252,2022-09-09T11,Dominion Virginia Power zone,11512,megawatthours
33251,2022-09-09T12,Dominion Virginia Power zone,11954,megawatthours
33250,2022-09-09T13,Dominion Virginia Power zone,12301,megawatthours
33249,2022-09-09T14,Dominion Virginia Power zone,12781,megawatthours
33248,2022-09-09T15,Dominion Virginia Power zone,13364,megawatthours
33247,2022-09-09T16,Dominion Virginia Power zone,13853,megawatthours
33246,2022-09-09T17,Dominion Virginia Power zone,14299,megawatthours
33245,2022-09-09T18,Dominion Virginia Power zone,14901,megawatthours
33244,2022-09-09T19,Dominion Virginia Power zone,15380,megawatthours
33243,2022-09-09T20,Dominion Virginia Power zone,15692,megawatthours
33242,2022-09-09T21,Dominion Virginia Power zone,15850,megawatthours
33241,2022-09-09T22,Dominion Virginia Power zone,15848,megawatthours
33240,2022-09-09T23,Dominion Virginia Power zone,15307,megawatthours
33239,2022-09-10T00,Dominion Virginia Power zone,14654,megawatthours
33238,2022-09-10T01,Dominion Virginia Power zone,14162,megawatthours
33237,2022-09-10T02,Dominion Virginia Power zone,13436,megawatthours
33236,2022-09-10T03,Dominion Virginia Power zone,12643,megawatthours
33235,2022-09-10T04,Dominion Virginia Power zone,11878,megawatthours
33234,2022-09-10T05,Dominion Virginia Power zone,11235,megawatthours
33233,2022-09-10T06,Dominion Virginia Power zone,10726,megawatthours
33232,2022-09-10T07,Dominion Virginia Power zone,10363,megawatthours
33231,2022-09-10T08,Dominion Virginia Power zone,10163,megawatthours
33230,2022-09-10T09,Dominion Virginia Power zone,10053,megawatthours
33229,2022-09-10T10,Dominion Virginia Power zone,10205,megawatthours
33228,2022-09-10T11,Dominion Virginia Power zone,10479,megawatthours
33227,2022-09-10T12,Dominion Virginia Power zone,10752,megawatthours
33226,2022-09-10T13,Dominion Virginia Power zone,11438,megawatthours
33225,2022-09-10T14,Dominion Virginia Power zone,12201,megawatthours
33224,2022-09-10T15,Dominion Virginia Power zone,12703,megawatthours
33223,2022-09-10T16,Dominion Virginia Power zone,13190,megawatthours
33222,2022-09-10T17,Dominion Virginia Power zone,13772,megawatthours
33221,2022-09-10T18,Dominion Virginia Power zone,14275,megawatthours
33220,2022-09-10T19,Dominion Virginia Power zone,14696,megawatthours
33219,2022-09-10T20,Dominion Virginia Power zone,14839,megawatthours
33218,2022-09-10T21,Dominion Virginia Power zone,14809,megawatthours
33217,2022-09-10T22,Dominion Virginia Power zone,14673,megawatthours
33216,2022-09-10T23,Dominion Virginia Power zone,14480,megawatthours
33215,2022-09-11T00,Dominion Virginia Power zone,14416,megawatthours
33214,2022-09-11T01,Dominion Virginia Power zone,14257,megawatthours
33213,2022-09-11T02,Dominion Virginia Power zone,13767,megawatthours
33212,2022-09-11T03,Dominion Virginia Power zone,13159,megawatthours
33211,2022-09-11T04,Dominion Virginia Power zone,12498,megawatthours
33210,2022-09-11T05,Dominion Virginia Power zone,11897,megawatthours
33209,2022-09-11T06,Dominion Virginia Power zone,11423,megawatthours
33208,2022-09-11T07,Dominion Virginia Power zone,11126,megawatthours
33207,2022-09-11T08,Dominion Virginia Power zone,10948,megawatthours
33206,2022-09-11T09,Dominion Virginia Power zone,10930,megawatthours
33205,2022-09-11T10,Dominion Virginia Power zone,11003,megawatthours
33204,2022-09-11T11,Dominion Virginia Power zone,11137,megawatthours
33203,2022-09-11T12,Dominion Virginia Power zone,11476,megawatthours
33202,2022-09-11T13,Dominion Virginia Power zone,12133,megawatthours
33201,2022-09-11T14,Dominion Virginia Power zone,12786,megawatthours
33200,2022-09-11T15,Dominion Virginia Power zone,13372,megawatthours
33199,2022-09-11T16,Dominion Virginia Power zone,14073,megawatthours
33198,2022-09-11T17,Dominion Virginia Power zone,14676,megawatthours
33197,2022-09-11T18,Dominion Virginia Power zone,14924,megawatthours
33196,2022-09-11T19,Dominion Virginia Power zone,14936,megawatthours
33195,2022-09-11T20,Dominion Virginia Power zone,15027,megawatthours
33194,2022-09-11T21,Dominion Virginia Power zone,15359,megawatthours
33193,2022-09-11T22,Dominion Virginia Power zone,15806,megawatthours
33192,2022-09-11T23,Dominion Virginia Power zone,15754,megawatthours
33191,2022-09-12T00,Dominion Virginia Power zone,15609,megawatthours
33190,2022-09-12T01,Dominion Virginia Power zone,15292,megawatthours
33189,2022-09-12T02,Dominion Virginia Power zone,14505,megawatthours
33188,2022-09-12T03,Dominion Virginia Power zone,13647,megawatthours
33187,2022-09-12T04,Dominion Virginia Power zone,12803,megawatthours
33186,2022-09-12T05,Dominion Virginia Power zone,12101,megawatthours
33185,2022-09-12T06,Dominion Virginia Power zone,11646,megawatthours
33184,2022-09-12T07,Dominion Virginia Power zone,11346,megawatthours
33183,2022-09-12T08,Dominion Virginia Power zone,11241,megawatthours
33182,2022-09-12T09,Dominion Virginia Power zone,11337,megawatthours
33181,2022-09-12T10,Dominion Virginia Power zone,11841,megawatthours
33180,2022-09-12T11,Dominion Virginia Power zone,12826,megawatthours
33179,2022-09-12T12,Dominion Virginia Power zone,13381,megawatthours
33178,2022-09-12T13,Dominion Virginia Power zone,13702,megawatthours
33177,2022-09-12T14,Dominion Virginia Power zone,14105,megawatthours
33176,2022-09-12T15,Dominion Virginia Power zone,14541,megawatthours
33175,2022-09-12T16,Dominion Virginia Power zone,15284,megawatthours
33174,2022-09-12T17,Dominion Virginia Power zone,16065,megawatthours
33173,2022-09-12T18,Dominion Virginia Power zone,16860,megawatthours
33172,2022-09-12T19,Dominion Virginia Power zone,17285,megawatthours
33171,2022-09-12T20,Dominion Virginia Power zone,17386,megawatthours
33170,2022-09-12T21,Dominion Virginia Power zone,17373,megawatthours
33169,2022-09-12T22,Dominion Virginia Power zone,17297,megawatthours
33168,2022-09-12T23,Dominion Virginia Power zone,16878,megawatthours
33167,2022-09-13T00,Dominion Virginia Power zone,16534,megawatthours
33166,2022-09-13T01,Dominion Virginia Power zone,16002,megawatthours
33165,2022-09-13T02,Dominion Virginia Power zone,15051,megawatthours
33164,2022-09-13T03,Dominion Virginia Power zone,14067,megawatthours
33163,2022-09-13T04,Dominion Virginia Power zone,13139,megawatthours
33162,2022-09-13T05,Dominion Virginia Power zone,12401,megawatthours
33161,2022-09-13T06,Dominion Virginia Power zone,11875,megawatthours
33160,2022-09-13T07,Dominion Virginia Power zone,11472,megawatthours
33159,2022-09-13T08,Dominion Virginia Power zone,11262,megawatthours
33158,2022-09-13T09,Dominion Virginia Power zone,11319,megawatthours
33157,2022-09-13T10,Dominion Virginia Power zone,11704,megawatthours
33156,2022-09-13T11,Dominion Virginia Power zone,12492,megawatthours
33155,2022-09-13T12,Dominion Virginia Power zone,12864,megawatthours
33154,2022-09-13T13,Dominion Virginia Power zone,13144,megawatthours
33153,2022-09-13T14,Dominion Virginia Power zone,13472,megawatthours
33152,2022-09-13T15,Dominion Virginia Power zone,13775,megawatthours
33151,2022-09-13T16,Dominion Virginia Power zone,14277,megawatthours
33150,2022-09-13T17,Dominion Virginia Power zone,14740,megawatthours
33149,2022-09-13T18,Dominion Virginia Power zone,15348,megawatthours
33148,2022-09-13T19,Dominion Virginia Power zone,15819,megawatthours
33147,2022-09-13T20,Dominion Virginia Power zone,16189,megawatthours
33146,2022-09-13T21,Dominion Virginia Power zone,16437,megawatthours
33145,2022-09-13T22,Dominion Virginia Power zone,16443,megawatthours
33144,2022-09-13T23,Dominion Virginia Power zone,16021,megawatthours
33143,2022-09-14T00,Dominion Virginia Power zone,15379,megawatthours
33142,2022-09-14T01,Dominion Virginia Power zone,14854,megawatthours
33141,2022-09-14T02,Dominion Virginia Power zone,13826,megawatthours
33140,2022-09-14T03,Dominion Virginia Power zone,12729,megawatthours
33139,2022-09-14T04,Dominion Virginia Power zone,11692,megawatthours
33138,2022-09-14T05,Dominion Virginia Power zone,10974,megawatthours
33137,2022-09-14T06,Dominion Virginia Power zone,10454,megawatthours
33136,2022-09-14T07,Dominion Virginia Power zone,10166,megawatthours
33135,2022-09-14T08,Dominion Virginia Power zone,10009,megawatthours
33134,2022-09-14T09,Dominion Virginia Power zone,10017,megawatthours
33133,2022-09-14T10,Dominion Virginia Power zone,10394,megawatthours
33132,2022-09-14T11,Dominion Virginia Power zone,11123,megawatthours
33131,2022-09-14T12,Dominion Virginia Power zone,11466,megawatthours
33130,2022-09-14T13,Dominion Virginia Power zone,11715,megawatthours
33129,2022-09-14T14,Dominion Virginia Power zone,11949,megawatthours
33128,2022-09-14T15,Dominion Virginia Power zone,12401,megawatthours
33127,2022-09-14T16,Dominion Virginia Power zone,12853,megawatthours
33126,2022-09-14T17,Dominion Virginia Power zone,13272,megawatthours
33125,2022-09-14T18,Dominion Virginia Power zone,13874,megawatthours
33124,2022-09-14T19,Dominion Virginia Power zone,14257,megawatthours
33123,2022-09-14T20,Dominion Virginia Power zone,14621,megawatthours
33122,2022-09-14T21,Dominion Virginia Power zone,14881,megawatthours
33121,2022-09-14T22,Dominion Virginia Power zone,15022,megawatthours
33120,2022-09-14T23,Dominion Virginia Power zone,14824,megawatthours
33119,2022-09-15T00,Dominion Virginia Power zone,14390,megawatthours
33118,2022-09-15T01,Dominion Virginia Power zone,13969,megawatthours
33117,2022-09-15T02,Dominion Virginia Power zone,13187,megawatthours
33116,2022-09-15T03,Dominion Virginia Power zone,12172,megawatthours
33115,2022-09-15T04,Dominion Virginia Power zone,11321,megawatthours
33114,2022-09-15T05,Dominion Virginia Power zone,10665,megawatthours
33113,2022-09-15T06,Dominion Virginia Power zone,10177,megawatthours
33112,2022-09-15T07,Dominion Virginia Power zone,9964,megawatthours
33111,2022-09-15T08,Dominion Virginia Power zone,9893,megawatthours
33110,2022-09-15T09,Dominion Virginia Power zone,9973,megawatthours
33109,2022-09-15T10,Dominion Virginia Power zone,10426,megawatthours
33108,2022-09-15T11,Dominion Virginia Power zone,11232,megawatthours
33107,2022-09-15T12,Dominion Virginia Power zone,11651,megawatthours
33106,2022-09-15T13,Dominion Virginia Power zone,11883,megawatthours
33105,2022-09-15T14,Dominion Virginia Power zone,12234,megawatthours
33104,2022-09-15T15,Dominion Virginia Power zone,12706,megawatthours
33103,2022-09-15T16,Dominion Virginia Power zone,13281,megawatthours
33102,2022-09-15T17,Dominion Virginia Power zone,13738,megawatthours
33101,2022-09-15T18,Dominion Virginia Power zone,14311,megawatthours
33100,2022-09-15T19,Dominion Virginia Power zone,14885,megawatthours
33099,2022-09-15T20,Dominion Virginia Power zone,15168,megawatthours
33098,2022-09-15T21,Dominion Virginia Power zone,15437,megawatthours
33097,2022-09-15T22,Dominion Virginia Power zone,15460,megawatthours
33096,2022-09-15T23,Dominion Virginia Power zone,15135,megawatthours
33095,2022-09-16T00,Dominion Virginia Power zone,14778,megawatthours
33094,2022-09-16T01,Dominion Virginia Power zone,14282,megawatthours
33093,2022-09-16T02,Dominion Virginia Power zone,13403,megawatthours
33092,2022-09-16T03,Dominion Virginia Power zone,12329,megawatthours
33091,2022-09-16T04,Dominion Virginia Power zone,11506,megawatthours
33090,2022-09-16T05,Dominion Virginia Power zone,10820,megawatthours
33089,2022-09-16T06,Dominion Virginia Power zone,10343,megawatthours
33088,2022-09-16T07,Dominion Virginia Power zone,10044,megawatthours
33087,2022-09-16T08,Dominion Virginia Power zone,9925,megawatthours
33086,2022-09-16T09,Dominion Virginia Power zone,10001,megawatthours
33085,2022-09-16T10,Dominion Virginia Power zone,10320,megawatthours
33084,2022-09-16T11,Dominion Virginia Power zone,11111,megawatthours
33083,2022-09-16T12,Dominion Virginia Power zone,11512,megawatthours
33082,2022-09-16T13,Dominion Virginia Power zone,11632,megawatthours
33081,2022-09-16T14,Dominion Virginia Power zone,11917,megawatthours
33080,2022-09-16T15,Dominion Virginia Power zone,12332,megawatthours
33079,2022-09-16T16,Dominion Virginia Power zone,12793,megawatthours
33078,2022-09-16T17,Dominion Virginia Power zone,13309,megawatthours
33077,2022-09-16T18,Dominion Virginia Power zone,13816,megawatthours
33076,2022-09-16T19,Dominion Virginia Power zone,14334,megawatthours
33075,2022-09-16T20,Dominion Virginia Power zone,14704,megawatthours
33074,2022-09-16T21,Dominion Virginia Power zone,14959,megawatthours
33073,2022-09-16T22,Dominion Virginia Power zone,14924,megawatthours
33072,2022-09-16T23,Dominion Virginia Power zone,14459,megawatthours
33071,2022-09-17T00,Dominion Virginia Power zone,13958,megawatthours
33070,2022-09-17T01,Dominion Virginia Power zone,13374,megawatthours
33069,2022-09-17T02,Dominion Virginia Power zone,12736,megawatthours
33068,2022-09-17T03,Dominion Virginia Power zone,11987,megawatthours
33067,2022-09-17T04,Dominion Virginia Power zone,11284,megawatthours
33066,2022-09-17T05,Dominion Virginia Power zone,10632,megawatthours
33065,2022-09-17T06,Dominion Virginia Power zone,10257,megawatthours
33064,2022-09-17T07,Dominion Virginia Power zone,9929,megawatthours
33063,2022-09-17T08,Dominion Virginia Power zone,9691,megawatthours
33062,2022-09-17T09,Dominion Virginia Power zone,9648,megawatthours
33061,2022-09-17T10,Dominion Virginia Power zone,9787,megawatthours
33060,2022-09-17T11,Dominion Virginia Power zone,10015,megawatthours
33059,2022-09-17T12,Dominion Virginia Power zone,10296,megawatthours
33058,2022-09-17T13,Dominion Virginia Power zone,10737,megawatthours
33057,2022-09-17T14,Dominion Virginia Power zone,11109,megawatthours
33056,2022-09-17T15,Dominion Virginia Power zone,11577,megawatthours
33055,2022-09-17T16,Dominion Virginia Power zone,12062,megawatthours
33054,2022-09-17T17,Dominion Virginia Power zone,12642,megawatthours
33053,2022-09-17T18,Dominion Virginia Power zone,13271,megawatthours
33052,2022-09-17T19,Dominion Virginia Power zone,13706,megawatthours
33051,2022-09-17T20,Dominion Virginia Power zone,14127,megawatthours
33050,2022-09-17T21,Dominion Virginia Power zone,14491,megawatthours
33049,2022-09-17T22,Dominion Virginia Power zone,14589,megawatthours
33048,2022-09-17T23,Dominion Virginia Power zone,14255,megawatthours
33047,2022-09-18T00,Dominion Virginia Power zone,13818,megawatthours
33046,2022-09-18T01,Dominion Virginia Power zone,13369,megawatthours
33045,2022-09-18T02,Dominion Virginia Power zone,12707,megawatthours
33044,2022-09-18T03,Dominion Virginia Power zone,12002,megawatthours
33043,2022-09-18T04,Dominion Virginia Power zone,11343,megawatthours
33042,2022-09-18T05,Dominion Virginia Power zone,10687,megawatthours
33041,2022-09-18T06,Dominion Virginia Power zone,10252,megawatthours
33040,2022-09-18T07,Dominion Virginia Power zone,9921,megawatthours
33039,2022-09-18T08,Dominion Virginia Power zone,9735,megawatthours
33038,2022-09-18T09,Dominion Virginia Power zone,9642,megawatthours
33037,2022-09-18T10,Dominion Virginia Power zone,9706,megawatthours
33036,2022-09-18T11,Dominion Virginia Power zone,9828,megawatthours
33035,2022-09-18T12,Dominion Virginia Power zone,10014,megawatthours
33034,2022-09-18T13,Dominion Virginia Power zone,10483,megawatthours
33033,2022-09-18T14,Dominion Virginia Power zone,11041,megawatthours
33032,2022-09-18T15,Dominion Virginia Power zone,11744,megawatthours
33031,2022-09-18T16,Dominion Virginia Power zone,12482,megawatthours
33030,2022-09-18T17,Dominion Virginia Power zone,13301,megawatthours
33029,2022-09-18T18,Dominion Virginia Power zone,14083,megawatthours
33028,2022-09-18T19,Dominion Virginia Power zone,14803,megawatthours
33027,2022-09-18T20,Dominion Virginia Power zone,15366,megawatthours
33026,2022-09-18T21,Dominion Virginia Power zone,15800,megawatthours
33025,2022-09-18T22,Dominion Virginia Power zone,16004,megawatthours
33024,2022-09-18T23,Dominion Virginia Power zone,15703,megawatthours
33023,2022-09-19T00,Dominion Virginia Power zone,15265,megawatthours
33022,2022-09-19T01,Dominion Virginia Power zone,14758,megawatthours
33021,2022-09-19T02,Dominion Virginia Power zone,13891,megawatthours
33020,2022-09-19T03,Dominion Virginia Power zone,12816,megawatthours
33019,2022-09-19T04,Dominion Virginia Power zone,11869,megawatthours
33018,2022-09-19T05,Dominion Virginia Power zone,11118,megawatthours
33017,2022-09-19T06,Dominion Virginia Power zone,10691,megawatthours
33016,2022-09-19T07,Dominion Virginia Power zone,10377,megawatthours
33015,2022-09-19T08,Dominion Virginia Power zone,10226,megawatthours
33014,2022-09-19T09,Dominion Virginia Power zone,10322,megawatthours
33013,2022-09-19T10,Dominion Virginia Power zone,10776,megawatthours
33012,2022-09-19T11,Dominion Virginia Power zone,11555,megawatthours
33011,2022-09-19T12,Dominion Virginia Power zone,11972,megawatthours
33010,2022-09-19T13,Dominion Virginia Power zone,12326,megawatthours
33009,2022-09-19T14,Dominion Virginia Power zone,12970,megawatthours
33008,2022-09-19T15,Dominion Virginia Power zone,13748,megawatthours
33007,2022-09-19T16,Dominion Virginia Power zone,14607,megawatthours
33006,2022-09-19T17,Dominion Virginia Power zone,15431,megawatthours
33005,2022-09-19T18,Dominion Virginia Power zone,16134,megawatthours
33004,2022-09-19T19,Dominion Virginia Power zone,16468,megawatthours
33003,2022-09-19T20,Dominion Virginia Power zone,16515,megawatthours
33002,2022-09-19T21,Dominion Virginia Power zone,16807,megawatthours
33001,2022-09-19T22,Dominion Virginia Power zone,17019,megawatthours
33000,2022-09-19T23,Dominion Virginia Power zone,16692,megawatthours
32999,2022-09-20T00,Dominion Virginia Power zone,16241,megawatthours
32998,2022-09-20T01,Dominion Virginia Power zone,15641,megawatthours
32997,2022-09-20T02,Dominion Virginia Power zone,14625,megawatthours
32996,2022-09-20T03,Dominion Virginia Power zone,13571,megawatthours
32995,2022-09-20T04,Dominion Virginia Power zone,12566,megawatthours
32994,2022-09-20T05,Dominion Virginia Power zone,11759,megawatthours
32993,2022-09-20T06,Dominion Virginia Power zone,11228,megawatthours
32992,2022-09-20T07,Dominion Virginia Power zone,10861,megawatthours
32991,2022-09-20T08,Dominion Virginia Power zone,10665,megawatthours
32990,2022-09-20T09,Dominion Virginia Power zone,10730,megawatthours
32989,2022-09-20T10,Dominion Virginia Power zone,11175,megawatthours
32988,2022-09-20T11,Dominion Virginia Power zone,12031,megawatthours
32987,2022-09-20T12,Dominion Virginia Power zone,12484,megawatthours
32986,2022-09-20T13,Dominion Virginia Power zone,12829,megawatthours
32985,2022-09-20T14,Dominion Virginia Power zone,13385,megawatthours
32984,2022-09-20T15,Dominion Virginia Power zone,14132,megawatthours
32983,2022-09-20T16,Dominion Virginia Power zone,14861,megawatthours
32982,2022-09-20T17,Dominion Virginia Power zone,15581,megawatthours
32981,2022-09-20T18,Dominion Virginia Power zone,16187,megawatthours
32980,2022-09-20T19,Dominion Virginia Power zone,16678,megawatthours
32979,2022-09-20T20,Dominion Virginia Power zone,17098,megawatthours
32978,2022-09-20T21,Dominion Virginia Power zone,17324,megawatthours
32977,2022-09-20T22,Dominion Virginia Power zone,17338,megawatthours
32976,2022-09-20T23,Dominion Virginia Power zone,16813,megawatthours
32975,2022-09-21T00,Dominion Virginia Power zone,16186,megawatthours
32974,2022-09-21T01,Dominion Virginia Power zone,15419,megawatthours
32973,2022-09-21T02,Dominion Virginia Power zone,14334,megawatthours
32972,2022-09-21T03,Dominion Virginia Power zone,13121,megawatthours
32971,2022-09-21T04,Dominion Virginia Power zone,12072,megawatthours
32970,2022-09-21T05,Dominion Virginia Power zone,11353,megawatthours
32969,2022-09-21T06,Dominion Virginia Power zone,10771,megawatthours
32968,2022-09-21T07,Dominion Virginia Power zone,10410,megawatthours
32967,2022-09-21T08,Dominion Virginia Power zone,10161,megawatthours
32966,2022-09-21T09,Dominion Virginia Power zone,10247,megawatthours
32965,2022-09-21T10,Dominion Virginia Power zone,10702,megawatthours
32964,2022-09-21T11,Dominion Virginia Power zone,11500,megawatthours
32963,2022-09-21T12,Dominion Virginia Power zone,11877,megawatthours
32962,2022-09-21T13,Dominion Virginia Power zone,12199,megawatthours
32961,2022-09-21T14,Dominion Virginia Power zone,12646,megawatthours
32960,2022-09-21T15,Dominion Virginia Power zone,13299,megawatthours
32959,2022-09-21T16,Dominion Virginia Power zone,14047,megawatthours
32958,2022-09-21T17,Dominion Virginia Power zone,14855,megawatthours
32957,2022-09-21T18,Dominion Virginia Power zone,15686,megawatthours
32956,2022-09-21T19,Dominion Virginia Power zone,16259,megawatthours
32955,2022-09-21T20,Dominion Virginia Power zone,16723,megawatthours
32954,2022-09-21T21,Dominion Virginia Power zone,17111,megawatthours
32953,2022-09-21T22,Dominion Virginia Power zone,17182,megawatthours
32952,2022-09-21T23,Dominion Virginia Power zone,16753,megawatthours
32951,2022-09-22T00,Dominion Virginia Power zone,16189,megawatthours
32950,2022-09-22T01,Dominion Virginia Power zone,15454,megawatthours
32949,2022-09-22T02,Dominion Virginia Power zone,14524,megawatthours
32948,2022-09-22T03,Dominion Virginia Power zone,13448,megawatthours
32947,2022-09-22T04,Dominion Virginia Power zone,12463,megawatthours
32946,2022-09-22T05,Dominion Virginia Power zone,11759,megawatthours
32945,2022-09-22T06,Dominion Virginia Power zone,11291,megawatthours
32944,2022-09-22T07,Dominion Virginia Power zone,11011,megawatthours
32943,2022-09-22T08,Dominion Virginia Power zone,10853,megawatthours
32942,2022-09-22T09,Dominion Virginia Power zone,10939,megawatthours
32941,2022-09-22T10,Dominion Virginia Power zone,11399,megawatthours
32940,2022-09-22T11,Dominion Virginia Power zone,12223,megawatthours
32939,2022-09-22T12,Dominion Virginia Power zone,12734,megawatthours
32938,2022-09-22T13,Dominion Virginia Power zone,13100,megawatthours
32937,2022-09-22T14,Dominion Virginia Power zone,13589,megawatthours
32936,2022-09-22T15,Dominion Virginia Power zone,14228,megawatthours
32935,2022-09-22T16,Dominion Virginia Power zone,14738,megawatthours
32934,2022-09-22T17,Dominion Virginia Power zone,15257,megawatthours
32933,2022-09-22T18,Dominion Virginia Power zone,15662,megawatthours
32932,2022-09-22T19,Dominion Virginia Power zone,15781,megawatthours
32931,2022-09-22T20,Dominion Virginia Power zone,15929,megawatthours
32930,2022-09-22T21,Dominion Virginia Power zone,15743,megawatthours
32929,2022-09-22T22,Dominion Virginia Power zone,15292,megawatthours
32928,2022-09-22T23,Dominion Virginia Power zone,14609,megawatthours
32927,2022-09-23T00,Dominion Virginia Power zone,14202,megawatthours
32926,2022-09-23T01,Dominion Virginia Power zone,13616,megawatthours
32925,2022-09-23T02,Dominion Virginia Power zone,12765,megawatthours
32924,2022-09-23T03,Dominion Virginia Power zone,11837,megawatthours
32923,2022-09-23T04,Dominion Virginia Power zone,10972,megawatthours
32922,2022-09-23T05,Dominion Virginia Power zone,10298,megawatthours
32921,2022-09-23T06,Dominion Virginia Power zone,9839,megawatthours
32920,2022-09-23T07,Dominion Virginia Power zone,9588,megawatthours
32919,2022-09-23T08,Dominion Virginia Power zone,9500,megawatthours
32918,2022-09-23T09,Dominion Virginia Power zone,9523,megawatthours
32917,2022-09-23T10,Dominion Virginia Power zone,9862,megawatthours
32916,2022-09-23T11,Dominion Virginia Power zone,10665,megawatthours
32915,2022-09-23T12,Dominion Virginia Power zone,10947,megawatthours
