,period,value,value-units,Date,Hour Starting
3906,2023-02-19T04-06,41534,megawatthours,2023-02-19,3
3905,2023-02-19T05-06,41851,megawatthours,2023-02-19,4
3904,2023-02-19T06-06,42612,megawatthours,2023-02-19,5
3903,2023-02-19T07-06,43865,megawatthours,2023-02-19,6
3902,2023-02-19T08-06,44782,megawatthours,2023-02-19,7
3901,2023-02-19T09-06,44851,megawatthours,2023-02-19,8
3900,2023-02-19T10-06,43791,megawatthours,2023-02-19,9
3899,2023-02-19T11-06,42066,megawatthours,2023-02-19,10
3898,2023-02-19T12-06,41365,megawatthours,2023-02-19,11
3897,2023-02-19T13-06,40349,megawatthours,2023-02-19,12
3896,2023-02-19T14-06,39807,megawatthours,2023-02-19,13
3895,2023-02-19T15-06,39541,megawatthours,2023-02-19,14
3894,2023-02-19T16-06,39775,megawatthours,2023-02-19,15
3893,2023-02-19T17-06,40116,megawatthours,2023-02-19,16
3892,2023-02-19T18-06,40647,megawatthours,2023-02-19,17
3891,2023-02-19T19-06,42025,megawatthours,2023-02-19,18
3890,2023-02-19T20-06,42671,megawatthours,2023-02-19,19
3889,2023-02-19T21-06,42109,megawatthours,2023-02-19,20
3888,2023-02-19T22-06,41228,megawatthours,2023-02-19,21
3887,2023-02-19T23-06,39650,megawatthours,2023-02-19,22
3886,2023-02-20T00-06,37961,megawatthours,2023-02-19,23
3885,2023-02-20T01-06,36599,megawatthours,2023-02-20,0
3884,2023-02-20T02-06,35606,megawatthours,2023-02-20,1
3883,2023-02-20T03-06,35151,megawatthours,2023-02-20,2
3882,2023-02-20T04-06,35184,megawatthours,2023-02-20,3
3881,2023-02-20T05-06,35780,megawatthours,2023-02-20,4
3880,2023-02-20T06-06,37353,megawatthours,2023-02-20,5
3879,2023-02-20T07-06,39678,megawatthours,2023-02-20,6
3878,2023-02-20T08-06,41067,megawatthours,2023-02-20,7
3877,2023-02-20T09-06,41949,megawatthours,2023-02-20,8
3876,2023-02-20T10-06,42991,megawatthours,2023-02-20,9
3875,2023-02-20T11-06,43434,megawatthours,2023-02-20,10
3874,2023-02-20T12-06,43966,megawatthours,2023-02-20,11
3873,2023-02-20T13-06,44318,megawatthours,2023-02-20,12
3872,2023-02-20T14-06,44930,megawatthours,2023-02-20,13
3871,2023-02-20T15-06,45382,megawatthours,2023-02-20,14
3870,2023-02-20T16-06,45971,megawatthours,2023-02-20,15
3869,2023-02-20T17-06,46485,megawatthours,2023-02-20,16
3868,2023-02-20T18-06,46754,megawatthours,2023-02-20,17
3867,2023-02-20T19-06,47126,megawatthours,2023-02-20,18
3866,2023-02-20T20-06,47315,megawatthours,2023-02-20,19
3865,2023-02-20T21-06,46158,megawatthours,2023-02-20,20
3864,2023-02-20T22-06,44542,megawatthours,2023-02-20,21
3863,2023-02-20T23-06,42080,megawatthours,2023-02-20,22
3862,2023-02-21T00-06,39468,megawatthours,2023-02-20,23
3861,2023-02-21T01-06,37389,megawatthours,2023-02-21,0
3860,2023-02-21T02-06,35954,megawatthours,2023-02-21,1
3859,2023-02-21T03-06,35077,megawatthours,2023-02-21,2
3858,2023-02-21T04-06,34788,megawatthours,2023-02-21,3
3857,2023-02-21T05-06,35204,megawatthours,2023-02-21,4
3856,2023-02-21T06-06,36968,megawatthours,2023-02-21,5
3855,2023-02-21T07-06,40046,megawatthours,2023-02-21,6
3854,2023-02-21T08-06,41276,megawatthours,2023-02-21,7
3853,2023-02-21T09-06,41851,megawatthours,2023-02-21,8
3852,2023-02-21T10-06,42662,megawatthours,2023-02-21,9
3851,2023-02-21T11-06,43352,megawatthours,2023-02-21,10
3850,2023-02-21T12-06,44607,megawatthours,2023-02-21,11
3849,2023-02-21T13-06,46063,megawatthours,2023-02-21,12
3848,2023-02-21T14-06,47323,megawatthours,2023-02-21,13
3847,2023-02-21T15-06,48601,megawatthours,2023-02-21,14
3846,2023-02-21T16-06,49631,megawatthours,2023-02-21,15
3845,2023-02-21T17-06,50182,megawatthours,2023-02-21,16
3844,2023-02-21T18-06,50085,megawatthours,2023-02-21,17
3843,2023-02-21T19-06,50046,megawatthours,2023-02-21,18
3842,2023-02-21T20-06,50079,megawatthours,2023-02-21,19
3841,2023-02-21T21-06,48858,megawatthours,2023-02-21,20
3840,2023-02-21T22-06,47075,megawatthours,2023-02-21,21
3839,2023-02-21T23-06,44613,megawatthours,2023-02-21,22
3838,2023-02-22T00-06,41776,megawatthours,2023-02-21,23
3837,2023-02-22T01-06,39602,megawatthours,2023-02-22,0
3836,2023-02-22T02-06,38228,megawatthours,2023-02-22,1
3835,2023-02-22T03-06,37295,megawatthours,2023-02-22,2
3834,2023-02-22T04-06,36998,megawatthours,2023-02-22,3
3833,2023-02-22T05-06,37401,megawatthours,2023-02-22,4
3832,2023-02-22T06-06,38973,megawatthours,2023-02-22,5
3831,2023-02-22T07-06,41709,megawatthours,2023-02-22,6
3830,2023-02-22T08-06,42876,megawatthours,2023-02-22,7
3829,2023-02-22T09-06,43286,megawatthours,2023-02-22,8
3828,2023-02-22T10-06,43831,megawatthours,2023-02-22,9
3827,2023-02-22T11-06,43805,megawatthours,2023-02-22,10
3826,2023-02-22T12-06,45166,megawatthours,2023-02-22,11
3825,2023-02-22T13-06,46257,megawatthours,2023-02-22,12
3824,2023-02-22T14-06,47452,megawatthours,2023-02-22,13
3823,2023-02-22T15-06,48403,megawatthours,2023-02-22,14
3822,2023-02-22T16-06,49340,megawatthours,2023-02-22,15
3821,2023-02-22T17-06,50226,megawatthours,2023-02-22,16
3820,2023-02-22T18-06,50216,megawatthours,2023-02-22,17
3819,2023-02-22T19-06,49474,megawatthours,2023-02-22,18
3818,2023-02-22T20-06,48817,megawatthours,2023-02-22,19
3817,2023-02-22T21-06,47751,megawatthours,2023-02-22,20
3816,2023-02-22T22-06,45957,megawatthours,2023-02-22,21
3815,2023-02-22T23-06,43466,megawatthours,2023-02-22,22
3814,2023-02-23T00-06,40637,megawatthours,2023-02-22,23
3813,2023-02-23T01-06,38503,megawatthours,2023-02-23,0
3812,2023-02-23T02-06,37146,megawatthours,2023-02-23,1
3811,2023-02-23T03-06,36364,megawatthours,2023-02-23,2
3810,2023-02-23T04-06,35932,megawatthours,2023-02-23,3
3809,2023-02-23T05-06,36323,megawatthours,2023-02-23,4
3808,2023-02-23T06-06,37742,megawatthours,2023-02-23,5
3807,2023-02-23T07-06,41074,megawatthours,2023-02-23,6
3806,2023-02-23T08-06,42518,megawatthours,2023-02-23,7
3805,2023-02-23T09-06,43058,megawatthours,2023-02-23,8
3804,2023-02-23T10-06,43799,megawatthours,2023-02-23,9
3803,2023-02-23T11-06,44572,megawatthours,2023-02-23,10
3802,2023-02-23T12-06,45472,megawatthours,2023-02-23,11
3801,2023-02-23T13-06,46405,megawatthours,2023-02-23,12
3800,2023-02-23T14-06,47217,megawatthours,2023-02-23,13
3799,2023-02-23T15-06,47637,megawatthours,2023-02-23,14
3798,2023-02-23T16-06,47675,megawatthours,2023-02-23,15
3797,2023-02-23T17-06,47728,megawatthours,2023-02-23,16
3796,2023-02-23T18-06,47510,megawatthours,2023-02-23,17
3795,2023-02-23T19-06,48175,megawatthours,2023-02-23,18
3794,2023-02-23T20-06,48504,megawatthours,2023-02-23,19
3793,2023-02-23T21-06,47916,megawatthours,2023-02-23,20
3792,2023-02-23T22-06,46619,megawatthours,2023-02-23,21
3791,2023-02-23T23-06,44539,megawatthours,2023-02-23,22
3790,2023-02-24T00-06,41982,megawatthours,2023-02-23,23
3789,2023-02-24T01-06,40010,megawatthours,2023-02-24,0
3788,2023-02-24T02-06,38677,megawatthours,2023-02-24,1
3787,2023-02-24T03-06,38087,megawatthours,2023-02-24,2
3786,2023-02-24T04-06,38120,megawatthours,2023-02-24,3
3785,2023-02-24T05-06,38709,megawatthours,2023-02-24,4
3784,2023-02-24T06-06,40410,megawatthours,2023-02-24,5
3783,2023-02-24T07-06,43779,megawatthours,2023-02-24,6
3782,2023-02-24T08-06,45463,megawatthours,2023-02-24,7
3781,2023-02-24T09-06,46300,megawatthours,2023-02-24,8
3780,2023-02-24T10-06,46996,megawatthours,2023-02-24,9
3779,2023-02-24T11-06,47358,megawatthours,2023-02-24,10
3778,2023-02-24T12-06,47434,megawatthours,2023-02-24,11
3777,2023-02-24T13-06,47371,megawatthours,2023-02-24,12
3776,2023-02-24T14-06,47494,megawatthours,2023-02-24,13
3775,2023-02-24T15-06,47542,megawatthours,2023-02-24,14
3774,2023-02-24T16-06,47843,megawatthours,2023-02-24,15
3773,2023-02-24T17-06,48395,megawatthours,2023-02-24,16
3772,2023-02-24T18-06,48456,megawatthours,2023-02-24,17
3771,2023-02-24T19-06,48612,megawatthours,2023-02-24,18
3770,2023-02-24T20-06,48210,megawatthours,2023-02-24,19
3769,2023-02-24T21-06,47408,megawatthours,2023-02-24,20
3768,2023-02-24T22-06,46257,megawatthours,2023-02-24,21
3767,2023-02-24T23-06,44302,megawatthours,2023-02-24,22
3766,2023-02-25T00-06,42562,megawatthours,2023-02-24,23
3765,2023-02-25T01-06,41232,megawatthours,2023-02-25,0
3764,2023-02-25T02-06,40267,megawatthours,2023-02-25,1
3763,2023-02-25T03-06,39690,megawatthours,2023-02-25,2
3762,2023-02-25T04-06,39479,megawatthours,2023-02-25,3
3761,2023-02-25T05-06,39816,megawatthours,2023-02-25,4
3760,2023-02-25T06-06,40665,megawatthours,2023-02-25,5
3759,2023-02-25T07-06,41852,megawatthours,2023-02-25,6
3758,2023-02-25T08-06,43114,megawatthours,2023-02-25,7
3757,2023-02-25T09-06,44638,megawatthours,2023-02-25,8
3756,2023-02-25T10-06,45908,megawatthours,2023-02-25,9
3755,2023-02-25T11-06,46340,megawatthours,2023-02-25,10
3754,2023-02-25T12-06,46836,megawatthours,2023-02-25,11
3753,2023-02-25T13-06,46698,megawatthours,2023-02-25,12
3752,2023-02-25T14-06,46749,megawatthours,2023-02-25,13
3751,2023-02-25T15-06,46673,megawatthours,2023-02-25,14
3750,2023-02-25T16-06,46493,megawatthours,2023-02-25,15
3749,2023-02-25T17-06,45997,megawatthours,2023-02-25,16
3748,2023-02-25T18-06,45845,megawatthours,2023-02-25,17
3747,2023-02-25T19-06,46023,megawatthours,2023-02-25,18
3746,2023-02-25T20-06,46059,megawatthours,2023-02-25,19
3745,2023-02-25T21-06,45437,megawatthours,2023-02-25,20
3744,2023-02-25T22-06,44530,megawatthours,2023-02-25,21
3743,2023-02-25T23-06,43008,megawatthours,2023-02-25,22
3742,2023-02-26T00-06,41611,megawatthours,2023-02-25,23
3741,2023-02-26T01-06,39999,megawatthours,2023-02-26,0
3740,2023-02-26T02-06,39002,megawatthours,2023-02-26,1
3739,2023-02-26T03-06,38376,megawatthours,2023-02-26,2
3738,2023-02-26T04-06,37918,megawatthours,2023-02-26,3
3737,2023-02-26T05-06,37563,megawatthours,2023-02-26,4
3736,2023-02-26T06-06,37774,megawatthours,2023-02-26,5
3735,2023-02-26T07-06,38570,megawatthours,2023-02-26,6
3734,2023-02-26T08-06,39479,megawatthours,2023-02-26,7
3733,2023-02-26T09-06,41029,megawatthours,2023-02-26,8
3732,2023-02-26T10-06,42902,megawatthours,2023-02-26,9
3731,2023-02-26T11-06,43978,megawatthours,2023-02-26,10
3730,2023-02-26T12-06,44788,megawatthours,2023-02-26,11
3729,2023-02-26T13-06,45389,megawatthours,2023-02-26,12
3728,2023-02-26T14-06,45339,megawatthours,2023-02-26,13
3727,2023-02-26T15-06,44954,megawatthours,2023-02-26,14
3726,2023-02-26T16-06,44959,megawatthours,2023-02-26,15
3725,2023-02-26T17-06,44946,megawatthours,2023-02-26,16
3724,2023-02-26T18-06,44929,megawatthours,2023-02-26,17
3723,2023-02-26T19-06,45408,megawatthours,2023-02-26,18
3722,2023-02-26T20-06,46142,megawatthours,2023-02-26,19
3721,2023-02-26T21-06,45318,megawatthours,2023-02-26,20
3720,2023-02-26T22-06,43992,megawatthours,2023-02-26,21
3719,2023-02-26T23-06,41960,megawatthours,2023-02-26,22
3718,2023-02-27T00-06,39923,megawatthours,2023-02-26,23
3717,2023-02-27T01-06,38160,megawatthours,2023-02-27,0
3716,2023-02-27T02-06,37192,megawatthours,2023-02-27,1
3715,2023-02-27T03-06,36445,megawatthours,2023-02-27,2
3714,2023-02-27T04-06,36267,megawatthours,2023-02-27,3
3713,2023-02-27T05-06,37065,megawatthours,2023-02-27,4
3712,2023-02-27T06-06,38933,megawatthours,2023-02-27,5
3711,2023-02-27T07-06,42029,megawatthours,2023-02-27,6
3710,2023-02-27T08-06,43326,megawatthours,2023-02-27,7
3709,2023-02-27T09-06,43592,megawatthours,2023-02-27,8
3708,2023-02-27T10-06,43940,megawatthours,2023-02-27,9
3707,2023-02-27T11-06,44012,megawatthours,2023-02-27,10
3706,2023-02-27T12-06,44381,megawatthours,2023-02-27,11
3705,2023-02-27T13-06,44702,megawatthours,2023-02-27,12
3704,2023-02-27T14-06,45336,megawatthours,2023-02-27,13
3703,2023-02-27T15-06,46456,megawatthours,2023-02-27,14
3702,2023-02-27T16-06,47800,megawatthours,2023-02-27,15
3701,2023-02-27T17-06,48548,megawatthours,2023-02-27,16
3700,2023-02-27T18-06,48485,megawatthours,2023-02-27,17
3699,2023-02-27T19-06,47804,megawatthours,2023-02-27,18
3698,2023-02-27T20-06,47416,megawatthours,2023-02-27,19
3697,2023-02-27T21-06,46072,megawatthours,2023-02-27,20
3696,2023-02-27T22-06,44222,megawatthours,2023-02-27,21
3695,2023-02-27T23-06,41900,megawatthours,2023-02-27,22
3694,2023-02-28T00-06,39350,megawatthours,2023-02-27,23
3693,2023-02-28T01-06,37478,megawatthours,2023-02-28,0
3692,2023-02-28T02-06,36526,megawatthours,2023-02-28,1
3691,2023-02-28T03-06,35954,megawatthours,2023-02-28,2
3690,2023-02-28T04-06,36030,megawatthours,2023-02-28,3
3689,2023-02-28T05-06,36643,megawatthours,2023-02-28,4
3688,2023-02-28T06-06,38644,megawatthours,2023-02-28,5
3687,2023-02-28T07-06,42066,megawatthours,2023-02-28,6
3686,2023-02-28T08-06,43309,megawatthours,2023-02-28,7
3685,2023-02-28T09-06,43191,megawatthours,2023-02-28,8
3684,2023-02-28T10-06,43346,megawatthours,2023-02-28,9
3683,2023-02-28T11-06,43705,megawatthours,2023-02-28,10
3682,2023-02-28T12-06,44750,megawatthours,2023-02-28,11
3681,2023-02-28T13-06,46230,megawatthours,2023-02-28,12
3680,2023-02-28T14-06,47962,megawatthours,2023-02-28,13
3679,2023-02-28T15-06,49326,megawatthours,2023-02-28,14
3678,2023-02-28T16-06,50060,megawatthours,2023-02-28,15
3677,2023-02-28T17-06,50599,megawatthours,2023-02-28,16
3676,2023-02-28T18-06,49576,megawatthours,2023-02-28,17
3675,2023-02-28T19-06,49137,megawatthours,2023-02-28,18
3674,2023-02-28T20-06,48965,megawatthours,2023-02-28,19
3673,2023-02-28T21-06,47698,megawatthours,2023-02-28,20
3672,2023-02-28T22-06,45993,megawatthours,2023-02-28,21
3671,2023-02-28T23-06,43705,megawatthours,2023-02-28,22
3670,2023-03-01T00-06,41448,megawatthours,2023-02-28,23
3669,2023-03-01T01-06,39342,megawatthours,2023-03-01,0
3668,2023-03-01T02-06,38026,megawatthours,2023-03-01,1
3667,2023-03-01T03-06,36951,megawatthours,2023-03-01,2
3666,2023-03-01T04-06,36349,megawatthours,2023-03-01,3
3665,2023-03-01T05-06,36687,megawatthours,2023-03-01,4
3664,2023-03-01T06-06,38211,megawatthours,2023-03-01,5
3663,2023-03-01T07-06,41070,megawatthours,2023-03-01,6
3662,2023-03-01T08-06,42451,megawatthours,2023-03-01,7
3661,2023-03-01T09-06,43375,megawatthours,2023-03-01,8
3660,2023-03-01T10-06,44631,megawatthours,2023-03-01,9
3659,2023-03-01T11-06,45743,megawatthours,2023-03-01,10
3658,2023-03-01T12-06,46920,megawatthours,2023-03-01,11
3657,2023-03-01T13-06,47828,megawatthours,2023-03-01,12
3656,2023-03-01T14-06,48771,megawatthours,2023-03-01,13
3655,2023-03-01T15-06,49257,megawatthours,2023-03-01,14
3654,2023-03-01T16-06,49964,megawatthours,2023-03-01,15
3653,2023-03-01T17-06,50365,megawatthours,2023-03-01,16
3652,2023-03-01T18-06,49851,megawatthours,2023-03-01,17
3651,2023-03-01T19-06,49790,megawatthours,2023-03-01,18
3650,2023-03-01T20-06,49666,megawatthours,2023-03-01,19
3649,2023-03-01T21-06,48517,megawatthours,2023-03-01,20
3648,2023-03-01T22-06,47016,megawatthours,2023-03-01,21
3647,2023-03-01T23-06,44378,megawatthours,2023-03-01,22
3646,2023-03-02T00-06,41670,megawatthours,2023-03-01,23
3645,2023-03-02T01-06,39515,megawatthours,2023-03-02,0
3644,2023-03-02T02-06,38443,megawatthours,2023-03-02,1
3643,2023-03-02T03-06,37552,megawatthours,2023-03-02,2
3642,2023-03-02T04-06,37247,megawatthours,2023-03-02,3
3641,2023-03-02T05-06,37541,megawatthours,2023-03-02,4
3640,2023-03-02T06-06,39230,megawatthours,2023-03-02,5
3639,2023-03-02T07-06,42052,megawatthours,2023-03-02,6
3638,2023-03-02T08-06,43295,megawatthours,2023-03-02,7
3637,2023-03-02T09-06,44004,megawatthours,2023-03-02,8
3636,2023-03-02T10-06,45177,megawatthours,2023-03-02,9
3635,2023-03-02T11-06,46057,megawatthours,2023-03-02,10
3634,2023-03-02T12-06,46969,megawatthours,2023-03-02,11
3633,2023-03-02T13-06,47515,megawatthours,2023-03-02,12
3632,2023-03-02T14-06,48235,megawatthours,2023-03-02,13
3631,2023-03-02T15-06,48669,megawatthours,2023-03-02,14
3630,2023-03-02T16-06,48872,megawatthours,2023-03-02,15
3629,2023-03-02T17-06,49300,megawatthours,2023-03-02,16
3628,2023-03-02T18-06,49338,megawatthours,2023-03-02,17
3627,2023-03-02T19-06,48505,megawatthours,2023-03-02,18
3626,2023-03-02T20-06,47334,megawatthours,2023-03-02,19
3625,2023-03-02T21-06,45659,megawatthours,2023-03-02,20
3624,2023-03-02T22-06,44088,megawatthours,2023-03-02,21
3623,2023-03-02T23-06,41969,megawatthours,2023-03-02,22
3622,2023-03-03T00-06,39155,megawatthours,2023-03-02,23
3621,2023-03-03T01-06,36872,megawatthours,2023-03-03,0
3620,2023-03-03T02-06,35444,megawatthours,2023-03-03,1
3619,2023-03-03T03-06,34826,megawatthours,2023-03-03,2
3618,2023-03-03T04-06,34838,megawatthours,2023-03-03,3
3617,2023-03-03T05-06,35524,megawatthours,2023-03-03,4
3616,2023-03-03T06-06,37410,megawatthours,2023-03-03,5
3615,2023-03-03T07-06,40696,megawatthours,2023-03-03,6
3614,2023-03-03T08-06,42232,megawatthours,2023-03-03,7
3613,2023-03-03T09-06,42464,megawatthours,2023-03-03,8
3612,2023-03-03T10-06,42413,megawatthours,2023-03-03,9
3611,2023-03-03T11-06,41898,megawatthours,2023-03-03,10
3610,2023-03-03T12-06,41521,megawatthours,2023-03-03,11
3609,2023-03-03T13-06,41161,megawatthours,2023-03-03,12
3608,2023-03-03T14-06,41235,megawatthours,2023-03-03,13
3607,2023-03-03T15-06,41547,megawatthours,2023-03-03,14
3606,2023-03-03T16-06,41998,megawatthours,2023-03-03,15
3605,2023-03-03T17-06,42615,megawatthours,2023-03-03,16
3604,2023-03-03T18-06,42652,megawatthours,2023-03-03,17
3603,2023-03-03T19-06,42747,megawatthours,2023-03-03,18
3602,2023-03-03T20-06,42646,megawatthours,2023-03-03,19
3601,2023-03-03T21-06,42412,megawatthours,2023-03-03,20
3600,2023-03-03T22-06,41617,megawatthours,2023-03-03,21
3599,2023-03-03T23-06,40239,megawatthours,2023-03-03,22
3598,2023-03-04T00-06,38877,megawatthours,2023-03-03,23
3597,2023-03-04T01-06,37361,megawatthours,2023-03-04,0
3596,2023-03-04T02-06,36665,megawatthours,2023-03-04,1
3595,2023-03-04T03-06,36328,megawatthours,2023-03-04,2
3594,2023-03-04T04-06,36286,megawatthours,2023-03-04,3
3593,2023-03-04T05-06,36444,megawatthours,2023-03-04,4
3592,2023-03-04T06-06,37180,megawatthours,2023-03-04,5
3591,2023-03-04T07-06,38521,megawatthours,2023-03-04,6
3590,2023-03-04T08-06,39629,megawatthours,2023-03-04,7
3589,2023-03-04T09-06,40632,megawatthours,2023-03-04,8
3588,2023-03-04T10-06,40701,megawatthours,2023-03-04,9
3587,2023-03-04T11-06,40209,megawatthours,2023-03-04,10
3586,2023-03-04T12-06,39963,megawatthours,2023-03-04,11
3585,2023-03-04T13-06,39957,megawatthours,2023-03-04,12
3584,2023-03-04T14-06,40425,megawatthours,2023-03-04,13
3583,2023-03-04T15-06,41274,megawatthours,2023-03-04,14
3582,2023-03-04T16-06,42230,megawatthours,2023-03-04,15
3581,2023-03-04T17-06,43127,megawatthours,2023-03-04,16
3580,2023-03-04T18-06,43167,megawatthours,2023-03-04,17
3579,2023-03-04T19-06,42251,megawatthours,2023-03-04,18
3578,2023-03-04T20-06,42231,megawatthours,2023-03-04,19
3577,2023-03-04T21-06,41521,megawatthours,2023-03-04,20
3576,2023-03-04T22-06,40497,megawatthours,2023-03-04,21
3575,2023-03-04T23-06,38743,megawatthours,2023-03-04,22
3574,2023-03-05T00-06,37226,megawatthours,2023-03-04,23
3573,2023-03-05T01-06,35832,megawatthours,2023-03-05,0
3572,2023-03-05T02-06,34938,megawatthours,2023-03-05,1
3571,2023-03-05T03-06,34458,megawatthours,2023-03-05,2
3570,2023-03-05T04-06,34246,megawatthours,2023-03-05,3
3569,2023-03-05T05-06,34223,megawatthours,2023-03-05,4
3568,2023-03-05T06-06,34700,megawatthours,2023-03-05,5
3567,2023-03-05T07-06,35565,megawatthours,2023-03-05,6
3566,2023-03-05T08-06,36548,megawatthours,2023-03-05,7
3565,2023-03-05T09-06,37686,megawatthours,2023-03-05,8
3564,2023-03-05T10-06,38938,megawatthours,2023-03-05,9
3563,2023-03-05T11-06,39594,megawatthours,2023-03-05,10
3562,2023-03-05T12-06,40389,megawatthours,2023-03-05,11
3561,2023-03-05T13-06,41196,megawatthours,2023-03-05,12
3560,2023-03-05T14-06,42302,megawatthours,2023-03-05,13
3559,2023-03-05T15-06,43525,megawatthours,2023-03-05,14
3558,2023-03-05T16-06,44747,megawatthours,2023-03-05,15
3557,2023-03-05T17-06,45503,megawatthours,2023-03-05,16
3556,2023-03-05T18-06,45752,megawatthours,2023-03-05,17
3555,2023-03-05T19-06,45195,megawatthours,2023-03-05,18
3554,2023-03-05T20-06,45577,megawatthours,2023-03-05,19
3553,2023-03-05T21-06,44947,megawatthours,2023-03-05,20
3552,2023-03-05T22-06,43510,megawatthours,2023-03-05,21
3551,2023-03-05T23-06,40988,megawatthours,2023-03-05,22
3550,2023-03-06T00-06,38442,megawatthours,2023-03-05,23
3549,2023-03-06T01-06,36550,megawatthours,2023-03-06,0
3548,2023-03-06T02-06,35585,megawatthours,2023-03-06,1
3547,2023-03-06T03-06,35133,megawatthours,2023-03-06,2
3546,2023-03-06T04-06,35146,megawatthours,2023-03-06,3
3545,2023-03-06T05-06,35581,megawatthours,2023-03-06,4
3544,2023-03-06T06-06,37329,megawatthours,2023-03-06,5
3543,2023-03-06T07-06,40227,megawatthours,2023-03-06,6
3542,2023-03-06T08-06,41617,megawatthours,2023-03-06,7
3541,2023-03-06T09-06,42370,megawatthours,2023-03-06,8
3540,2023-03-06T10-06,43296,megawatthours,2023-03-06,9
3539,2023-03-06T11-06,44108,megawatthours,2023-03-06,10
3538,2023-03-06T12-06,45095,megawatthours,2023-03-06,11
3537,2023-03-06T13-06,46149,megawatthours,2023-03-06,12
3536,2023-03-06T14-06,47659,megawatthours,2023-03-06,13
3535,2023-03-06T15-06,48845,megawatthours,2023-03-06,14
3534,2023-03-06T16-06,50101,megawatthours,2023-03-06,15
