,period,respondent-name,value,value-units
45597,2024-02-28T19,Tennessee,16616.43,megawatthours
45596,2024-02-28T20,Tennessee,16779.72,megawatthours
45595,2024-02-28T21,Tennessee,16911.96,megawatthours
45594,2024-02-28T22,Tennessee,17089.6,megawatthours
45593,2024-02-28T23,Tennessee,17887.22,megawatthours
45592,2024-02-29T00,Tennessee,18868.96,megawatthours
45591,2024-02-29T01,Tennessee,19970.07,megawatthours
45590,2024-02-29T02,Tennessee,19987.59,megawatthours
45589,2024-02-29T03,Tennessee,20011.01,megawatthours
45588,2024-02-29T04,Tennessee,19669.4,megawatthours
45587,2024-02-29T05,Tennessee,19202.57,megawatthours
45586,2024-02-29T06,Tennessee,18767.04,megawatthours
45585,2024-02-29T07,Tennessee,18793.62,megawatthours
45584,2024-02-29T08,Tennessee,18695.68,megawatthours
45583,2024-02-29T09,Tennessee,18867.95,megawatthours
45582,2024-02-29T10,Tennessee,19091.32,megawatthours
45581,2024-02-29T11,Tennessee,19906.57,megawatthours
45580,2024-02-29T12,Tennessee,21548.42,megawatthours
45579,2024-02-29T13,Tennessee,23132.8,megawatthours
45578,2024-02-29T14,Tennessee,23078.62,megawatthours
45577,2024-02-29T15,Tennessee,22319.22,megawatthours
45576,2024-02-29T16,Tennessee,21314.52,megawatthours
45575,2024-02-29T17,Tennessee,20537.94,megawatthours
45574,2024-02-29T18,Tennessee,19784.51,megawatthours
45573,2024-02-29T19,Tennessee,19120.4,megawatthours
45572,2024-02-29T20,Tennessee,18662.92,megawatthours
45571,2024-02-29T21,Tennessee,18443.35,megawatthours
45570,2024-02-29T22,Tennessee,18511.68,megawatthours
45569,2024-02-29T23,Tennessee,18948.88,megawatthours
45568,2024-03-01T00,Tennessee,19809.61,megawatthours
45567,2024-03-01T01,Tennessee,20803.92,megawatthours
45566,2024-03-01T02,Tennessee,20671.48,megawatthours
45565,2024-03-01T03,Tennessee,20371.6,megawatthours
45564,2024-03-01T04,Tennessee,19731.34,megawatthours
45563,2024-03-01T05,Tennessee,18914.22,megawatthours
45562,2024-03-01T06,Tennessee,18188.47,megawatthours
45561,2024-03-01T07,Tennessee,17766.25,megawatthours
45560,2024-03-01T08,Tennessee,17572.31,megawatthours
45559,2024-03-01T09,Tennessee,17432.14,megawatthours
45558,2024-03-01T10,Tennessee,17263.94,megawatthours
45557,2024-03-01T11,Tennessee,17466.26,megawatthours
45556,2024-03-01T12,Tennessee,18541.18,megawatthours
45555,2024-03-01T13,Tennessee,19794.25,megawatthours
45554,2024-03-01T14,Tennessee,20106.66,megawatthours
45553,2024-03-01T15,Tennessee,20247.83,megawatthours
45552,2024-03-01T16,Tennessee,20301.68,megawatthours
45551,2024-03-01T17,Tennessee,20478.73,megawatthours
45550,2024-03-01T18,Tennessee,20429.71,megawatthours
45549,2024-03-01T19,Tennessee,20374.6,megawatthours
45548,2024-03-01T20,Tennessee,19977.47,megawatthours
45547,2024-03-01T21,Tennessee,19652.61,megawatthours
45546,2024-03-01T22,Tennessee,19443.84,megawatthours
45545,2024-03-01T23,Tennessee,19544.55,megawatthours
45544,2024-03-02T00,Tennessee,19837.04,megawatthours
45543,2024-03-02T01,Tennessee,19872.25,megawatthours
45542,2024-03-02T02,Tennessee,19472.5,megawatthours
45541,2024-03-02T03,Tennessee,18879.09,megawatthours
45540,2024-03-02T04,Tennessee,18343.32,megawatthours
45539,2024-03-02T05,Tennessee,17515.85,megawatthours
45538,2024-03-02T06,Tennessee,16533.99,megawatthours
45537,2024-03-02T07,Tennessee,16207.8,megawatthours
45536,2024-03-02T08,Tennessee,15817.29,megawatthours
45535,2024-03-02T09,Tennessee,15524.8,megawatthours
45534,2024-03-02T10,Tennessee,15377.8,megawatthours
45533,2024-03-02T11,Tennessee,15561.21,megawatthours
45532,2024-03-02T12,Tennessee,16015.65,megawatthours
45531,2024-03-02T13,Tennessee,16455.39,megawatthours
45530,2024-03-02T14,Tennessee,17088.67,megawatthours
45529,2024-03-02T15,Tennessee,17464.87,megawatthours
45528,2024-03-02T16,Tennessee,17410.29,megawatthours
45527,2024-03-02T17,Tennessee,17233.57,megawatthours
45526,2024-03-02T18,Tennessee,16691.89,megawatthours
45525,2024-03-02T19,Tennessee,16212.28,megawatthours
45524,2024-03-02T20,Tennessee,15791.27,megawatthours
45523,2024-03-02T21,Tennessee,15360.12,megawatthours
45522,2024-03-02T22,Tennessee,15144.61,megawatthours
45521,2024-03-02T23,Tennessee,15305.64,megawatthours
45520,2024-03-03T00,Tennessee,15704.34,megawatthours
45519,2024-03-03T01,Tennessee,16498.09,megawatthours
45518,2024-03-03T02,Tennessee,16447.34,megawatthours
45517,2024-03-03T03,Tennessee,16365.94,megawatthours
45516,2024-03-03T04,Tennessee,16032.15,megawatthours
45515,2024-03-03T05,Tennessee,15632.4,megawatthours
45514,2024-03-03T06,Tennessee,15257.23,megawatthours
45513,2024-03-03T07,Tennessee,15036.76,megawatthours
45512,2024-03-03T08,Tennessee,14898.2,megawatthours
45511,2024-03-03T09,Tennessee,14888.64,megawatthours
45510,2024-03-03T10,Tennessee,15079.95,megawatthours
45509,2024-03-03T11,Tennessee,15251.05,megawatthours
45508,2024-03-03T12,Tennessee,15658.61,megawatthours
45507,2024-03-03T13,Tennessee,16216.64,megawatthours
45506,2024-03-03T14,Tennessee,16585.87,megawatthours
45505,2024-03-03T15,Tennessee,16752.43,megawatthours
45504,2024-03-03T16,Tennessee,16611.34,megawatthours
45503,2024-03-03T17,Tennessee,16018.38,megawatthours
45502,2024-03-03T18,Tennessee,15594.31,megawatthours
45501,2024-03-03T19,Tennessee,15400.53,megawatthours
45500,2024-03-03T20,Tennessee,15275.7,megawatthours
45499,2024-03-03T21,Tennessee,15199.06,megawatthours
45498,2024-03-03T22,Tennessee,15131.08,megawatthours
45497,2024-03-03T23,Tennessee,15394.3,megawatthours
45496,2024-03-04T00,Tennessee,15994.12,megawatthours
45495,2024-03-04T01,Tennessee,16701.73,megawatthours
45494,2024-03-04T02,Tennessee,16797.75,megawatthours
45493,2024-03-04T03,Tennessee,16364.71,megawatthours
45492,2024-03-04T04,Tennessee,15520.96,megawatthours
45491,2024-03-04T05,Tennessee,14805.55,megawatthours
45490,2024-03-04T06,Tennessee,14088.56,megawatthours
45489,2024-03-04T07,Tennessee,13621.85,megawatthours
45488,2024-03-04T08,Tennessee,13489.22,megawatthours
45487,2024-03-04T09,Tennessee,13607.11,megawatthours
45486,2024-03-04T10,Tennessee,13630.01,megawatthours
45485,2024-03-04T11,Tennessee,14016.47,megawatthours
45484,2024-03-04T12,Tennessee,15213.16,megawatthours
45483,2024-03-04T13,Tennessee,16176.83,megawatthours
45482,2024-03-04T14,Tennessee,16515.35,megawatthours
45481,2024-03-04T15,Tennessee,16363.46,megawatthours
45480,2024-03-04T16,Tennessee,16346.8,megawatthours
45479,2024-03-04T17,Tennessee,16747.96,megawatthours
45478,2024-03-04T18,Tennessee,16971.34,megawatthours
45477,2024-03-04T19,Tennessee,17124.18,megawatthours
45476,2024-03-04T20,Tennessee,17218.7,megawatthours
45475,2024-03-04T21,Tennessee,17214.23,megawatthours
45474,2024-03-04T22,Tennessee,17174.7,megawatthours
45473,2024-03-04T23,Tennessee,17388.05,megawatthours
45472,2024-03-05T00,Tennessee,17593.01,megawatthours
45471,2024-03-05T01,Tennessee,18224.91,megawatthours
45470,2024-03-05T02,Tennessee,17895.31,megawatthours
45469,2024-03-05T03,Tennessee,17167.73,megawatthours
45468,2024-03-05T04,Tennessee,16234.51,megawatthours
45467,2024-03-05T05,Tennessee,15096.44,megawatthours
45466,2024-03-05T06,Tennessee,14456.33,megawatthours
45465,2024-03-05T07,Tennessee,13957.54,megawatthours
45464,2024-03-05T08,Tennessee,13538.81,megawatthours
45463,2024-03-05T09,Tennessee,13493.16,megawatthours
45462,2024-03-05T10,Tennessee,13403.51,megawatthours
45461,2024-03-05T11,Tennessee,13524.23,megawatthours
45460,2024-03-05T12,Tennessee,14586.48,megawatthours
45459,2024-03-05T13,Tennessee,15633.29,megawatthours
45458,2024-03-05T14,Tennessee,16030.01,megawatthours
45457,2024-03-05T15,Tennessee,16182.53,megawatthours
45456,2024-03-05T16,Tennessee,16262.06,megawatthours
45455,2024-03-05T17,Tennessee,16693.69,megawatthours
45454,2024-03-05T18,Tennessee,16869.83,megawatthours
45453,2024-03-05T19,Tennessee,16922.92,megawatthours
45452,2024-03-05T20,Tennessee,16786.04,megawatthours
45451,2024-03-05T21,Tennessee,16713.62,megawatthours
45450,2024-03-05T22,Tennessee,16618.57,megawatthours
45449,2024-03-05T23,Tennessee,16952.6,megawatthours
45448,2024-03-06T00,Tennessee,17426.88,megawatthours
45447,2024-03-06T01,Tennessee,17855.08,megawatthours
45446,2024-03-06T02,Tennessee,17592.95,megawatthours
45445,2024-03-06T03,Tennessee,17059.3,megawatthours
45444,2024-03-06T04,Tennessee,16300.72,megawatthours
45443,2024-03-06T05,Tennessee,15268.12,megawatthours
45442,2024-03-06T06,Tennessee,14521.11,megawatthours
45441,2024-03-06T07,Tennessee,14019.59,megawatthours
45440,2024-03-06T08,Tennessee,13766.5,megawatthours
45439,2024-03-06T09,Tennessee,13646.28,megawatthours
45438,2024-03-06T10,Tennessee,13474.42,megawatthours
45437,2024-03-06T11,Tennessee,13742.6,megawatthours
45436,2024-03-06T12,Tennessee,14809.8,megawatthours
45435,2024-03-06T13,Tennessee,15966.56,megawatthours
45434,2024-03-06T14,Tennessee,16257.54,megawatthours
45433,2024-03-06T15,Tennessee,16600.04,megawatthours
45432,2024-03-06T16,Tennessee,16726.77,megawatthours
45431,2024-03-06T17,Tennessee,17014.38,megawatthours
45430,2024-03-06T18,Tennessee,17007.88,megawatthours
45429,2024-03-06T19,Tennessee,16980.06,megawatthours
45428,2024-03-06T20,Tennessee,16871.13,megawatthours
45427,2024-03-06T21,Tennessee,16812.82,megawatthours
45426,2024-03-06T22,Tennessee,16896.52,megawatthours
45425,2024-03-06T23,Tennessee,17105.16,megawatthours
45424,2024-03-07T00,Tennessee,17445.15,megawatthours
45423,2024-03-07T01,Tennessee,17873.54,megawatthours
45422,2024-03-07T02,Tennessee,17691.97,megawatthours
45421,2024-03-07T03,Tennessee,17347.96,megawatthours
45420,2024-03-07T04,Tennessee,16448.46,megawatthours
45419,2024-03-07T05,Tennessee,15501.79,megawatthours
45418,2024-03-07T06,Tennessee,14879.34,megawatthours
45417,2024-03-07T07,Tennessee,14501.21,megawatthours
45416,2024-03-07T08,Tennessee,14245.39,megawatthours
45415,2024-03-07T09,Tennessee,14131.41,megawatthours
45414,2024-03-07T10,Tennessee,14037.73,megawatthours
45413,2024-03-07T11,Tennessee,14375.7,megawatthours
45412,2024-03-07T12,Tennessee,15460,megawatthours
45411,2024-03-07T13,Tennessee,16543.64,megawatthours
45410,2024-03-07T14,Tennessee,16810.76,megawatthours
45409,2024-03-07T15,Tennessee,16697.29,megawatthours
45408,2024-03-07T16,Tennessee,16543.94,megawatthours
45407,2024-03-07T17,Tennessee,16750.89,megawatthours
45406,2024-03-07T18,Tennessee,16828.76,megawatthours
45405,2024-03-07T19,Tennessee,16795.25,megawatthours
45404,2024-03-07T20,Tennessee,16826.01,megawatthours
45403,2024-03-07T21,Tennessee,16720.75,megawatthours
45402,2024-03-07T22,Tennessee,16708.9,megawatthours
45401,2024-03-07T23,Tennessee,16738.11,megawatthours
45400,2024-03-08T00,Tennessee,17131.35,megawatthours
45399,2024-03-08T01,Tennessee,17601.46,megawatthours
45398,2024-03-08T02,Tennessee,17185.76,megawatthours
45397,2024-03-08T03,Tennessee,16842.88,megawatthours
45396,2024-03-08T04,Tennessee,16228.24,megawatthours
45395,2024-03-08T05,Tennessee,15524.11,megawatthours
45394,2024-03-08T06,Tennessee,14626.51,megawatthours
45393,2024-03-08T07,Tennessee,14102.04,megawatthours
45392,2024-03-08T08,Tennessee,13552.1,megawatthours
45391,2024-03-08T09,Tennessee,13526.2,megawatthours
45390,2024-03-08T10,Tennessee,13475.73,megawatthours
45389,2024-03-08T11,Tennessee,13639.84,megawatthours
45388,2024-03-08T12,Tennessee,14684.67,megawatthours
45387,2024-03-08T13,Tennessee,15689.47,megawatthours
45386,2024-03-08T14,Tennessee,16096.2,megawatthours
45385,2024-03-08T15,Tennessee,16248.86,megawatthours
45384,2024-03-08T16,Tennessee,16398.86,megawatthours
45383,2024-03-08T17,Tennessee,16833.71,megawatthours
45382,2024-03-08T18,Tennessee,16801.38,megawatthours
45381,2024-03-08T19,Tennessee,16757.64,megawatthours
45380,2024-03-08T20,Tennessee,16570.63,megawatthours
45379,2024-03-08T21,Tennessee,16310.96,megawatthours
45378,2024-03-08T22,Tennessee,16458.55,megawatthours
45377,2024-03-08T23,Tennessee,16570.2,megawatthours
45376,2024-03-09T00,Tennessee,16915.88,megawatthours
45375,2024-03-09T01,Tennessee,17140.94,megawatthours
45374,2024-03-09T02,Tennessee,16775.24,megawatthours
45373,2024-03-09T03,Tennessee,16427.38,megawatthours
45372,2024-03-09T04,Tennessee,15900.36,megawatthours
45371,2024-03-09T05,Tennessee,15153.97,megawatthours
45370,2024-03-09T06,Tennessee,14299.64,megawatthours
45369,2024-03-09T07,Tennessee,13731.84,megawatthours
45368,2024-03-09T08,Tennessee,13401.87,megawatthours
45367,2024-03-09T09,Tennessee,13188.2,megawatthours
45366,2024-03-09T10,Tennessee,13191.18,megawatthours
45365,2024-03-09T11,Tennessee,13332.65,megawatthours
45364,2024-03-09T12,Tennessee,13791.23,megawatthours
45363,2024-03-09T13,Tennessee,14316.07,megawatthours
45362,2024-03-09T14,Tennessee,14962.14,megawatthours
45361,2024-03-09T15,Tennessee,15662.71,megawatthours
45360,2024-03-09T16,Tennessee,16289.08,megawatthours
45359,2024-03-09T17,Tennessee,16439.73,megawatthours
45358,2024-03-09T18,Tennessee,16534.9,megawatthours
45357,2024-03-09T19,Tennessee,16343.22,megawatthours
45356,2024-03-09T20,Tennessee,16247.46,megawatthours
45355,2024-03-09T21,Tennessee,16363.33,megawatthours
45354,2024-03-09T22,Tennessee,16484.81,megawatthours
45353,2024-03-09T23,Tennessee,16685.97,megawatthours
45352,2024-03-10T00,Tennessee,17204.42,megawatthours
45351,2024-03-10T01,Tennessee,17587.08,megawatthours
45350,2024-03-10T02,Tennessee,17527.11,megawatthours
45349,2024-03-10T03,Tennessee,17387.37,megawatthours
45348,2024-03-10T04,Tennessee,17096.35,megawatthours
45347,2024-03-10T05,Tennessee,16570.62,megawatthours
45346,2024-03-10T06,Tennessee,16090.02,megawatthours
45345,2024-03-10T07,Tennessee,15974.74,megawatthours
45344,2024-03-10T08,Tennessee,15904.04,megawatthours
45343,2024-03-10T09,Tennessee,16061.38,megawatthours
45342,2024-03-10T10,Tennessee,16448.77,megawatthours
45341,2024-03-10T11,Tennessee,17102.59,megawatthours
45340,2024-03-10T12,Tennessee,17900.6,megawatthours
45339,2024-03-10T13,Tennessee,18659.4,megawatthours
45338,2024-03-10T14,Tennessee,18781.1,megawatthours
45337,2024-03-10T15,Tennessee,18146.6,megawatthours
45336,2024-03-10T16,Tennessee,17493.35,megawatthours
45335,2024-03-10T17,Tennessee,17014.16,megawatthours
45334,2024-03-10T18,Tennessee,16724.35,megawatthours
45333,2024-03-10T19,Tennessee,16252.53,megawatthours
45332,2024-03-10T20,Tennessee,15625.24,megawatthours
45331,2024-03-10T21,Tennessee,15546.67,megawatthours
45330,2024-03-10T22,Tennessee,15511.56,megawatthours
45329,2024-03-10T23,Tennessee,15838.2,megawatthours
45328,2024-03-11T00,Tennessee,16582.94,megawatthours
45327,2024-03-11T01,Tennessee,17885.73,megawatthours
45326,2024-03-11T02,Tennessee,18212.12,megawatthours
45325,2024-03-11T03,Tennessee,18106.77,megawatthours
45324,2024-03-11T04,Tennessee,17523.4,megawatthours
45323,2024-03-11T05,Tennessee,17141.49,megawatthours
45322,2024-03-11T06,Tennessee,17025.96,megawatthours
45321,2024-03-11T07,Tennessee,17198.81,megawatthours
45320,2024-03-11T08,Tennessee,17581.89,megawatthours
45319,2024-03-11T09,Tennessee,18078.45,megawatthours
45318,2024-03-11T10,Tennessee,18791.7,megawatthours
45317,2024-03-11T11,Tennessee,20321,megawatthours
45316,2024-03-11T12,Tennessee,21876.93,megawatthours
45315,2024-03-11T13,Tennessee,22471.49,megawatthours
45314,2024-03-11T14,Tennessee,21656.37,megawatthours
45313,2024-03-11T15,Tennessee,20134.56,megawatthours
45312,2024-03-11T16,Tennessee,19332,megawatthours
45311,2024-03-11T17,Tennessee,18676.7,megawatthours
45310,2024-03-11T18,Tennessee,17939.29,megawatthours
45309,2024-03-11T19,Tennessee,17375.94,megawatthours
45308,2024-03-11T20,Tennessee,16826.42,megawatthours
45307,2024-03-11T21,Tennessee,16463.33,megawatthours
45306,2024-03-11T22,Tennessee,16410.56,megawatthours
45305,2024-03-11T23,Tennessee,16579.28,megawatthours
45304,2024-03-12T00,Tennessee,17051.43,megawatthours
45303,2024-03-12T01,Tennessee,17933.62,megawatthours
45302,2024-03-12T02,Tennessee,17854.15,megawatthours
45301,2024-03-12T03,Tennessee,17662.22,megawatthours
45300,2024-03-12T04,Tennessee,17026.39,megawatthours
45299,2024-03-12T05,Tennessee,16505.28,megawatthours
45298,2024-03-12T06,Tennessee,16473.45,megawatthours
45297,2024-03-12T07,Tennessee,16495.54,megawatthours
45296,2024-03-12T08,Tennessee,16897.28,megawatthours
45295,2024-03-12T09,Tennessee,17153.8,megawatthours
45294,2024-03-12T10,Tennessee,17855.45,megawatthours
45293,2024-03-12T11,Tennessee,19319.27,megawatthours
45292,2024-03-12T12,Tennessee,20831.75,megawatthours
45291,2024-03-12T13,Tennessee,21297.46,megawatthours
45290,2024-03-12T14,Tennessee,20270.88,megawatthours
45289,2024-03-12T15,Tennessee,18835.46,megawatthours
45288,2024-03-12T16,Tennessee,17961.2,megawatthours
45287,2024-03-12T17,Tennessee,17287.63,megawatthours
45286,2024-03-12T18,Tennessee,16811.1,megawatthours
45285,2024-03-12T19,Tennessee,16484.17,megawatthours
45284,2024-03-12T20,Tennessee,16295.2,megawatthours
45283,2024-03-12T21,Tennessee,16216.22,megawatthours
45282,2024-03-12T22,Tennessee,16244.81,megawatthours
45281,2024-03-12T23,Tennessee,16271.53,megawatthours
45280,2024-03-13T00,Tennessee,16580.97,megawatthours
45279,2024-03-13T01,Tennessee,17221.06,megawatthours
45278,2024-03-13T02,Tennessee,16990.41,megawatthours
45277,2024-03-13T03,Tennessee,16333.12,megawatthours
45276,2024-03-13T04,Tennessee,15496.07,megawatthours
45275,2024-03-13T05,Tennessee,14865.81,megawatthours
45274,2024-03-13T06,Tennessee,14555.02,megawatthours
45273,2024-03-13T07,Tennessee,14544.58,megawatthours
45272,2024-03-13T08,Tennessee,14616.52,megawatthours
45271,2024-03-13T09,Tennessee,14762.81,megawatthours
45270,2024-03-13T10,Tennessee,15210.07,megawatthours
45269,2024-03-13T11,Tennessee,16346.01,megawatthours
45268,2024-03-13T12,Tennessee,17723.15,megawatthours
45267,2024-03-13T13,Tennessee,18051.61,megawatthours
45266,2024-03-13T14,Tennessee,17616.94,megawatthours
45265,2024-03-13T15,Tennessee,16749.02,megawatthours
45264,2024-03-13T16,Tennessee,16566.74,megawatthours
45263,2024-03-13T17,Tennessee,16268.51,megawatthours
45262,2024-03-13T18,Tennessee,16366.68,megawatthours
45261,2024-03-13T19,Tennessee,16244.41,megawatthours
45260,2024-03-13T20,Tennessee,16305.77,megawatthours
45259,2024-03-13T21,Tennessee,16447.79,megawatthours
45258,2024-03-13T22,Tennessee,16701.32,megawatthours
45257,2024-03-13T23,Tennessee,17016.26,megawatthours
45256,2024-03-14T00,Tennessee,17168.07,megawatthours
45255,2024-03-14T01,Tennessee,17312.5,megawatthours
45254,2024-03-14T02,Tennessee,17146.22,megawatthours
45253,2024-03-14T03,Tennessee,16278.59,megawatthours
45252,2024-03-14T04,Tennessee,15336.43,megawatthours
45251,2024-03-14T05,Tennessee,14360.68,megawatthours
45250,2024-03-14T06,Tennessee,13940.22,megawatthours
45249,2024-03-14T07,Tennessee,13602.07,megawatthours
45248,2024-03-14T08,Tennessee,13417.31,megawatthours
45247,2024-03-14T09,Tennessee,13559.63,megawatthours
45246,2024-03-14T10,Tennessee,13678.72,megawatthours
45245,2024-03-14T11,Tennessee,14764.81,megawatthours
45244,2024-03-14T12,Tennessee,15992.17,megawatthours
45243,2024-03-14T13,Tennessee,16367.43,megawatthours
45242,2024-03-14T14,Tennessee,16335.76,megawatthours
45241,2024-03-14T15,Tennessee,16270.2,megawatthours
45240,2024-03-14T16,Tennessee,16529.12,megawatthours
45239,2024-03-14T17,Tennessee,16786.95,megawatthours
45238,2024-03-14T18,Tennessee,17095.17,megawatthours
45237,2024-03-14T19,Tennessee,17388.61,megawatthours
45236,2024-03-14T20,Tennessee,17430.43,megawatthours
45235,2024-03-14T21,Tennessee,17616.78,megawatthours
45234,2024-03-14T22,Tennessee,17755.69,megawatthours
45233,2024-03-14T23,Tennessee,17878.13,megawatthours
45232,2024-03-15T00,Tennessee,17893.9,megawatthours
45231,2024-03-15T01,Tennessee,18272.18,megawatthours
45230,2024-03-15T02,Tennessee,17713.12,megawatthours
45229,2024-03-15T03,Tennessee,17071.05,megawatthours
