,period,respondent-name,value,value-units
3827,2019-01-22T12,Tennessee,24946,megawatthours
3826,2019-01-22T13,Tennessee,26168,megawatthours
3825,2019-01-22T14,Tennessee,25806,megawatthours
3824,2019-01-22T15,Tennessee,24366,megawatthours
3823,2019-01-22T16,Tennessee,22963,megawatthours
3822,2019-01-22T17,Tennessee,22003,megawatthours
3821,2019-01-22T18,Tennessee,21045,megawatthours
3820,2019-01-22T19,Tennessee,20313,megawatthours
3819,2019-01-22T20,Tennessee,19893,megawatthours
3818,2019-01-22T21,Tennessee,19517,megawatthours
3817,2019-01-22T22,Tennessee,19581,megawatthours
3816,2019-01-22T23,Tennessee,20221,megawatthours
3815,2019-01-23T00,Tennessee,21273,megawatthours
3814,2019-01-23T01,Tennessee,21490,megawatthours
3813,2019-01-23T02,Tennessee,21109,megawatthours
3812,2019-01-23T03,Tennessee,20416,megawatthours
3811,2019-01-23T04,Tennessee,19532,megawatthours
3810,2019-01-23T05,Tennessee,18547,megawatthours
3809,2019-01-23T06,Tennessee,17711,megawatthours
3808,2019-01-23T07,Tennessee,17251,megawatthours
3807,2019-01-23T08,Tennessee,16799,megawatthours
3806,2019-01-23T09,Tennessee,16616,megawatthours
3805,2019-01-23T10,Tennessee,16665,megawatthours
3804,2019-01-23T11,Tennessee,17178,megawatthours
3803,2019-01-23T12,Tennessee,18151,megawatthours
3802,2019-01-23T13,Tennessee,19357,megawatthours
3801,2019-01-23T14,Tennessee,19308,megawatthours
3800,2019-01-23T15,Tennessee,18968,megawatthours
3799,2019-01-23T16,Tennessee,18742,megawatthours
3798,2019-01-23T17,Tennessee,18674,megawatthours
3797,2019-01-23T18,Tennessee,18338,megawatthours
3796,2019-01-23T19,Tennessee,18399,megawatthours
3795,2019-01-23T20,Tennessee,18237,megawatthours
3794,2019-01-23T21,Tennessee,18241,megawatthours
3793,2019-01-23T22,Tennessee,18493,megawatthours
3792,2019-01-23T23,Tennessee,19169,megawatthours
3791,2019-01-24T00,Tennessee,19886,megawatthours
3790,2019-01-24T01,Tennessee,20089,megawatthours
3789,2019-01-24T02,Tennessee,20024,megawatthours
3788,2019-01-24T03,Tennessee,19597,megawatthours
3787,2019-01-24T04,Tennessee,19093,megawatthours
3786,2019-01-24T05,Tennessee,18384,megawatthours
3785,2019-01-24T06,Tennessee,17806,megawatthours
3784,2019-01-24T07,Tennessee,17609,megawatthours
3783,2019-01-24T08,Tennessee,17706,megawatthours
3782,2019-01-24T09,Tennessee,17877,megawatthours
3781,2019-01-24T10,Tennessee,18346,megawatthours
3780,2019-01-24T11,Tennessee,19352,megawatthours
3779,2019-01-24T12,Tennessee,21106,megawatthours
3778,2019-01-24T13,Tennessee,22870,megawatthours
3777,2019-01-24T14,Tennessee,23324,megawatthours
3776,2019-01-24T15,Tennessee,23307,megawatthours
3775,2019-01-24T16,Tennessee,23161,megawatthours
3774,2019-01-24T17,Tennessee,22672,megawatthours
3773,2019-01-24T18,Tennessee,22498,megawatthours
3772,2019-01-24T19,Tennessee,21230,megawatthours
3771,2019-01-24T20,Tennessee,20419,megawatthours
3770,2019-01-24T21,Tennessee,19946,megawatthours
3769,2019-01-24T22,Tennessee,21158,megawatthours
3768,2019-01-24T23,Tennessee,20678,megawatthours
3767,2019-01-25T00,Tennessee,22260,megawatthours
3766,2019-01-25T01,Tennessee,22911,megawatthours
3765,2019-01-25T02,Tennessee,23165,megawatthours
3764,2019-01-25T03,Tennessee,23011,megawatthours
3763,2019-01-25T04,Tennessee,22361,megawatthours
3762,2019-01-25T05,Tennessee,21542,megawatthours
3761,2019-01-25T06,Tennessee,20761,megawatthours
3760,2019-01-25T07,Tennessee,20533,megawatthours
3759,2019-01-25T08,Tennessee,20487,megawatthours
3758,2019-01-25T09,Tennessee,20531,megawatthours
3757,2019-01-25T10,Tennessee,20714,megawatthours
3756,2019-01-25T11,Tennessee,21499,megawatthours
3755,2019-01-25T12,Tennessee,23104,megawatthours
3754,2019-01-25T13,Tennessee,24676,megawatthours
3753,2019-01-25T14,Tennessee,24773,megawatthours
3752,2019-01-25T15,Tennessee,23880,megawatthours
3751,2019-01-25T16,Tennessee,22897,megawatthours
3750,2019-01-25T17,Tennessee,21994,megawatthours
3749,2019-01-25T18,Tennessee,21152,megawatthours
3748,2019-01-25T19,Tennessee,20502,megawatthours
3747,2019-01-25T20,Tennessee,19783,megawatthours
3746,2019-01-25T21,Tennessee,19345,megawatthours
3745,2019-01-25T22,Tennessee,19275,megawatthours
3744,2019-01-25T23,Tennessee,20272,megawatthours
3743,2019-01-26T00,Tennessee,21949,megawatthours
3742,2019-01-26T01,Tennessee,22904,megawatthours
3741,2019-01-26T02,Tennessee,23112,megawatthours
3740,2019-01-26T03,Tennessee,23278,megawatthours
3739,2019-01-26T04,Tennessee,22744,megawatthours
3738,2019-01-26T05,Tennessee,22329,megawatthours
3737,2019-01-26T06,Tennessee,21905,megawatthours
3736,2019-01-26T07,Tennessee,21479,megawatthours
3735,2019-01-26T08,Tennessee,21233,megawatthours
3734,2019-01-26T09,Tennessee,21205,megawatthours
3733,2019-01-26T10,Tennessee,21132,megawatthours
3732,2019-01-26T11,Tennessee,21286,megawatthours
3731,2019-01-26T12,Tennessee,21778,megawatthours
3730,2019-01-26T13,Tennessee,22342,megawatthours
3729,2019-01-26T14,Tennessee,22701,megawatthours
3728,2019-01-26T15,Tennessee,22714,megawatthours
3727,2019-01-26T16,Tennessee,21854,megawatthours
3726,2019-01-26T17,Tennessee,20709,megawatthours
3725,2019-01-26T18,Tennessee,19555,megawatthours
3724,2019-01-26T19,Tennessee,18570,megawatthours
3723,2019-01-26T20,Tennessee,17910,megawatthours
3722,2019-01-26T21,Tennessee,17381,megawatthours
3721,2019-01-26T22,Tennessee,17211,megawatthours
3720,2019-01-26T23,Tennessee,17773,megawatthours
3719,2019-01-27T00,Tennessee,19280,megawatthours
3718,2019-01-27T01,Tennessee,19907,megawatthours
3717,2019-01-27T02,Tennessee,20128,megawatthours
3716,2019-01-27T03,Tennessee,20236,megawatthours
3715,2019-01-27T04,Tennessee,19829,megawatthours
3714,2019-01-27T05,Tennessee,19476,megawatthours
3713,2019-01-27T06,Tennessee,19014,megawatthours
3712,2019-01-27T07,Tennessee,18756,megawatthours
3711,2019-01-27T08,Tennessee,18544,megawatthours
3710,2019-01-27T09,Tennessee,18649,megawatthours
3709,2019-01-27T10,Tennessee,18888,megawatthours
3708,2019-01-27T11,Tennessee,19249,megawatthours
3707,2019-01-27T12,Tennessee,19818,megawatthours
3706,2019-01-27T13,Tennessee,20660,megawatthours
3705,2019-01-27T14,Tennessee,21355,megawatthours
3704,2019-01-27T15,Tennessee,21170,megawatthours
3703,2019-01-27T16,Tennessee,19849,megawatthours
3702,2019-01-27T17,Tennessee,18405,megawatthours
3701,2019-01-27T18,Tennessee,17525,megawatthours
3700,2019-01-27T19,Tennessee,16914,megawatthours
3699,2019-01-27T20,Tennessee,16512,megawatthours
3698,2019-01-27T21,Tennessee,16239,megawatthours
3697,2019-01-27T22,Tennessee,16372,megawatthours
3696,2019-01-27T23,Tennessee,16866,megawatthours
3695,2019-01-28T00,Tennessee,18365,megawatthours
3694,2019-01-28T01,Tennessee,19276,megawatthours
3693,2019-01-28T02,Tennessee,19538,megawatthours
3692,2019-01-28T03,Tennessee,19602,megawatthours
3691,2019-01-28T04,Tennessee,19243,megawatthours
3690,2019-01-28T05,Tennessee,18700,megawatthours
3689,2019-01-28T06,Tennessee,18496,megawatthours
3688,2019-01-28T07,Tennessee,18564,megawatthours
3687,2019-01-28T08,Tennessee,18826,megawatthours
3686,2019-01-28T09,Tennessee,19146,megawatthours
3685,2019-01-28T10,Tennessee,19653,megawatthours
3684,2019-01-28T11,Tennessee,20550,megawatthours
3683,2019-01-28T12,Tennessee,22207,megawatthours
3682,2019-01-28T13,Tennessee,23708,megawatthours
3681,2019-01-28T14,Tennessee,23367,megawatthours
3680,2019-01-28T15,Tennessee,21946,megawatthours
3679,2019-01-28T16,Tennessee,20289,megawatthours
3678,2019-01-28T17,Tennessee,19291,megawatthours
3677,2019-01-28T18,Tennessee,18437,megawatthours
3676,2019-01-28T19,Tennessee,17915,megawatthours
3675,2019-01-28T20,Tennessee,17787,megawatthours
3674,2019-01-28T21,Tennessee,17548,megawatthours
3673,2019-01-28T22,Tennessee,17759,megawatthours
3672,2019-01-28T23,Tennessee,18431,megawatthours
3671,2019-01-29T00,Tennessee,19577,megawatthours
3670,2019-01-29T01,Tennessee,19921,megawatthours
3669,2019-01-29T02,Tennessee,19668,megawatthours
3668,2019-01-29T03,Tennessee,19327,megawatthours
3667,2019-01-29T04,Tennessee,18825,megawatthours
3666,2019-01-29T05,Tennessee,18181,megawatthours
3665,2019-01-29T06,Tennessee,17752,megawatthours
3664,2019-01-29T07,Tennessee,17614,megawatthours
3663,2019-01-29T08,Tennessee,17793,megawatthours
3662,2019-01-29T09,Tennessee,18155,megawatthours
3661,2019-01-29T10,Tennessee,20003,megawatthours
3660,2019-01-29T11,Tennessee,19760,megawatthours
3659,2019-01-29T12,Tennessee,21467,megawatthours
3658,2019-01-29T13,Tennessee,23185,megawatthours
3657,2019-01-29T14,Tennessee,24137,megawatthours
3656,2019-01-29T15,Tennessee,24501,megawatthours
3655,2019-01-29T16,Tennessee,24424,megawatthours
3654,2019-01-29T17,Tennessee,24158,megawatthours
3653,2019-01-29T18,Tennessee,23437,megawatthours
3652,2019-01-29T19,Tennessee,22717,megawatthours
3651,2019-01-29T20,Tennessee,22111,megawatthours
3650,2019-01-29T21,Tennessee,21650,megawatthours
3649,2019-01-29T22,Tennessee,21649,megawatthours
3648,2019-01-29T23,Tennessee,22566,megawatthours
3647,2019-01-30T00,Tennessee,24380,megawatthours
3646,2019-01-30T01,Tennessee,25293,megawatthours
3645,2019-01-30T02,Tennessee,25457,megawatthours
3644,2019-01-30T03,Tennessee,25503,megawatthours
3643,2019-01-30T04,Tennessee,24979,megawatthours
3642,2019-01-30T05,Tennessee,24293,megawatthours
3641,2019-01-30T06,Tennessee,23776,megawatthours
3640,2019-01-30T07,Tennessee,23671,megawatthours
3639,2019-01-30T08,Tennessee,23649,megawatthours
3638,2019-01-30T09,Tennessee,23758,megawatthours
3637,2019-01-30T10,Tennessee,24142,megawatthours
3636,2019-01-30T11,Tennessee,24846,megawatthours
3635,2019-01-30T12,Tennessee,26108,megawatthours
3634,2019-01-30T13,Tennessee,27516,megawatthours
3633,2019-01-30T14,Tennessee,27454,megawatthours
3632,2019-01-30T15,Tennessee,26670,megawatthours
3631,2019-01-30T16,Tennessee,25949,megawatthours
3630,2019-01-30T17,Tennessee,25197,megawatthours
3629,2019-01-30T18,Tennessee,24332,megawatthours
3628,2019-01-30T19,Tennessee,23577,megawatthours
3627,2019-01-30T20,Tennessee,23013,megawatthours
3626,2019-01-30T21,Tennessee,22442,megawatthours
3625,2019-01-30T22,Tennessee,22556,megawatthours
3624,2019-01-30T23,Tennessee,23453,megawatthours
3623,2019-01-31T00,Tennessee,25448,megawatthours
3622,2019-01-31T01,Tennessee,26538,megawatthours
3621,2019-01-31T02,Tennessee,26838,megawatthours
3620,2019-01-31T03,Tennessee,26797,megawatthours
3619,2019-01-31T04,Tennessee,26175,megawatthours
3618,2019-01-31T05,Tennessee,25372,megawatthours
3617,2019-01-31T06,Tennessee,24773,megawatthours
3616,2019-01-31T07,Tennessee,24493,megawatthours
3615,2019-01-31T08,Tennessee,24421,megawatthours
3614,2019-01-31T09,Tennessee,24311,megawatthours
3613,2019-01-31T10,Tennessee,24561,megawatthours
3612,2019-01-31T11,Tennessee,25098,megawatthours
3611,2019-01-31T12,Tennessee,26463,megawatthours
3610,2019-01-31T13,Tennessee,27755,megawatthours
3609,2019-01-31T14,Tennessee,27570,megawatthours
3608,2019-01-31T15,Tennessee,26563,megawatthours
3607,2019-01-31T16,Tennessee,25291,megawatthours
3606,2019-01-31T17,Tennessee,23961,megawatthours
3605,2019-01-31T18,Tennessee,22447,megawatthours
3604,2019-01-31T19,Tennessee,21325,megawatthours
3603,2019-01-31T20,Tennessee,20500,megawatthours
3602,2019-01-31T21,Tennessee,19839,megawatthours
3601,2019-01-31T22,Tennessee,19633,megawatthours
3600,2019-01-31T23,Tennessee,20269,megawatthours
3599,2019-02-01T00,Tennessee,21699,megawatthours
3598,2019-02-01T01,Tennessee,22501,megawatthours
3597,2019-02-01T02,Tennessee,22529,megawatthours
3596,2019-02-01T03,Tennessee,22170,megawatthours
3595,2019-02-01T04,Tennessee,21353,megawatthours
3594,2019-02-01T05,Tennessee,20318,megawatthours
3593,2019-02-01T06,Tennessee,19387,megawatthours
3592,2019-02-01T07,Tennessee,18879,megawatthours
3591,2019-02-01T08,Tennessee,18536,megawatthours
3590,2019-02-01T09,Tennessee,18467,megawatthours
3589,2019-02-01T10,Tennessee,18605,megawatthours
3588,2019-02-01T11,Tennessee,19198,megawatthours
3587,2019-02-01T12,Tennessee,20443,megawatthours
3586,2019-02-01T13,Tennessee,21556,megawatthours
3585,2019-02-01T14,Tennessee,21586,megawatthours
3584,2019-02-01T15,Tennessee,21116,megawatthours
3583,2019-02-01T16,Tennessee,20595,megawatthours
3582,2019-02-01T17,Tennessee,20084,megawatthours
3581,2019-02-01T18,Tennessee,19406,megawatthours
3580,2019-02-01T19,Tennessee,18711,megawatthours
3579,2019-02-01T20,Tennessee,18247,megawatthours
3578,2019-02-01T21,Tennessee,17835,megawatthours
3577,2019-02-01T22,Tennessee,17439,megawatthours
3576,2019-02-01T23,Tennessee,17773,megawatthours
3575,2019-02-02T00,Tennessee,18820,megawatthours
3574,2019-02-02T01,Tennessee,19082,megawatthours
3573,2019-02-02T02,Tennessee,18931,megawatthours
3572,2019-02-02T03,Tennessee,18638,megawatthours
3571,2019-02-02T04,Tennessee,18253,megawatthours
3570,2019-02-02T05,Tennessee,17674,megawatthours
3569,2019-02-02T06,Tennessee,17034,megawatthours
3568,2019-02-02T07,Tennessee,16768,megawatthours
3567,2019-02-02T08,Tennessee,16506,megawatthours
3566,2019-02-02T09,Tennessee,16656,megawatthours
3565,2019-02-02T10,Tennessee,16882,megawatthours
3564,2019-02-02T11,Tennessee,17253,megawatthours
3563,2019-02-02T12,Tennessee,17901,megawatthours
3562,2019-02-02T13,Tennessee,18626,megawatthours
3561,2019-02-02T14,Tennessee,19076,megawatthours
3560,2019-02-02T15,Tennessee,19040,megawatthours
3559,2019-02-02T16,Tennessee,18411,megawatthours
3558,2019-02-02T17,Tennessee,17575,megawatthours
3557,2019-02-02T18,Tennessee,16643,megawatthours
3556,2019-02-02T19,Tennessee,15920,megawatthours
3555,2019-02-02T20,Tennessee,15278,megawatthours
3554,2019-02-02T21,Tennessee,14765,megawatthours
3553,2019-02-02T22,Tennessee,14800,megawatthours
3552,2019-02-02T23,Tennessee,15024,megawatthours
3551,2019-02-03T00,Tennessee,16010,megawatthours
3550,2019-02-03T01,Tennessee,16638,megawatthours
3549,2019-02-03T02,Tennessee,16558,megawatthours
3548,2019-02-03T03,Tennessee,16521,megawatthours
3547,2019-02-03T04,Tennessee,16127,megawatthours
3546,2019-02-03T05,Tennessee,15819,megawatthours
3545,2019-02-03T06,Tennessee,15233,megawatthours
3544,2019-02-03T07,Tennessee,14866,megawatthours
3543,2019-02-03T08,Tennessee,14867,megawatthours
3542,2019-02-03T09,Tennessee,14928,megawatthours
3541,2019-02-03T10,Tennessee,15077,megawatthours
3540,2019-02-03T11,Tennessee,15468,megawatthours
3539,2019-02-03T12,Tennessee,15917,megawatthours
3538,2019-02-03T13,Tennessee,16566,megawatthours
3537,2019-02-03T14,Tennessee,17268,megawatthours
3536,2019-02-03T15,Tennessee,17400,megawatthours
3535,2019-02-03T16,Tennessee,16705,megawatthours
3534,2019-02-03T17,Tennessee,15845,megawatthours
3533,2019-02-03T18,Tennessee,15362,megawatthours
3532,2019-02-03T19,Tennessee,15099,megawatthours
3531,2019-02-03T20,Tennessee,14742,megawatthours
3530,2019-02-03T21,Tennessee,14659,megawatthours
3529,2019-02-03T22,Tennessee,14683,megawatthours
3528,2019-02-03T23,Tennessee,14979,megawatthours
3527,2019-02-04T00,Tennessee,15878,megawatthours
3526,2019-02-04T01,Tennessee,16198,megawatthours
3525,2019-02-04T02,Tennessee,16124,megawatthours
3524,2019-02-04T03,Tennessee,15933,megawatthours
3523,2019-02-04T04,Tennessee,15719,megawatthours
3522,2019-02-04T05,Tennessee,15128,megawatthours
3521,2019-02-04T06,Tennessee,14582,megawatthours
3520,2019-02-04T07,Tennessee,14228,megawatthours
3519,2019-02-04T08,Tennessee,14140,megawatthours
3518,2019-02-04T09,Tennessee,14308,megawatthours
3517,2019-02-04T10,Tennessee,14708,megawatthours
3516,2019-02-04T11,Tennessee,15353,megawatthours
3515,2019-02-04T12,Tennessee,16846,megawatthours
3514,2019-02-04T13,Tennessee,18277,megawatthours
3513,2019-02-04T14,Tennessee,18332,megawatthours
3512,2019-02-04T15,Tennessee,17846,megawatthours
3511,2019-02-04T16,Tennessee,17461,megawatthours
3510,2019-02-04T17,Tennessee,17237,megawatthours
3509,2019-02-04T18,Tennessee,16973,megawatthours
3508,2019-02-04T19,Tennessee,16789,megawatthours
3507,2019-02-04T20,Tennessee,16664,megawatthours
3506,2019-02-04T21,Tennessee,16392,megawatthours
3505,2019-02-04T22,Tennessee,16414,megawatthours
3504,2019-02-04T23,Tennessee,16676,megawatthours
3503,2019-02-05T00,Tennessee,17652,megawatthours
3502,2019-02-05T01,Tennessee,18068,megawatthours
3501,2019-02-05T02,Tennessee,17596,megawatthours
3500,2019-02-05T03,Tennessee,17145,megawatthours
3499,2019-02-05T04,Tennessee,16290,megawatthours
3498,2019-02-05T05,Tennessee,15202,megawatthours
3497,2019-02-05T06,Tennessee,14334,megawatthours
3496,2019-02-05T07,Tennessee,13770,megawatthours
3495,2019-02-05T08,Tennessee,13509,megawatthours
3494,2019-02-05T09,Tennessee,13427,megawatthours
3493,2019-02-05T10,Tennessee,13398,megawatthours
3492,2019-02-05T11,Tennessee,13948,megawatthours
3491,2019-02-05T12,Tennessee,15244,megawatthours
3490,2019-02-05T13,Tennessee,16638,megawatthours
3489,2019-02-05T14,Tennessee,16733,megawatthours
3488,2019-02-05T15,Tennessee,16523,megawatthours
3487,2019-02-05T16,Tennessee,16403,megawatthours
3486,2019-02-05T17,Tennessee,16431,megawatthours
3485,2019-02-05T18,Tennessee,16406,megawatthours
3484,2019-02-05T19,Tennessee,16185,megawatthours
3483,2019-02-05T20,Tennessee,16069,megawatthours
3482,2019-02-05T21,Tennessee,15959,megawatthours
3481,2019-02-05T22,Tennessee,15909,megawatthours
3480,2019-02-05T23,Tennessee,16248,megawatthours
3479,2019-02-06T00,Tennessee,17050,megawatthours
3478,2019-02-06T01,Tennessee,17477,megawatthours
3477,2019-02-06T02,Tennessee,17256,megawatthours
3476,2019-02-06T03,Tennessee,16642,megawatthours
3475,2019-02-06T04,Tennessee,15835,megawatthours
3474,2019-02-06T05,Tennessee,14861,megawatthours
3473,2019-02-06T06,Tennessee,13961,megawatthours
3472,2019-02-06T07,Tennessee,13371,megawatthours
3471,2019-02-06T08,Tennessee,13017,megawatthours
3470,2019-02-06T09,Tennessee,12802,megawatthours
3469,2019-02-06T10,Tennessee,12804,megawatthours
3468,2019-02-06T11,Tennessee,13320,megawatthours
3467,2019-02-06T12,Tennessee,14367,megawatthours
3466,2019-02-06T13,Tennessee,15729,megawatthours
3465,2019-02-06T14,Tennessee,15910,megawatthours
3464,2019-02-06T15,Tennessee,15937,megawatthours
3463,2019-02-06T16,Tennessee,16034,megawatthours
3462,2019-02-06T17,Tennessee,16104,megawatthours
3461,2019-02-06T18,Tennessee,16080,megawatthours
3460,2019-02-06T19,Tennessee,16125,megawatthours
3459,2019-02-06T20,Tennessee,16129,megawatthours
3458,2019-02-06T21,Tennessee,15958,megawatthours
3457,2019-02-06T22,Tennessee,16063,megawatthours
3456,2019-02-06T23,Tennessee,16582,megawatthours
3455,2019-02-07T00,Tennessee,17301,megawatthours
3454,2019-02-07T01,Tennessee,17488,megawatthours
3453,2019-02-07T02,Tennessee,17195,megawatthours
3452,2019-02-07T03,Tennessee,16803,megawatthours
3451,2019-02-07T04,Tennessee,15871,megawatthours
3450,2019-02-07T05,Tennessee,14741,megawatthours
3449,2019-02-07T06,Tennessee,13829,megawatthours
3448,2019-02-07T07,Tennessee,13279,megawatthours
3447,2019-02-07T08,Tennessee,12946,megawatthours
3446,2019-02-07T09,Tennessee,12673,megawatthours
3445,2019-02-07T10,Tennessee,12638,megawatthours
3444,2019-02-07T11,Tennessee,13040,megawatthours
3443,2019-02-07T12,Tennessee,14182,megawatthours
3442,2019-02-07T13,Tennessee,15550,megawatthours
3441,2019-02-07T14,Tennessee,15755,megawatthours
3440,2019-02-07T15,Tennessee,15895,megawatthours
3439,2019-02-07T16,Tennessee,15926,megawatthours
3438,2019-02-07T17,Tennessee,16170,megawatthours
3437,2019-02-07T18,Tennessee,16173,megawatthours
3436,2019-02-07T19,Tennessee,16228,megawatthours
3435,2019-02-07T20,Tennessee,16265,megawatthours
3434,2019-02-07T21,Tennessee,16090,megawatthours
3433,2019-02-07T22,Tennessee,16200,megawatthours
3432,2019-02-07T23,Tennessee,16284,megawatthours
3431,2019-02-08T00,Tennessee,17065,megawatthours
3430,2019-02-08T01,Tennessee,17351,megawatthours
3429,2019-02-08T02,Tennessee,17106,megawatthours
3428,2019-02-08T03,Tennessee,16631,megawatthours
3427,2019-02-08T04,Tennessee,15810,megawatthours
3426,2019-02-08T05,Tennessee,15214,megawatthours
