YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2021,6,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"52,128"
2021,6,TN,"Combined Heat and Power, Commercial Power",Total,"19,589"
2021,6,TN,"Combined Heat and Power, Commercial Power",Coal,0
2021,6,TN,"Combined Heat and Power, Commercial Power",Natural Gas,"19,115"
2021,6,TN,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,6,TN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,474
2021,6,TN,"Electric Generators, Independent Power Producers",Total,"135,201"
2021,6,TN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"89,669"
2021,6,TN,"Electric Generators, Independent Power Producers",Natural Gas,"1,676"
2021,6,TN,"Electric Generators, Independent Power Producers",Petroleum,30
2021,6,TN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"36,005"
2021,6,TN,"Electric Generators, Independent Power Producers",Other Biomass,"5,862"
2021,6,TN,"Electric Generators, Independent Power Producers",Wind,"1,959"
2021,6,TN,"Electric Generators, Electric Utilities",Total,"7,379,736"
2021,6,TN,"Electric Generators, Electric Utilities",Coal,"1,903,132"
2021,6,TN,"Electric Generators, Electric Utilities",Pumped Storage,"-47,655"
2021,6,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"945,708"
2021,6,TN,"Electric Generators, Electric Utilities",Natural Gas,"1,388,917"
2021,6,TN,"Electric Generators, Electric Utilities",Nuclear,"3,182,160"
2021,6,TN,"Electric Generators, Electric Utilities",Petroleum,"7,181"
2021,6,TN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,294
2021,6,TN,"Electric Generators, Electric Utilities",Other Biomass,0
2021,6,TN,"Electric Generators, Electric Utilities",Wind,0
2021,6,TX,Total Electric Power Industry,Total,"45,973,069"
2021,6,TX,Total Electric Power Industry,Coal,"9,385,980"
2021,6,TX,Total Electric Power Industry,Hydroelectric Conventional,"128,935"
2021,6,TX,Total Electric Power Industry,Natural Gas,"24,224,416"
2021,6,TX,Total Electric Power Industry,Nuclear,"3,098,792"
2021,6,TX,Total Electric Power Industry,Other Gases,"199,325"
2021,6,TX,Total Electric Power Industry,Other,"29,715"
2021,6,TX,Total Electric Power Industry,Petroleum,"14,833"
2021,6,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,562,108"
2021,6,TX,Total Electric Power Industry,Other Biomass,"26,888"
2021,6,TX,Total Electric Power Industry,Wind,"7,228,137"
2021,6,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,"73,940"
2021,6,TX,"Combined Heat and Power, Industrial Power",Total,"3,747,148"
2021,6,TX,"Combined Heat and Power, Industrial Power",Natural Gas,"3,573,577"
2021,6,TX,"Combined Heat and Power, Industrial Power",Other Gases,"60,182"
2021,6,TX,"Combined Heat and Power, Industrial Power",Other,"32,378"
2021,6,TX,"Combined Heat and Power, Industrial Power",Petroleum,"8,760"
2021,6,TX,"Combined Heat and Power, Industrial Power",Other Biomass,"7,772"
2021,6,TX,"Combined Heat and Power, Industrial Power",Wind,271
2021,6,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"64,209"
2021,6,TX,"Combined Heat and Power, Commercial Power",Total,"53,395"
2021,6,TX,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,92
2021,6,TX,"Combined Heat and Power, Commercial Power",Natural Gas,"48,921"
2021,6,TX,"Combined Heat and Power, Commercial Power",Petroleum,29
2021,6,TX,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,221
2021,6,TX,"Combined Heat and Power, Commercial Power",Other Biomass,0
2021,6,TX,"Combined Heat and Power, Commercial Power",Wind,"4,132"
2021,6,TX,"Combined Heat and Power, Electric Power",Total,"3,759,071"
2021,6,TX,"Combined Heat and Power, Electric Power",Natural Gas,"3,619,929"
2021,6,TX,"Combined Heat and Power, Electric Power",Other Gases,"139,143"
2021,6,TX,"Combined Heat and Power, Electric Power",Other,0
2021,6,TX,"Electric Generators, Independent Power Producers",Total,"29,934,685"
2021,6,TX,"Electric Generators, Independent Power Producers",Coal,"5,656,354"
2021,6,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"2,892"
2021,6,TX,"Electric Generators, Independent Power Producers",Natural Gas,"12,387,324"
2021,6,TX,"Electric Generators, Independent Power Producers",Nuclear,"3,098,792"
2021,6,TX,"Electric Generators, Independent Power Producers",Other,"-2,550"
2021,6,TX,"Electric Generators, Independent Power Producers",Petroleum,"3,757"
2021,6,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,560,178"
2021,6,TX,"Electric Generators, Independent Power Producers",Other Biomass,"19,116"
2021,6,TX,"Electric Generators, Independent Power Producers",Wind,"7,208,822"
2021,6,TX,"Electric Generators, Electric Utilities",Total,"8,478,770"
2021,6,TX,"Electric Generators, Electric Utilities",Coal,"3,729,626"
2021,6,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"125,951"
2021,6,TX,"Electric Generators, Electric Utilities",Natural Gas,"4,594,666"
2021,6,TX,"Electric Generators, Electric Utilities",Other,-113
2021,6,TX,"Electric Generators, Electric Utilities",Petroleum,"2,287"
2021,6,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,709"
2021,6,TX,"Electric Generators, Electric Utilities",Other Biomass,0
2021,6,TX,"Electric Generators, Electric Utilities",Wind,"14,913"
2021,6,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"9,731"
2021,6,US-Total,Total Electric Power Industry,Total,"373,872,268"
2021,6,US-Total,Total Electric Power Industry,Coal,"87,264,602"
2021,6,US-Total,Total Electric Power Industry,Geothermal,"1,277,263"
2021,6,US-Total,Total Electric Power Industry,Pumped Storage,"-375,570"
2021,6,US-Total,Total Electric Power Industry,Hydroelectric Conventional,"23,454,079"
2021,6,US-Total,Total Electric Power Industry,Natural Gas,"149,390,481"
2021,6,US-Total,Total Electric Power Industry,Nuclear,"66,070,373"
2021,6,US-Total,Total Electric Power Industry,Other Gases,"973,797"
2021,6,US-Total,Total Electric Power Industry,Other,"1,005,858"
2021,6,US-Total,Total Electric Power Industry,Petroleum,"1,385,559"
2021,6,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,"12,196,973"
2021,6,US-Total,Total Electric Power Industry,Other Biomass,"1,469,595"
2021,6,US-Total,Total Electric Power Industry,Wind,"26,671,534"
2021,6,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,087,725"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Total,"11,836,581"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Coal,"458,708"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"60,071"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas,"8,176,125"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Other Gases,"652,499"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Other,"328,821"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Petroleum,"53,883"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"13,239"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Other Biomass,"53,614"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Wind,"8,536"
2021,6,US-Total,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"2,031,085"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Total,"1,101,093"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Coal,"19,210"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Geothermal,"40,303"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"23,927"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas,"647,348"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Other,"97,058"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Petroleum,"7,033"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"64,338"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Other Biomass,"175,404"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Wind,"11,486"
2021,6,US-Total,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"14,987"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Total,"11,745,317"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Coal,"819,257"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Natural Gas,"10,080,613"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Other Gases,"321,573"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Other,"59,049"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Petroleum,"193,173"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,819
2021,6,US-Total,"Combined Heat and Power, Electric Power",Other Biomass,"81,074"
2021,6,US-Total,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"189,759"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Total,"142,013,576"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Coal,"19,543,524"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Geothermal,"1,164,227"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Pumped Storage,"-105,606"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,543,570"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Natural Gas,"55,634,726"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Nuclear,"29,216,036"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Other Gases,0
2021,6,US-Total,"Electric Generators, Independent Power Producers",Other,"477,915"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Petroleum,"119,460"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"10,825,437"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Other Biomass,"1,056,191"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Wind,"21,933,702"
2021,6,US-Total,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"604,392"
2021,6,US-Total,"Electric Generators, Electric Utilities",Total,"207,175,702"
2021,6,US-Total,"Electric Generators, Electric Utilities",Coal,"66,423,902"
2021,6,US-Total,"Electric Generators, Electric Utilities",Geothermal,"72,732"
2021,6,US-Total,"Electric Generators, Electric Utilities",Pumped Storage,"-269,964"
2021,6,US-Total,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"21,826,511"
2021,6,US-Total,"Electric Generators, Electric Utilities",Natural Gas,"74,851,668"
2021,6,US-Total,"Electric Generators, Electric Utilities",Nuclear,"36,854,337"
2021,6,US-Total,"Electric Generators, Electric Utilities",Other Gases,-275
2021,6,US-Total,"Electric Generators, Electric Utilities",Other,"43,016"
2021,6,US-Total,"Electric Generators, Electric Utilities",Petroleum,"1,012,010"
2021,6,US-Total,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,293,140"
2021,6,US-Total,"Electric Generators, Electric Utilities",Other Biomass,"103,313"
2021,6,US-Total,"Electric Generators, Electric Utilities",Wind,"4,717,810"
2021,6,US-Total,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"247,503"
2021,6,UT,Total Electric Power Industry,Total,"4,105,952"
2021,6,UT,Total Electric Power Industry,Coal,"2,451,901"
2021,6,UT,Total Electric Power Industry,Geothermal,"32,405"
2021,6,UT,Total Electric Power Industry,Hydroelectric Conventional,"45,920"
2021,6,UT,Total Electric Power Industry,Natural Gas,"1,082,303"
2021,6,UT,Total Electric Power Industry,Other Gases,"1,601"
2021,6,UT,Total Electric Power Industry,Other,"15,337"
2021,6,UT,Total Electric Power Industry,Petroleum,"2,914"
2021,6,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"394,681"
2021,6,UT,Total Electric Power Industry,Other Biomass,"6,652"
2021,6,UT,Total Electric Power Industry,Wind,"72,238"
2021,6,UT,"Combined Heat and Power, Industrial Power",Total,"35,811"
2021,6,UT,"Combined Heat and Power, Industrial Power",Natural Gas,"21,414"
2021,6,UT,"Combined Heat and Power, Industrial Power",Other Gases,"1,601"
2021,6,UT,"Combined Heat and Power, Industrial Power",Other,"12,796"
2021,6,UT,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,6,UT,"Combined Heat and Power, Commercial Power",Total,"11,382"
2021,6,UT,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"3,284"
2021,6,UT,"Combined Heat and Power, Commercial Power",Natural Gas,"6,876"
2021,6,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,6,UT,"Combined Heat and Power, Commercial Power",Other Biomass,"1,222"
2021,6,UT,"Combined Heat and Power, Electric Power",Total,"11,571"
2021,6,UT,"Combined Heat and Power, Electric Power",Natural Gas,"11,571"
2021,6,UT,"Electric Generators, Independent Power Producers",Total,"520,628"
2021,6,UT,"Electric Generators, Independent Power Producers",Coal,"31,917"
2021,6,UT,"Electric Generators, Independent Power Producers",Geothermal,"16,095"
2021,6,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,-18
2021,6,UT,"Electric Generators, Independent Power Producers",Petroleum,286
2021,6,UT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"394,681"
2021,6,UT,"Electric Generators, Independent Power Producers",Other Biomass,"5,430"
2021,6,UT,"Electric Generators, Independent Power Producers",Wind,"72,238"
2021,6,UT,"Electric Generators, Electric Utilities",Total,"3,526,560"
2021,6,UT,"Electric Generators, Electric Utilities",Coal,"2,419,984"
2021,6,UT,"Electric Generators, Electric Utilities",Geothermal,"16,310"
2021,6,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"42,654"
2021,6,UT,"Electric Generators, Electric Utilities",Natural Gas,"1,042,442"
2021,6,UT,"Electric Generators, Electric Utilities",Other,"2,541"
2021,6,UT,"Electric Generators, Electric Utilities",Petroleum,"2,629"
2021,6,VA,Total Electric Power Industry,Total,"8,475,001"
2021,6,VA,Total Electric Power Industry,Coal,"150,293"
2021,6,VA,Total Electric Power Industry,Pumped Storage,"-109,958"
2021,6,VA,Total Electric Power Industry,Hydroelectric Conventional,"90,959"
2021,6,VA,Total Electric Power Industry,Natural Gas,"5,080,281"
2021,6,VA,Total Electric Power Industry,Nuclear,"2,543,611"
2021,6,VA,Total Electric Power Industry,Other,"47,143"
2021,6,VA,Total Electric Power Industry,Petroleum,"22,820"
2021,6,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"306,736"
2021,6,VA,Total Electric Power Industry,Other Biomass,"87,844"
2021,6,VA,Total Electric Power Industry,Wind,"3,563"
2021,6,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,"251,709"
2021,6,VA,"Combined Heat and Power, Industrial Power",Total,"211,125"
2021,6,VA,"Combined Heat and Power, Industrial Power",Coal,"15,644"
2021,6,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,37
2021,6,VA,"Combined Heat and Power, Industrial Power",Natural Gas,"64,636"
2021,6,VA,"Combined Heat and Power, Industrial Power",Petroleum,30
2021,6,VA,"Combined Heat and Power, Industrial Power",Other Biomass,"1,624"
2021,6,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"129,154"
2021,6,VA,"Combined Heat and Power, Commercial Power",Total,"27,473"
2021,6,VA,"Combined Heat and Power, Commercial Power",Coal,0
2021,6,VA,"Combined Heat and Power, Commercial Power",Natural Gas,-357
2021,6,VA,"Combined Heat and Power, Commercial Power",Other,"12,260"
2021,6,VA,"Combined Heat and Power, Commercial Power",Petroleum,"4,339"
2021,6,VA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,171
2021,6,VA,"Combined Heat and Power, Commercial Power",Other Biomass,"11,060"
2021,6,VA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,6,VA,"Combined Heat and Power, Electric Power",Total,"107,503"
2021,6,VA,"Combined Heat and Power, Electric Power",Coal,0
2021,6,VA,"Combined Heat and Power, Electric Power",Natural Gas,"107,503"
2021,6,VA,"Combined Heat and Power, Electric Power",Petroleum,0
2021,6,VA,"Electric Generators, Independent Power Producers",Total,"1,572,359"
2021,6,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"7,739"
2021,6,VA,"Electric Generators, Independent Power Producers",Natural Gas,"1,229,465"
2021,6,VA,"Electric Generators, Independent Power Producers",Other,"34,883"
2021,6,VA,"Electric Generators, Independent Power Producers",Petroleum,"3,250"
2021,6,VA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"199,669"
2021,6,VA,"Electric Generators, Independent Power Producers",Other Biomass,"75,160"
2021,6,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"22,194"
2021,6,VA,"Electric Generators, Electric Utilities",Total,"6,556,540"
2021,6,VA,"Electric Generators, Electric Utilities",Coal,"134,649"
2021,6,VA,"Electric Generators, Electric Utilities",Pumped Storage,"-109,958"
2021,6,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"83,182"
2021,6,VA,"Electric Generators, Electric Utilities",Natural Gas,"3,679,034"
2021,6,VA,"Electric Generators, Electric Utilities",Nuclear,"2,543,611"
2021,6,VA,"Electric Generators, Electric Utilities",Petroleum,"15,202"
2021,6,VA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"106,896"
2021,6,VA,"Electric Generators, Electric Utilities",Other Biomass,0
2021,6,VA,"Electric Generators, Electric Utilities",Wind,"3,563"
2021,6,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"100,362"
2021,6,VT,Total Electric Power Industry,Total,"136,336"
2021,6,VT,Total Electric Power Industry,Hydroelectric Conventional,"44,808"
2021,6,VT,Total Electric Power Industry,Natural Gas,173
2021,6,VT,Total Electric Power Industry,Other,256
2021,6,VT,Total Electric Power Industry,Petroleum,505
2021,6,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"23,750"
2021,6,VT,Total Electric Power Industry,Other Biomass,"4,768"
2021,6,VT,Total Electric Power Industry,Wind,"31,663"
2021,6,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,"30,412"
2021,6,VT,"Combined Heat and Power, Commercial Power",Total,192
2021,6,VT,"Combined Heat and Power, Commercial Power",Natural Gas,78
2021,6,VT,"Combined Heat and Power, Commercial Power",Petroleum,0
2021,6,VT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,114
2021,6,VT,"Electric Generators, Independent Power Producers",Total,"74,504"
2021,6,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"30,896"
2021,6,VT,"Electric Generators, Independent Power Producers",Other,-27
2021,6,VT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"16,221"
2021,6,VT,"Electric Generators, Independent Power Producers",Other Biomass,528
2021,6,VT,"Electric Generators, Independent Power Producers",Wind,"14,793"
2021,6,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"12,092"
2021,6,VT,"Electric Generators, Electric Utilities",Total,"61,641"
2021,6,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"13,912"
2021,6,VT,"Electric Generators, Electric Utilities",Natural Gas,95
2021,6,VT,"Electric Generators, Electric Utilities",Other,283
2021,6,VT,"Electric Generators, Electric Utilities",Petroleum,505
2021,6,VT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"7,529"
2021,6,VT,"Electric Generators, Electric Utilities",Other Biomass,"4,240"
2021,6,VT,"Electric Generators, Electric Utilities",Wind,"16,870"
2021,6,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"18,207"
2021,6,WA,Total Electric Power Industry,Total,"10,033,988"
2021,6,WA,Total Electric Power Industry,Coal,"64,338"
2021,6,WA,Total Electric Power Industry,Pumped Storage,235
2021,6,WA,Total Electric Power Industry,Hydroelectric Conventional,"7,617,345"
2021,6,WA,Total Electric Power Industry,Natural Gas,"1,184,999"
2021,6,WA,Total Electric Power Industry,Nuclear,"304,057"
2021,6,WA,Total Electric Power Industry,Other Gases,"19,962"
2021,6,WA,Total Electric Power Industry,Other,"5,763"
2021,6,WA,Total Electric Power Industry,Petroleum,"3,108"
2021,6,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"6,813"
2021,6,WA,Total Electric Power Industry,Other Biomass,"9,928"
2021,6,WA,Total Electric Power Industry,Wind,"703,041"
2021,6,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,"114,398"
2021,6,WA,"Combined Heat and Power, Industrial Power",Total,"178,133"
2021,6,WA,"Combined Heat and Power, Industrial Power",Coal,"2,224"
2021,6,WA,"Combined Heat and Power, Industrial Power",Natural Gas,"67,289"
2021,6,WA,"Combined Heat and Power, Industrial Power",Other Gases,"19,962"
2021,6,WA,"Combined Heat and Power, Industrial Power",Petroleum,938
2021,6,WA,"Combined Heat and Power, Industrial Power",Other Biomass,896
2021,6,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"86,823"
2021,6,WA,"Combined Heat and Power, Commercial Power",Total,"2,000"
2021,6,WA,"Combined Heat and Power, Commercial Power",Natural Gas,"1,078"
2021,6,WA,"Combined Heat and Power, Commercial Power",Petroleum,17
2021,6,WA,"Combined Heat and Power, Commercial Power",Other Biomass,905
2021,6,WA,"Electric Generators, Independent Power Producers",Total,"650,594"
2021,6,WA,"Electric Generators, Independent Power Producers",Coal,"62,114"
2021,6,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"27,564"
2021,6,WA,"Electric Generators, Independent Power Producers",Natural Gas,"198,528"
2021,6,WA,"Electric Generators, Independent Power Producers",Other,"5,785"
2021,6,WA,"Electric Generators, Independent Power Producers",Petroleum,"2,139"
2021,6,WA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"6,114"
2021,6,WA,"Electric Generators, Independent Power Producers",Other Biomass,"8,126"
2021,6,WA,"Electric Generators, Independent Power Producers",Wind,"340,224"
2021,6,WA,"Electric Generators, Electric Utilities",Total,"9,203,261"
2021,6,WA,"Electric Generators, Electric Utilities",Pumped Storage,235
2021,6,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"7,589,781"
2021,6,WA,"Electric Generators, Electric Utilities",Natural Gas,"918,104"
2021,6,WA,"Electric Generators, Electric Utilities",Nuclear,"304,057"
2021,6,WA,"Electric Generators, Electric Utilities",Other,-22
2021,6,WA,"Electric Generators, Electric Utilities",Petroleum,14
2021,6,WA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,699
2021,6,WA,"Electric Generators, Electric Utilities",Other Biomass,0
2021,6,WA,"Electric Generators, Electric Utilities",Wind,"362,817"
2021,6,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"27,575"
2021,6,WI,Total Electric Power Industry,Total,"5,973,024"
2021,6,WI,Total Electric Power Industry,Coal,"2,576,221"
2021,6,WI,Total Electric Power Industry,Hydroelectric Conventional,"174,052"
2021,6,WI,Total Electric Power Industry,Natural Gas,"2,086,081"
2021,6,WI,Total Electric Power Industry,Nuclear,"865,696"
2021,6,WI,Total Electric Power Industry,Other,"2,163"
2021,6,WI,Total Electric Power Industry,Petroleum,"28,955"
2021,6,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"42,605"
2021,6,WI,Total Electric Power Industry,Other Biomass,"36,462"
2021,6,WI,Total Electric Power Industry,Wind,"99,922"
2021,6,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,"60,867"
2021,6,WI,"Combined Heat and Power, Industrial Power",Total,"123,319"
2021,6,WI,"Combined Heat and Power, Industrial Power",Coal,"14,997"
2021,6,WI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"9,570"
2021,6,WI,"Combined Heat and Power, Industrial Power",Natural Gas,"70,613"
2021,6,WI,"Combined Heat and Power, Industrial Power",Other,187
2021,6,WI,"Combined Heat and Power, Industrial Power",Petroleum,384
2021,6,WI,"Combined Heat and Power, Industrial Power",Other Biomass,"1,523"
2021,6,WI,"Combined Heat and Power, Industrial Power",Wind,321
2021,6,WI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"25,724"
2021,6,WI,"Combined Heat and Power, Commercial Power",Total,"11,118"
2021,6,WI,"Combined Heat and Power, Commercial Power",Coal,0
2021,6,WI,"Combined Heat and Power, Commercial Power",Natural Gas,"4,445"
2021,6,WI,"Combined Heat and Power, Commercial Power",Petroleum,39
2021,6,WI,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,496
2021,6,WI,"Combined Heat and Power, Commercial Power",Other Biomass,"4,836"
2021,6,WI,"Combined Heat and Power, Commercial Power",Wind,"1,302"
2021,6,WI,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,6,WI,"Combined Heat and Power, Electric Power",Total,"95,231"
2021,6,WI,"Combined Heat and Power, Electric Power",Natural Gas,"90,602"
2021,6,WI,"Combined Heat and Power, Electric Power",Petroleum,0
2021,6,WI,"Combined Heat and Power, Electric Power",Other Biomass,"4,629"
2021,6,WI,"Electric Generators, Independent Power Producers",Total,"943,072"
2021,6,WI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"9,660"
2021,6,WI,"Electric Generators, Independent Power Producers",Nuclear,"865,696"
2021,6,WI,"Electric Generators, Independent Power Producers",Petroleum,33
2021,6,WI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"8,830"
2021,6,WI,"Electric Generators, Independent Power Producers",Other Biomass,"24,352"
2021,6,WI,"Electric Generators, Independent Power Producers",Wind,"34,501"
2021,6,WI,"Electric Generators, Electric Utilities",Total,"4,800,284"
2021,6,WI,"Electric Generators, Electric Utilities",Coal,"2,561,224"
2021,6,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"154,822"
2021,6,WI,"Electric Generators, Electric Utilities",Natural Gas,"1,920,421"
2021,6,WI,"Electric Generators, Electric Utilities",Other,"1,976"
2021,6,WI,"Electric Generators, Electric Utilities",Petroleum,"28,499"
2021,6,WI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"33,279"
2021,6,WI,"Electric Generators, Electric Utilities",Other Biomass,"1,122"
2021,6,WI,"Electric Generators, Electric Utilities",Wind,"63,799"
2021,6,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"35,142"
2021,6,WV,Total Electric Power Industry,Total,"6,843,081"
2021,6,WV,Total Electric Power Industry,Coal,"6,361,252"
2021,6,WV,Total Electric Power Industry,Hydroelectric Conventional,"100,868"
2021,6,WV,Total Electric Power Industry,Natural Gas,"281,351"
2021,6,WV,Total Electric Power Industry,Other Gases,"2,637"
2021,6,WV,Total Electric Power Industry,Other,"-1,489"
2021,6,WV,Total Electric Power Industry,Petroleum,"14,099"
2021,6,WV,Total Electric Power Industry,Other Biomass,817
2021,6,WV,Total Electric Power Industry,Wind,"83,546"
2021,6,WV,"Combined Heat and Power, Industrial Power",Total,"95,382"
2021,6,WV,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"30,548"
2021,6,WV,"Combined Heat and Power, Industrial Power",Natural Gas,"62,197"
2021,6,WV,"Combined Heat and Power, Industrial Power",Other Gases,"2,637"
2021,6,WV,"Electric Generators, Independent Power Producers",Total,"1,503,562"
2021,6,WV,"Electric Generators, Independent Power Producers",Coal,"1,221,156"
2021,6,WV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"23,192"
2021,6,WV,"Electric Generators, Independent Power Producers",Natural Gas,"174,895"
