YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2021,6,WV,"Electric Generators, Independent Power Producers",Other,"-1,489"
2021,6,WV,"Electric Generators, Independent Power Producers",Petroleum,"1,444"
2021,6,WV,"Electric Generators, Independent Power Producers",Other Biomass,817
2021,6,WV,"Electric Generators, Independent Power Producers",Wind,"83,546"
2021,6,WV,"Electric Generators, Electric Utilities",Total,"5,244,138"
2021,6,WV,"Electric Generators, Electric Utilities",Coal,"5,140,095"
2021,6,WV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"47,128"
2021,6,WV,"Electric Generators, Electric Utilities",Natural Gas,"44,259"
2021,6,WV,"Electric Generators, Electric Utilities",Petroleum,"12,656"
2021,6,WY,Total Electric Power Industry,Total,"3,580,496"
2021,6,WY,Total Electric Power Industry,Coal,"2,857,986"
2021,6,WY,Total Electric Power Industry,Hydroelectric Conventional,"75,050"
2021,6,WY,Total Electric Power Industry,Natural Gas,"152,757"
2021,6,WY,Total Electric Power Industry,Other Gases,"21,682"
2021,6,WY,Total Electric Power Industry,Other,"6,740"
2021,6,WY,Total Electric Power Industry,Petroleum,"4,023"
2021,6,WY,Total Electric Power Industry,Solar Thermal and Photovoltaic,"20,529"
2021,6,WY,Total Electric Power Industry,Wind,"441,728"
2021,6,WY,"Combined Heat and Power, Industrial Power",Total,"103,801"
2021,6,WY,"Combined Heat and Power, Industrial Power",Coal,"36,541"
2021,6,WY,"Combined Heat and Power, Industrial Power",Natural Gas,"38,825"
2021,6,WY,"Combined Heat and Power, Industrial Power",Other Gases,"21,682"
2021,6,WY,"Combined Heat and Power, Industrial Power",Other,"6,740"
2021,6,WY,"Combined Heat and Power, Industrial Power",Petroleum,13
2021,6,WY,"Electric Generators, Independent Power Producers",Total,"322,310"
2021,6,WY,"Electric Generators, Independent Power Producers",Coal,"59,798"
2021,6,WY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,002"
2021,6,WY,"Electric Generators, Independent Power Producers",Natural Gas,80
2021,6,WY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"20,529"
2021,6,WY,"Electric Generators, Independent Power Producers",Wind,"240,901"
2021,6,WY,"Electric Generators, Electric Utilities",Total,"3,154,385"
2021,6,WY,"Electric Generators, Electric Utilities",Coal,"2,761,647"
2021,6,WY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"74,048"
2021,6,WY,"Electric Generators, Electric Utilities",Natural Gas,"113,851"
2021,6,WY,"Electric Generators, Electric Utilities",Petroleum,"4,011"
2021,6,WY,"Electric Generators, Electric Utilities",Wind,"200,827"
2021,7,AK,Total Electric Power Industry,Total,"553,131"
2021,7,AK,Total Electric Power Industry,Coal,"75,716"
2021,7,AK,Total Electric Power Industry,Hydroelectric Conventional,"143,214"
2021,7,AK,Total Electric Power Industry,Natural Gas,"265,608"
2021,7,AK,Total Electric Power Industry,Other,-364
2021,7,AK,Total Electric Power Industry,Petroleum,"53,690"
2021,7,AK,Total Electric Power Industry,Solar Thermal and Photovoltaic,0
2021,7,AK,Total Electric Power Industry,Other Biomass,"2,860"
2021,7,AK,Total Electric Power Industry,Wind,"12,405"
2021,7,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2021,7,AK,"Combined Heat and Power, Industrial Power",Total,"10,060"
2021,7,AK,"Combined Heat and Power, Industrial Power",Natural Gas,"5,897"
2021,7,AK,"Combined Heat and Power, Industrial Power",Petroleum,"4,163"
2021,7,AK,"Combined Heat and Power, Industrial Power",Other Biomass,0
2021,7,AK,"Combined Heat and Power, Commercial Power",Total,"28,907"
2021,7,AK,"Combined Heat and Power, Commercial Power",Coal,"11,727"
2021,7,AK,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"14,347"
2021,7,AK,"Combined Heat and Power, Commercial Power",Natural Gas,0
2021,7,AK,"Combined Heat and Power, Commercial Power",Petroleum,-27
2021,7,AK,"Combined Heat and Power, Commercial Power",Other Biomass,"2,860"
2021,7,AK,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,7,AK,"Combined Heat and Power, Electric Power",Total,"17,186"
2021,7,AK,"Combined Heat and Power, Electric Power",Coal,"17,186"
2021,7,AK,"Combined Heat and Power, Electric Power",Petroleum,0
2021,7,AK,"Combined Heat and Power, Electric Power",Other Biomass,0
2021,7,AK,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2021,7,AK,"Electric Generators, Independent Power Producers",Total,"4,261"
2021,7,AK,"Electric Generators, Independent Power Producers",Wind,"4,261"
2021,7,AK,"Electric Generators, Electric Utilities",Total,"492,717"
2021,7,AK,"Electric Generators, Electric Utilities",Coal,"46,803"
2021,7,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"128,868"
2021,7,AK,"Electric Generators, Electric Utilities",Natural Gas,"259,711"
2021,7,AK,"Electric Generators, Electric Utilities",Other,-364
2021,7,AK,"Electric Generators, Electric Utilities",Petroleum,"49,554"
2021,7,AK,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0
2021,7,AK,"Electric Generators, Electric Utilities",Wind,"8,144"
2021,7,AL,Total Electric Power Industry,Total,"13,545,986"
2021,7,AL,Total Electric Power Industry,Coal,"2,960,990"
2021,7,AL,Total Electric Power Industry,Hydroelectric Conventional,"890,943"
2021,7,AL,Total Electric Power Industry,Natural Gas,"5,290,636"
2021,7,AL,Total Electric Power Industry,Nuclear,"4,089,761"
2021,7,AL,Total Electric Power Industry,Other Gases,6
2021,7,AL,Total Electric Power Industry,Other,2
2021,7,AL,Total Electric Power Industry,Petroleum,542
2021,7,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"38,668"
2021,7,AL,Total Electric Power Industry,Other Biomass,"3,687"
2021,7,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"270,751"
2021,7,AL,"Combined Heat and Power, Industrial Power",Total,"414,595"
2021,7,AL,"Combined Heat and Power, Industrial Power",Coal,0
2021,7,AL,"Combined Heat and Power, Industrial Power",Natural Gas,"143,380"
2021,7,AL,"Combined Heat and Power, Industrial Power",Other Gases,6
2021,7,AL,"Combined Heat and Power, Industrial Power",Other,0
2021,7,AL,"Combined Heat and Power, Industrial Power",Petroleum,459
2021,7,AL,"Combined Heat and Power, Industrial Power",Other Biomass,0
2021,7,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"270,751"
2021,7,AL,"Combined Heat and Power, Electric Power",Total,"362,734"
2021,7,AL,"Combined Heat and Power, Electric Power",Natural Gas,"362,734"
2021,7,AL,"Electric Generators, Independent Power Producers",Total,"2,592,798"
2021,7,AL,"Electric Generators, Independent Power Producers",Natural Gas,"2,552,897"
2021,7,AL,"Electric Generators, Independent Power Producers",Other,2
2021,7,AL,"Electric Generators, Independent Power Producers",Petroleum,20
2021,7,AL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"36,192"
2021,7,AL,"Electric Generators, Independent Power Producers",Other Biomass,"3,687"
2021,7,AL,"Electric Generators, Electric Utilities",Total,"10,175,859"
2021,7,AL,"Electric Generators, Electric Utilities",Coal,"2,960,990"
2021,7,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"890,943"
2021,7,AL,"Electric Generators, Electric Utilities",Natural Gas,"2,231,625"
2021,7,AL,"Electric Generators, Electric Utilities",Nuclear,"4,089,761"
2021,7,AL,"Electric Generators, Electric Utilities",Petroleum,63
2021,7,AL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,476"
2021,7,AR,Total Electric Power Industry,Total,"6,727,758"
2021,7,AR,Total Electric Power Industry,Coal,"2,756,920"
2021,7,AR,Total Electric Power Industry,Pumped Storage,"8,735"
2021,7,AR,Total Electric Power Industry,Hydroelectric Conventional,"472,413"
2021,7,AR,Total Electric Power Industry,Natural Gas,"2,002,274"
2021,7,AR,Total Electric Power Industry,Nuclear,"1,360,876"
2021,7,AR,Total Electric Power Industry,Other,479
2021,7,AR,Total Electric Power Industry,Petroleum,"2,540"
2021,7,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,"52,666"
2021,7,AR,Total Electric Power Industry,Other Biomass,"5,213"
2021,7,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"65,640"
2021,7,AR,"Combined Heat and Power, Industrial Power",Total,"90,955"
2021,7,AR,"Combined Heat and Power, Industrial Power",Coal,"2,571"
2021,7,AR,"Combined Heat and Power, Industrial Power",Natural Gas,"21,807"
2021,7,AR,"Combined Heat and Power, Industrial Power",Other,564
2021,7,AR,"Combined Heat and Power, Industrial Power",Petroleum,0
2021,7,AR,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,373
2021,7,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"65,640"
2021,7,AR,"Combined Heat and Power, Commercial Power",Total,"6,276"
2021,7,AR,"Combined Heat and Power, Commercial Power",Natural Gas,"4,064"
2021,7,AR,"Combined Heat and Power, Commercial Power",Other,-85
2021,7,AR,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"2,169"
2021,7,AR,"Combined Heat and Power, Commercial Power",Other Biomass,128
2021,7,AR,"Combined Heat and Power, Electric Power",Total,"7,806"
2021,7,AR,"Combined Heat and Power, Electric Power",Natural Gas,"7,806"
2021,7,AR,"Combined Heat and Power, Electric Power",Petroleum,0
2021,7,AR,"Combined Heat and Power, Electric Power",Other Biomass,0
2021,7,AR,"Electric Generators, Independent Power Producers",Total,"545,958"
2021,7,AR,"Electric Generators, Independent Power Producers",Coal,"485,927"
2021,7,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"5,256"
2021,7,AR,"Electric Generators, Independent Power Producers",Petroleum,225
2021,7,AR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"49,465"
2021,7,AR,"Electric Generators, Independent Power Producers",Other Biomass,"5,085"
2021,7,AR,"Electric Generators, Electric Utilities",Total,"6,076,763"
2021,7,AR,"Electric Generators, Electric Utilities",Coal,"2,268,422"
2021,7,AR,"Electric Generators, Electric Utilities",Pumped Storage,"8,735"
2021,7,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"467,157"
2021,7,AR,"Electric Generators, Electric Utilities",Natural Gas,"1,968,598"
2021,7,AR,"Electric Generators, Electric Utilities",Nuclear,"1,360,876"
2021,7,AR,"Electric Generators, Electric Utilities",Petroleum,"2,315"
2021,7,AR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,660
2021,7,AZ,Total Electric Power Industry,Total,"11,670,544"
2021,7,AZ,Total Electric Power Industry,Coal,"1,455,155"
2021,7,AZ,Total Electric Power Industry,Pumped Storage,"24,754"
2021,7,AZ,Total Electric Power Industry,Hydroelectric Conventional,"556,150"
2021,7,AZ,Total Electric Power Industry,Natural Gas,"6,093,847"
2021,7,AZ,Total Electric Power Industry,Nuclear,"2,799,348"
2021,7,AZ,Total Electric Power Industry,Other,-622
2021,7,AZ,Total Electric Power Industry,Petroleum,"6,976"
2021,7,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"606,970"
2021,7,AZ,Total Electric Power Industry,Other Biomass,"1,634"
2021,7,AZ,Total Electric Power Industry,Wind,"110,719"
2021,7,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,"15,614"
2021,7,AZ,"Combined Heat and Power, Commercial Power",Total,"13,473"
2021,7,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,"11,845"
2021,7,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1
2021,7,AZ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"1,627"
2021,7,AZ,"Combined Heat and Power, Electric Power",Total,"18,014"
2021,7,AZ,"Combined Heat and Power, Electric Power",Natural Gas,"18,014"
2021,7,AZ,"Combined Heat and Power, Electric Power",Petroleum,0
2021,7,AZ,"Electric Generators, Independent Power Producers",Total,"2,554,060"
2021,7,AZ,"Electric Generators, Independent Power Producers",Natural Gas,"1,885,353"
2021,7,AZ,"Electric Generators, Independent Power Producers",Other,-622
2021,7,AZ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"541,362"
2021,7,AZ,"Electric Generators, Independent Power Producers",Other Biomass,"1,634"
2021,7,AZ,"Electric Generators, Independent Power Producers",Wind,"110,719"
2021,7,AZ,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"15,614"
2021,7,AZ,"Electric Generators, Electric Utilities",Total,"9,084,997"
2021,7,AZ,"Electric Generators, Electric Utilities",Coal,"1,455,155"
2021,7,AZ,"Electric Generators, Electric Utilities",Pumped Storage,"24,754"
2021,7,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"556,150"
2021,7,AZ,"Electric Generators, Electric Utilities",Natural Gas,"4,178,635"
2021,7,AZ,"Electric Generators, Electric Utilities",Nuclear,"2,799,348"
2021,7,AZ,"Electric Generators, Electric Utilities",Other,0
2021,7,AZ,"Electric Generators, Electric Utilities",Petroleum,"6,975"
2021,7,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"63,981"
2021,7,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2021,7,CA,Total Electric Power Industry,Total,"22,279,840"
2021,7,CA,Total Electric Power Industry,Coal,"25,590"
2021,7,CA,Total Electric Power Industry,Geothermal,"979,305"
2021,7,CA,Total Electric Power Industry,Pumped Storage,"-32,823"
2021,7,CA,Total Electric Power Industry,Hydroelectric Conventional,"1,848,932"
2021,7,CA,Total Electric Power Industry,Natural Gas,"12,033,815"
2021,7,CA,Total Electric Power Industry,Nuclear,"1,683,581"
2021,7,CA,Total Electric Power Industry,Other Gases,"117,879"
2021,7,CA,Total Electric Power Industry,Other,"48,877"
2021,7,CA,Total Electric Power Industry,Petroleum,"3,769"
2021,7,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"3,657,280"
2021,7,CA,Total Electric Power Industry,Other Biomass,"213,574"
2021,7,CA,Total Electric Power Industry,Wind,"1,443,867"
2021,7,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,"256,195"
2021,7,CA,"Combined Heat and Power, Industrial Power",Total,"1,198,786"
2021,7,CA,"Combined Heat and Power, Industrial Power",Coal,"25,590"
2021,7,CA,"Combined Heat and Power, Industrial Power",Natural Gas,"927,466"
2021,7,CA,"Combined Heat and Power, Industrial Power",Other Gases,"117,879"
2021,7,CA,"Combined Heat and Power, Industrial Power",Other,"52,803"
2021,7,CA,"Combined Heat and Power, Industrial Power",Petroleum,249
2021,7,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"8,346"
2021,7,CA,"Combined Heat and Power, Industrial Power",Other Biomass,"1,236"
2021,7,CA,"Combined Heat and Power, Industrial Power",Wind,983
2021,7,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"64,234"
2021,7,CA,"Combined Heat and Power, Commercial Power",Total,"230,331"
2021,7,CA,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2021,7,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,533
2021,7,CA,"Combined Heat and Power, Commercial Power",Natural Gas,"148,600"
2021,7,CA,"Combined Heat and Power, Commercial Power",Other,-28
2021,7,CA,"Combined Heat and Power, Commercial Power",Petroleum,46
2021,7,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"20,354"
2021,7,CA,"Combined Heat and Power, Commercial Power",Other Biomass,"60,593"
2021,7,CA,"Combined Heat and Power, Commercial Power",Wind,234
2021,7,CA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0
2021,7,CA,"Combined Heat and Power, Electric Power",Total,"1,253,751"
2021,7,CA,"Combined Heat and Power, Electric Power",Coal,0
2021,7,CA,"Combined Heat and Power, Electric Power",Natural Gas,"1,155,808"
2021,7,CA,"Combined Heat and Power, Electric Power",Other,"8,739"
2021,7,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2021,7,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,785
2021,7,CA,"Combined Heat and Power, Electric Power",Other Biomass,"15,415"
2021,7,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"73,004"
2021,7,CA,"Electric Generators, Independent Power Producers",Total,"12,107,691"
2021,7,CA,"Electric Generators, Independent Power Producers",Geothermal,"908,652"
2021,7,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"98,286"
2021,7,CA,"Electric Generators, Independent Power Producers",Natural Gas,"5,951,411"
2021,7,CA,"Electric Generators, Independent Power Producers",Other,"-11,268"
2021,7,CA,"Electric Generators, Independent Power Producers",Petroleum,337
2021,7,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"3,584,429"
2021,7,CA,"Electric Generators, Independent Power Producers",Other Biomass,"129,695"
2021,7,CA,"Electric Generators, Independent Power Producers",Wind,"1,327,191"
2021,7,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"118,957"
