,period,value,value-units,Date,Hour Starting
3955,2023-12-23T04-06,36941,megawatthours,2023-12-23,3
3954,2023-12-23T05-06,36842,megawatthours,2023-12-23,4
3953,2023-12-23T06-06,37289,megawatthours,2023-12-23,5
3952,2023-12-23T07-06,38182,megawatthours,2023-12-23,6
3951,2023-12-23T08-06,39362,megawatthours,2023-12-23,7
3950,2023-12-23T09-06,40908,megawatthours,2023-12-23,8
3949,2023-12-23T10-06,42580,megawatthours,2023-12-23,9
3948,2023-12-23T11-06,43635,megawatthours,2023-12-23,10
3947,2023-12-23T12-06,44047,megawatthours,2023-12-23,11
3946,2023-12-23T13-06,44080,megawatthours,2023-12-23,12
3945,2023-12-23T14-06,44048,megawatthours,2023-12-23,13
3944,2023-12-23T15-06,44105,megawatthours,2023-12-23,14
3943,2023-12-23T16-06,43943,megawatthours,2023-12-23,15
3942,2023-12-23T17-06,44147,megawatthours,2023-12-23,16
3941,2023-12-23T18-06,45138,megawatthours,2023-12-23,17
3940,2023-12-23T19-06,45568,megawatthours,2023-12-23,18
3939,2023-12-23T20-06,45200,megawatthours,2023-12-23,19
3938,2023-12-23T21-06,44744,megawatthours,2023-12-23,20
3937,2023-12-23T22-06,44123,megawatthours,2023-12-23,21
3936,2023-12-23T23-06,42801,megawatthours,2023-12-23,22
3935,2023-12-24T00-06,41269,megawatthours,2023-12-23,23
3934,2023-12-24T01-06,39599,megawatthours,2023-12-24,0
3933,2023-12-24T02-06,38330,megawatthours,2023-12-24,1
3932,2023-12-24T03-06,37182,megawatthours,2023-12-24,2
3931,2023-12-24T04-06,36690,megawatthours,2023-12-24,3
3930,2023-12-24T05-06,36305,megawatthours,2023-12-24,4
3929,2023-12-24T06-06,36340,megawatthours,2023-12-24,5
3928,2023-12-24T07-06,37161,megawatthours,2023-12-24,6
3927,2023-12-24T08-06,38369,megawatthours,2023-12-24,7
3926,2023-12-24T09-06,39831,megawatthours,2023-12-24,8
3925,2023-12-24T10-06,41833,megawatthours,2023-12-24,9
3924,2023-12-24T11-06,42767,megawatthours,2023-12-24,10
3923,2023-12-24T12-06,43710,megawatthours,2023-12-24,11
3922,2023-12-24T13-06,43697,megawatthours,2023-12-24,12
3921,2023-12-24T14-06,43547,megawatthours,2023-12-24,13
3920,2023-12-24T15-06,43487,megawatthours,2023-12-24,14
3919,2023-12-24T16-06,43535,megawatthours,2023-12-24,15
3918,2023-12-24T17-06,43616,megawatthours,2023-12-24,16
3917,2023-12-24T18-06,44248,megawatthours,2023-12-24,17
3916,2023-12-24T19-06,44673,megawatthours,2023-12-24,18
3915,2023-12-24T20-06,43777,megawatthours,2023-12-24,19
3914,2023-12-24T21-06,42957,megawatthours,2023-12-24,20
3913,2023-12-24T22-06,42538,megawatthours,2023-12-24,21
3912,2023-12-24T23-06,41836,megawatthours,2023-12-24,22
3911,2023-12-25T00-06,41038,megawatthours,2023-12-24,23
3910,2023-12-25T01-06,40153,megawatthours,2023-12-25,0
3909,2023-12-25T02-06,39695,megawatthours,2023-12-25,1
3908,2023-12-25T03-06,39282,megawatthours,2023-12-25,2
3907,2023-12-25T04-06,39322,megawatthours,2023-12-25,3
3906,2023-12-25T05-06,39956,megawatthours,2023-12-25,4
3905,2023-12-25T06-06,41176,megawatthours,2023-12-25,5
3904,2023-12-25T07-06,42701,megawatthours,2023-12-25,6
3903,2023-12-25T08-06,44247,megawatthours,2023-12-25,7
3902,2023-12-25T09-06,45281,megawatthours,2023-12-25,8
3901,2023-12-25T10-06,45541,megawatthours,2023-12-25,9
3900,2023-12-25T11-06,45264,megawatthours,2023-12-25,10
3899,2023-12-25T12-06,44201,megawatthours,2023-12-25,11
3898,2023-12-25T13-06,43185,megawatthours,2023-12-25,12
3897,2023-12-25T14-06,42134,megawatthours,2023-12-25,13
3896,2023-12-25T15-06,41332,megawatthours,2023-12-25,14
3895,2023-12-25T16-06,41176,megawatthours,2023-12-25,15
3894,2023-12-25T17-06,41677,megawatthours,2023-12-25,16
3893,2023-12-25T18-06,44012,megawatthours,2023-12-25,17
3892,2023-12-25T19-06,45912,megawatthours,2023-12-25,18
3891,2023-12-25T20-06,46056,megawatthours,2023-12-25,19
3890,2023-12-25T21-06,46274,megawatthours,2023-12-25,20
3889,2023-12-25T22-06,46372,megawatthours,2023-12-25,21
3888,2023-12-25T23-06,45798,megawatthours,2023-12-25,22
3887,2023-12-26T00-06,45339,megawatthours,2023-12-25,23
3886,2023-12-26T01-06,44821,megawatthours,2023-12-26,0
3885,2023-12-26T02-06,44358,megawatthours,2023-12-26,1
3884,2023-12-26T03-06,43979,megawatthours,2023-12-26,2
3883,2023-12-26T04-06,44619,megawatthours,2023-12-26,3
3882,2023-12-26T05-06,45680,megawatthours,2023-12-26,4
3881,2023-12-26T06-06,47701,megawatthours,2023-12-26,5
3880,2023-12-26T07-06,50067,megawatthours,2023-12-26,6
3879,2023-12-26T08-06,51914,megawatthours,2023-12-26,7
3878,2023-12-26T09-06,52116,megawatthours,2023-12-26,8
3877,2023-12-26T10-06,50952,megawatthours,2023-12-26,9
3876,2023-12-26T11-06,49540,megawatthours,2023-12-26,10
3875,2023-12-26T12-06,47875,megawatthours,2023-12-26,11
3874,2023-12-26T13-06,46440,megawatthours,2023-12-26,12
3873,2023-12-26T14-06,45511,megawatthours,2023-12-26,13
3872,2023-12-26T15-06,44857,megawatthours,2023-12-26,14
3871,2023-12-26T16-06,44395,megawatthours,2023-12-26,15
3870,2023-12-26T17-06,44630,megawatthours,2023-12-26,16
3869,2023-12-26T18-06,46807,megawatthours,2023-12-26,17
3868,2023-12-26T19-06,48689,megawatthours,2023-12-26,18
3867,2023-12-26T20-06,48610,megawatthours,2023-12-26,19
3866,2023-12-26T21-06,48395,megawatthours,2023-12-26,20
3865,2023-12-26T22-06,47726,megawatthours,2023-12-26,21
3864,2023-12-26T23-06,46406,megawatthours,2023-12-26,22
3863,2023-12-27T00-06,45165,megawatthours,2023-12-26,23
3862,2023-12-27T01-06,43924,megawatthours,2023-12-27,0
3861,2023-12-27T02-06,43566,megawatthours,2023-12-27,1
3860,2023-12-27T03-06,43770,megawatthours,2023-12-27,2
3859,2023-12-27T04-06,44123,megawatthours,2023-12-27,3
3858,2023-12-27T05-06,45296,megawatthours,2023-12-27,4
3857,2023-12-27T06-06,47444,megawatthours,2023-12-27,5
3856,2023-12-27T07-06,49924,megawatthours,2023-12-27,6
3855,2023-12-27T08-06,51583,megawatthours,2023-12-27,7
3854,2023-12-27T09-06,51439,megawatthours,2023-12-27,8
3853,2023-12-27T10-06,49781,megawatthours,2023-12-27,9
3852,2023-12-27T11-06,48637,megawatthours,2023-12-27,10
3851,2023-12-27T12-06,47669,megawatthours,2023-12-27,11
3850,2023-12-27T13-06,46407,megawatthours,2023-12-27,12
3849,2023-12-27T14-06,45474,megawatthours,2023-12-27,13
3848,2023-12-27T15-06,45066,megawatthours,2023-12-27,14
3847,2023-12-27T16-06,44788,megawatthours,2023-12-27,15
3846,2023-12-27T17-06,45131,megawatthours,2023-12-27,16
3845,2023-12-27T18-06,47323,megawatthours,2023-12-27,17
3844,2023-12-27T19-06,49303,megawatthours,2023-12-27,18
3843,2023-12-27T20-06,49645,megawatthours,2023-12-27,19
3842,2023-12-27T21-06,49512,megawatthours,2023-12-27,20
3841,2023-12-27T22-06,49019,megawatthours,2023-12-27,21
3840,2023-12-27T23-06,47663,megawatthours,2023-12-27,22
3839,2023-12-28T00-06,46665,megawatthours,2023-12-27,23
3838,2023-12-28T01-06,45665,megawatthours,2023-12-28,0
3837,2023-12-28T02-06,45319,megawatthours,2023-12-28,1
3836,2023-12-28T03-06,45292,megawatthours,2023-12-28,2
3835,2023-12-28T04-06,45826,megawatthours,2023-12-28,3
3834,2023-12-28T05-06,46644,megawatthours,2023-12-28,4
3833,2023-12-28T06-06,48473,megawatthours,2023-12-28,5
3832,2023-12-28T07-06,50854,megawatthours,2023-12-28,6
3831,2023-12-28T08-06,52663,megawatthours,2023-12-28,7
3830,2023-12-28T09-06,52748,megawatthours,2023-12-28,8
3829,2023-12-28T10-06,51507,megawatthours,2023-12-28,9
3828,2023-12-28T11-06,49956,megawatthours,2023-12-28,10
3827,2023-12-28T12-06,48497,megawatthours,2023-12-28,11
3826,2023-12-28T13-06,47244,megawatthours,2023-12-28,12
3825,2023-12-28T14-06,46428,megawatthours,2023-12-28,13
3824,2023-12-28T15-06,45723,megawatthours,2023-12-28,14
3823,2023-12-28T16-06,45768,megawatthours,2023-12-28,15
3822,2023-12-28T17-06,46535,megawatthours,2023-12-28,16
3821,2023-12-28T18-06,48488,megawatthours,2023-12-28,17
3820,2023-12-28T19-06,50436,megawatthours,2023-12-28,18
3819,2023-12-28T20-06,50579,megawatthours,2023-12-28,19
3818,2023-12-28T21-06,50758,megawatthours,2023-12-28,20
3817,2023-12-28T22-06,50392,megawatthours,2023-12-28,21
3816,2023-12-28T23-06,49172,megawatthours,2023-12-28,22
3815,2023-12-29T00-06,47900,megawatthours,2023-12-28,23
3814,2023-12-29T01-06,47078,megawatthours,2023-12-29,0
3813,2023-12-29T02-06,47024,megawatthours,2023-12-29,1
3812,2023-12-29T03-06,46944,megawatthours,2023-12-29,2
3811,2023-12-29T04-06,47391,megawatthours,2023-12-29,3
3810,2023-12-29T05-06,48676,megawatthours,2023-12-29,4
3809,2023-12-29T06-06,51028,megawatthours,2023-12-29,5
3808,2023-12-29T07-06,53756,megawatthours,2023-12-29,6
3807,2023-12-29T08-06,55809,megawatthours,2023-12-29,7
3806,2023-12-29T09-06,55757,megawatthours,2023-12-29,8
3805,2023-12-29T10-06,54063,megawatthours,2023-12-29,9
3804,2023-12-29T11-06,51775,megawatthours,2023-12-29,10
3803,2023-12-29T12-06,49596,megawatthours,2023-12-29,11
3802,2023-12-29T13-06,47881,megawatthours,2023-12-29,12
3801,2023-12-29T14-06,46596,megawatthours,2023-12-29,13
3800,2023-12-29T15-06,45681,megawatthours,2023-12-29,14
3799,2023-12-29T16-06,44846,megawatthours,2023-12-29,15
3798,2023-12-29T17-06,45218,megawatthours,2023-12-29,16
3797,2023-12-29T18-06,47013,megawatthours,2023-12-29,17
3796,2023-12-29T19-06,49080,megawatthours,2023-12-29,18
3795,2023-12-29T20-06,49271,megawatthours,2023-12-29,19
3794,2023-12-29T21-06,49703,megawatthours,2023-12-29,20
3793,2023-12-29T22-06,49491,megawatthours,2023-12-29,21
3792,2023-12-29T23-06,48753,megawatthours,2023-12-29,22
3791,2023-12-30T00-06,47852,megawatthours,2023-12-29,23
3790,2023-12-30T01-06,47254,megawatthours,2023-12-30,0
3789,2023-12-30T02-06,46982,megawatthours,2023-12-30,1
3788,2023-12-30T03-06,47091,megawatthours,2023-12-30,2
3787,2023-12-30T04-06,47494,megawatthours,2023-12-30,3
3786,2023-12-30T05-06,48365,megawatthours,2023-12-30,4
3785,2023-12-30T06-06,49695,megawatthours,2023-12-30,5
3784,2023-12-30T07-06,51380,megawatthours,2023-12-30,6
3783,2023-12-30T08-06,52118,megawatthours,2023-12-30,7
3782,2023-12-30T09-06,53032,megawatthours,2023-12-30,8
3781,2023-12-30T10-06,50728,megawatthours,2023-12-30,9
3780,2023-12-30T11-06,47772,megawatthours,2023-12-30,10
3779,2023-12-30T12-06,45440,megawatthours,2023-12-30,11
3778,2023-12-30T13-06,43768,megawatthours,2023-12-30,12
3777,2023-12-30T14-06,42778,megawatthours,2023-12-30,13
3776,2023-12-30T15-06,42288,megawatthours,2023-12-30,14
3775,2023-12-30T16-06,41897,megawatthours,2023-12-30,15
3774,2023-12-30T17-06,42061,megawatthours,2023-12-30,16
3773,2023-12-30T18-06,43756,megawatthours,2023-12-30,17
3772,2023-12-30T19-06,45643,megawatthours,2023-12-30,18
3771,2023-12-30T20-06,45930,megawatthours,2023-12-30,19
3770,2023-12-30T21-06,45932,megawatthours,2023-12-30,20
3769,2023-12-30T22-06,46036,megawatthours,2023-12-30,21
3768,2023-12-30T23-06,45644,megawatthours,2023-12-30,22
3767,2023-12-31T00-06,44882,megawatthours,2023-12-30,23
3766,2023-12-31T01-06,43858,megawatthours,2023-12-31,0
3765,2023-12-31T02-06,43332,megawatthours,2023-12-31,1
3764,2023-12-31T03-06,43115,megawatthours,2023-12-31,2
3763,2023-12-31T04-06,43350,megawatthours,2023-12-31,3
3762,2023-12-31T05-06,43747,megawatthours,2023-12-31,4
3761,2023-12-31T06-06,44566,megawatthours,2023-12-31,5
3760,2023-12-31T07-06,45930,megawatthours,2023-12-31,6
3759,2023-12-31T08-06,47259,megawatthours,2023-12-31,7
3758,2023-12-31T09-06,47666,megawatthours,2023-12-31,8
3757,2023-12-31T10-06,46686,megawatthours,2023-12-31,9
3756,2023-12-31T11-06,45091,megawatthours,2023-12-31,10
3755,2023-12-31T12-06,43795,megawatthours,2023-12-31,11
3754,2023-12-31T13-06,42873,megawatthours,2023-12-31,12
3753,2023-12-31T14-06,42496,megawatthours,2023-12-31,13
3752,2023-12-31T15-06,42210,megawatthours,2023-12-31,14
3751,2023-12-31T16-06,42457,megawatthours,2023-12-31,15
3750,2023-12-31T17-06,42795,megawatthours,2023-12-31,16
3749,2023-12-31T18-06,44394,megawatthours,2023-12-31,17
3748,2023-12-31T19-06,45855,megawatthours,2023-12-31,18
3747,2023-12-31T20-06,44887,megawatthours,2023-12-31,19
3746,2023-12-31T21-06,44012,megawatthours,2023-12-31,20
3745,2023-12-31T22-06,43279,megawatthours,2023-12-31,21
3744,2023-12-31T23-06,42318,megawatthours,2023-12-31,22
3743,2024-01-01T00-06,41681,megawatthours,2023-12-31,23
3742,2024-01-01T01-06,41371,megawatthours,2024-01-01,0
3741,2024-01-01T02-06,41631,megawatthours,2024-01-01,1
3740,2024-01-01T03-06,41568,megawatthours,2024-01-01,2
3739,2024-01-01T04-06,41537,megawatthours,2024-01-01,3
3738,2024-01-01T05-06,42225,megawatthours,2024-01-01,4
3737,2024-01-01T06-06,43241,megawatthours,2024-01-01,5
3736,2024-01-01T07-06,44554,megawatthours,2024-01-01,6
3735,2024-01-01T08-06,45323,megawatthours,2024-01-01,7
3734,2024-01-01T09-06,46181,megawatthours,2024-01-01,8
3733,2024-01-01T10-06,46496,megawatthours,2024-01-01,9
3732,2024-01-01T11-06,46711,megawatthours,2024-01-01,10
3731,2024-01-01T12-06,46344,megawatthours,2024-01-01,11
3730,2024-01-01T13-06,45615,megawatthours,2024-01-01,12
3729,2024-01-01T14-06,44595,megawatthours,2024-01-01,13
3728,2024-01-01T15-06,44133,megawatthours,2024-01-01,14
3727,2024-01-01T16-06,44005,megawatthours,2024-01-01,15
3726,2024-01-01T17-06,44380,megawatthours,2024-01-01,16
3725,2024-01-01T18-06,46888,megawatthours,2024-01-01,17
3724,2024-01-01T19-06,49045,megawatthours,2024-01-01,18
3723,2024-01-01T20-06,49255,megawatthours,2024-01-01,19
3722,2024-01-01T21-06,49452,megawatthours,2024-01-01,20
3721,2024-01-01T22-06,49015,megawatthours,2024-01-01,21
3720,2024-01-01T23-06,48130,megawatthours,2024-01-01,22
3719,2024-01-02T00-06,46767,megawatthours,2024-01-01,23
3718,2024-01-02T01-06,46073,megawatthours,2024-01-02,0
3717,2024-01-02T02-06,45518,megawatthours,2024-01-02,1
3716,2024-01-02T03-06,45462,megawatthours,2024-01-02,2
3715,2024-01-02T04-06,45589,megawatthours,2024-01-02,3
3714,2024-01-02T05-06,46613,megawatthours,2024-01-02,4
3713,2024-01-02T06-06,48929,megawatthours,2024-01-02,5
3712,2024-01-02T07-06,51695,megawatthours,2024-01-02,6
3711,2024-01-02T08-06,53468,megawatthours,2024-01-02,7
3710,2024-01-02T09-06,53860,megawatthours,2024-01-02,8
3709,2024-01-02T10-06,54173,megawatthours,2024-01-02,9
3708,2024-01-02T11-06,53386,megawatthours,2024-01-02,10
3707,2024-01-02T12-06,52414,megawatthours,2024-01-02,11
3706,2024-01-02T13-06,51477,megawatthours,2024-01-02,12
3705,2024-01-02T14-06,51619,megawatthours,2024-01-02,13
3704,2024-01-02T15-06,51736,megawatthours,2024-01-02,14
3703,2024-01-02T16-06,51870,megawatthours,2024-01-02,15
3702,2024-01-02T17-06,52339,megawatthours,2024-01-02,16
3701,2024-01-02T18-06,53683,megawatthours,2024-01-02,17
3700,2024-01-02T19-06,54163,megawatthours,2024-01-02,18
3699,2024-01-02T20-06,53834,megawatthours,2024-01-02,19
3698,2024-01-02T21-06,52459,megawatthours,2024-01-02,20
3697,2024-01-02T22-06,51056,megawatthours,2024-01-02,21
3696,2024-01-02T23-06,48999,megawatthours,2024-01-02,22
3695,2024-01-03T00-06,46778,megawatthours,2024-01-02,23
3694,2024-01-03T01-06,45545,megawatthours,2024-01-03,0
3693,2024-01-03T02-06,44534,megawatthours,2024-01-03,1
3692,2024-01-03T03-06,44479,megawatthours,2024-01-03,2
3691,2024-01-03T04-06,44567,megawatthours,2024-01-03,3
3690,2024-01-03T05-06,45320,megawatthours,2024-01-03,4
3689,2024-01-03T06-06,47352,megawatthours,2024-01-03,5
3688,2024-01-03T07-06,49959,megawatthours,2024-01-03,6
3687,2024-01-03T08-06,51737,megawatthours,2024-01-03,7
3686,2024-01-03T09-06,52299,megawatthours,2024-01-03,8
3685,2024-01-03T10-06,52678,megawatthours,2024-01-03,9
3684,2024-01-03T11-06,52244,megawatthours,2024-01-03,10
3683,2024-01-03T12-06,50969,megawatthours,2024-01-03,11
3682,2024-01-03T13-06,49878,megawatthours,2024-01-03,12
3681,2024-01-03T14-06,48670,megawatthours,2024-01-03,13
3680,2024-01-03T15-06,47517,megawatthours,2024-01-03,14
3679,2024-01-03T16-06,47102,megawatthours,2024-01-03,15
3678,2024-01-03T17-06,47488,megawatthours,2024-01-03,16
3677,2024-01-03T18-06,49319,megawatthours,2024-01-03,17
3676,2024-01-03T19-06,51141,megawatthours,2024-01-03,18
3675,2024-01-03T20-06,51144,megawatthours,2024-01-03,19
3674,2024-01-03T21-06,50833,megawatthours,2024-01-03,20
3673,2024-01-03T22-06,49917,megawatthours,2024-01-03,21
3672,2024-01-03T23-06,48192,megawatthours,2024-01-03,22
3671,2024-01-04T00-06,46586,megawatthours,2024-01-03,23
3670,2024-01-04T01-06,45626,megawatthours,2024-01-04,0
3669,2024-01-04T02-06,45130,megawatthours,2024-01-04,1
3668,2024-01-04T03-06,45168,megawatthours,2024-01-04,2
3667,2024-01-04T04-06,45553,megawatthours,2024-01-04,3
3666,2024-01-04T05-06,46783,megawatthours,2024-01-04,4
3665,2024-01-04T06-06,49270,megawatthours,2024-01-04,5
3664,2024-01-04T07-06,52467,megawatthours,2024-01-04,6
3663,2024-01-04T08-06,54184,megawatthours,2024-01-04,7
3662,2024-01-04T09-06,53879,megawatthours,2024-01-04,8
3661,2024-01-04T10-06,52357,megawatthours,2024-01-04,9
3660,2024-01-04T11-06,50669,megawatthours,2024-01-04,10
3659,2024-01-04T12-06,49326,megawatthours,2024-01-04,11
3658,2024-01-04T13-06,48414,megawatthours,2024-01-04,12
3657,2024-01-04T14-06,47783,megawatthours,2024-01-04,13
3656,2024-01-04T15-06,47146,megawatthours,2024-01-04,14
3655,2024-01-04T16-06,46795,megawatthours,2024-01-04,15
3654,2024-01-04T17-06,47185,megawatthours,2024-01-04,16
3653,2024-01-04T18-06,48896,megawatthours,2024-01-04,17
3652,2024-01-04T19-06,50486,megawatthours,2024-01-04,18
3651,2024-01-04T20-06,50400,megawatthours,2024-01-04,19
3650,2024-01-04T21-06,49699,megawatthours,2024-01-04,20
3649,2024-01-04T22-06,48482,megawatthours,2024-01-04,21
3648,2024-01-04T23-06,46573,megawatthours,2024-01-04,22
3647,2024-01-05T00-06,44638,megawatthours,2024-01-04,23
3646,2024-01-05T01-06,43279,megawatthours,2024-01-05,0
3645,2024-01-05T02-06,42507,megawatthours,2024-01-05,1
3644,2024-01-05T03-06,42093,megawatthours,2024-01-05,2
3643,2024-01-05T04-06,42213,megawatthours,2024-01-05,3
3642,2024-01-05T05-06,43084,megawatthours,2024-01-05,4
3641,2024-01-05T06-06,44865,megawatthours,2024-01-05,5
3640,2024-01-05T07-06,47668,megawatthours,2024-01-05,6
3639,2024-01-05T08-06,49490,megawatthours,2024-01-05,7
3638,2024-01-05T09-06,50165,megawatthours,2024-01-05,8
3637,2024-01-05T10-06,50384,megawatthours,2024-01-05,9
3636,2024-01-05T11-06,50026,megawatthours,2024-01-05,10
3635,2024-01-05T12-06,48970,megawatthours,2024-01-05,11
3634,2024-01-05T13-06,48478,megawatthours,2024-01-05,12
3633,2024-01-05T14-06,47396,megawatthours,2024-01-05,13
3632,2024-01-05T15-06,46647,megawatthours,2024-01-05,14
3631,2024-01-05T16-06,46140,megawatthours,2024-01-05,15
3630,2024-01-05T17-06,46197,megawatthours,2024-01-05,16
3629,2024-01-05T18-06,47556,megawatthours,2024-01-05,17
3628,2024-01-05T19-06,48986,megawatthours,2024-01-05,18
3627,2024-01-05T20-06,48761,megawatthours,2024-01-05,19
3626,2024-01-05T21-06,48480,megawatthours,2024-01-05,20
3625,2024-01-05T22-06,48195,megawatthours,2024-01-05,21
3624,2024-01-05T23-06,47362,megawatthours,2024-01-05,22
3623,2024-01-06T00-06,46186,megawatthours,2024-01-05,23
3622,2024-01-06T01-06,45132,megawatthours,2024-01-06,0
3621,2024-01-06T02-06,44720,megawatthours,2024-01-06,1
3620,2024-01-06T03-06,44617,megawatthours,2024-01-06,2
3619,2024-01-06T04-06,44986,megawatthours,2024-01-06,3
3618,2024-01-06T05-06,45839,megawatthours,2024-01-06,4
3617,2024-01-06T06-06,47167,megawatthours,2024-01-06,5
3616,2024-01-06T07-06,48930,megawatthours,2024-01-06,6
3615,2024-01-06T08-06,50502,megawatthours,2024-01-06,7
3614,2024-01-06T09-06,51248,megawatthours,2024-01-06,8
3613,2024-01-06T10-06,50596,megawatthours,2024-01-06,9
3612,2024-01-06T11-06,49546,megawatthours,2024-01-06,10
3611,2024-01-06T12-06,48036,megawatthours,2024-01-06,11
3610,2024-01-06T13-06,46530,megawatthours,2024-01-06,12
3609,2024-01-06T14-06,45051,megawatthours,2024-01-06,13
3608,2024-01-06T15-06,44649,megawatthours,2024-01-06,14
3607,2024-01-06T16-06,44616,megawatthours,2024-01-06,15
3606,2024-01-06T17-06,44614,megawatthours,2024-01-06,16
3605,2024-01-06T18-06,45965,megawatthours,2024-01-06,17
3604,2024-01-06T19-06,47955,megawatthours,2024-01-06,18
3603,2024-01-06T20-06,48202,megawatthours,2024-01-06,19
3602,2024-01-06T21-06,48530,megawatthours,2024-01-06,20
3601,2024-01-06T22-06,48175,megawatthours,2024-01-06,21
3600,2024-01-06T23-06,47562,megawatthours,2024-01-06,22
3599,2024-01-07T00-06,46776,megawatthours,2024-01-06,23
3598,2024-01-07T01-06,45473,megawatthours,2024-01-07,0
3597,2024-01-07T02-06,45201,megawatthours,2024-01-07,1
3596,2024-01-07T03-06,45612,megawatthours,2024-01-07,2
3595,2024-01-07T04-06,45887,megawatthours,2024-01-07,3
3594,2024-01-07T05-06,46799,megawatthours,2024-01-07,4
3593,2024-01-07T06-06,48185,megawatthours,2024-01-07,5
3592,2024-01-07T07-06,49879,megawatthours,2024-01-07,6
3591,2024-01-07T08-06,51420,megawatthours,2024-01-07,7
3590,2024-01-07T09-06,51837,megawatthours,2024-01-07,8
3589,2024-01-07T10-06,49848,megawatthours,2024-01-07,9
3588,2024-01-07T11-06,47873,megawatthours,2024-01-07,10
3587,2024-01-07T12-06,46397,megawatthours,2024-01-07,11
3586,2024-01-07T13-06,45384,megawatthours,2024-01-07,12
3585,2024-01-07T14-06,44453,megawatthours,2024-01-07,13
3584,2024-01-07T15-06,43781,megawatthours,2024-01-07,14
3583,2024-01-07T16-06,43596,megawatthours,2024-01-07,15
